Time (milliseconds)	ax	ay	az	mx	my	mz	ts	alti
374891	16	0	-1056	18150	12150	80850	374869	395.0015
374938	64	-64	-1008	18300	12600	80100	374917	394.5126
374994	48	-112	-1184	18450	13500	80250	374971	395.4929
375060	16	48	-912	19200	13050	80250	375039	395.4929
375092	128	-192	-1072	19200	12750	79950	375070	394.7583
375143	128	-112	-912	18450	12900	79800	375121	395.1573
375192	64	0	-992	17850	13050	79500	375169	395.4929
375240	80	-96	-992	18750	12900	80100	375217	395.0015
375309	64	-48	-992	18600	12900	81000	375287	394.6685
375342	48	-96	-1008	17700	12600	80100	375319	395.0015
375389	64	-16	-992	18450	12900	79950	375367	394.8218
375443	96	-80	-992	18000	12750	80700	375421	395.5563
375511	48	32	-992	18300	11700	80400	375487	395.3132
375544	96	112	-1248	18600	13200	80100	375522	395.3132
375592	48	-32	-880	18900	13500	80250	375571	395.0675
375642	0	16	-304	18900	12450	81000	375619	395.3132
375688	176	-672	-1312	18900	14100	80700	375667	395.4665
375758	80	-64	-1040	17250	12600	80550	375735	395.0675
375791	96	-64	-864	18000	13200	79500	375770	394.5761
375839	80	-16	-1152	18600	11850	80100	375817	395.9579
375892	64	-112	-992	18750	12750	80400	375871	394.8218
375942	80	32	-1024	18600	12750	80100	375919	394.6421
376008	128	-80	-1008	18900	13050	80100	375987	395.0675
376043	48	16	-1024	17850	12600	80250	376021	395.4665
376090	80	-144	-1008	17700	13050	80700	376069	395.2234
376139	112	16	-1008	18750	12600	80100	376117	395.0675
376193	64	-128	-1008	18750	13200	80100	376171	395.8681
376262	32	-48	-848	18600	12450	79650	376239	395.1309
376292	32	-32	-1072	17550	12600	80550	376271	394.9776
376344	112	-80	-928	17550	11850	79950	376322	394.9776
376391	32	-80	-1152	18300	12600	80250	376369	395.6224
376456	48	-16	-1072	18450	11850	79650	376435	395.3766
376495	96	-48	-992	18450	12150	79950	376471	395.4427
376541	64	-32	-992	18600	12450	80100	376519	395.4427
376591	80	-16	-992	18300	13350	80250	376567	395.7783
376644	80	-32	-992	18300	12900	79350	376621	395.197
376712	80	-48	-880	18900	12150	79800	376691	396.2407
376744	64	-32	-992	18300	13200	79950	376722	394.9512
376796	48	-32	-1008	18600	12150	79800	376771	394.7082
376840	80	-32	-1008	18450	12750	80250	376819	394.4624
376890	16	-112	-784	18750	13350	80250	376867	394.9512
376960	64	16	-720	18150	13050	80100	376939	394.7716
376992	128	-128	-832	18450	12450	80100	376970	394.4624
377039	48	0	-1120	18300	12900	80250	377017	394.8614
377094	80	-64	-1040	18450	13350	80400	377071	395.1705
377140	80	-32	-1040	17850	13050	79950	377119	395.1072
377317	96	-48	-1008	19050	12900	80400	377295	394.9909
377347	48	-32	-1024	18300	12600	80550	377326	394.7451
377380	80	-80	-992	18750	13050	80250	377358	394.7716
377414	96	-32	-992	18600	13650	80250	377391	394.5919
377444	64	-32	-976	18600	13050	81000	377423	394.8376
377512	80	-32	-1040	18600	12300	80550	377490	394.1004
377544	96	-64	-992	18600	13200	80400	377523	394.8376
377576	64	-48	-1008	19650	12450	80400	377554	394.7451
377608	48	-48	-1072	18750	12900	79800	377586	394.901
377676	-16	64	-496	18150	13500	80550	377654	394.5021
377708	96	-32	-1392	18900	12750	80550	377686	395.4823
377743	80	-240	-1312	18750	13650	79800	377719	394.5021
377789	112	-64	-944	18600	13200	79800	377767	393.9472
377844	32	-48	-1040	18450	12150	80100	377821	395.3925
377912	64	-16	-1024	18750	12150	80250	377891	394.6553
377944	64	-80	-1008	17550	13800	81150	377922	395.4559
377993	96	-32	-992	18300	12900	81000	377971	394.6553
378042	80	-64	-976	18150	12600	79500	378019	395.0569
378091	96	0	-1024	16800	12900	80100	378067	395.2128
378162	96	0	-1008	18450	12900	79950	378139	394.6315
378192	112	-32	-1024	18450	13050	81300	378170	394.8772
378238	32	-32	-992	18150	13050	79800	378217	394.8772
378293	96	-48	-1088	18150	12900	81000	378271	394.8772
378341	48	-32	-3136	18450	12750	79800	378320	395.2762
378408	48	-16	-1184	17400	12600	80700	378387	395.0305
378443	64	-64	-976	18150	13350	80400	378421	395.0305
378492	96	-32	-992	18450	13500	80550	378469	395.2762
378538	96	-80	-1120	18000	12900	80250	378517	394.0529
378594	48	16	-992	18300	13200	80850	378571	394.5417
378660	112	-112	-1008	18300	13050	80550	378638	394.6949
378693	64	16	-1024	17850	13200	80400	378670	394.4519
378742	32	-112	-992	18600	12750	80250	378721	395.0067
378792	96	-32	-1024	18150	12600	80550	378769	395.8047
378860	64	-80	-560	18300	12900	80100	378839	395.3397
378894	64	-16	-1024	18300	13500	79350	378871	395.0067
378941	96	16	-1504	18150	13200	80700	378919	395.6515
378990	64	-16	-960	18600	12000	79650	378967	394.6712
379043	112	80	-1152	17850	12750	80550	379021	395.8047
379110	96	-112	-1040	17850	13500	81000	379087	394.9169
379140	64	16	-992	18450	12600	81300	379118	395.5589
379194	112	-96	-960	18750	13350	80550	379171	394.9803
379241	32	-64	-992	18300	12900	80400	379219	394.8244
379290	64	-32	-1024	18900	12450	80550	379267	394.9803
379356	80	-16	-992	18300	13350	80550	379335	394.7346
379393	64	-80	-1008	18150	12450	81000	379369	394.7108
379439	96	-48	-1008	18900	13200	81300	379417	396.0002
379492	48	-64	-1008	18450	12450	80550	379471	396.0663
379541	96	-32	-1008	18450	13050	80400	379519	395.5114
379610	64	-112	-1088	18300	12450	79800	379587	395.1785
379644	96	-80	-1136	19050	13050	80850	379621	395.4216
379690	48	-32	-960	18450	13500	80550	379669	394.9327
379740	80	-48	-992	18000	12750	80400	379717	396.3754
379810	48	-32	-1008	18000	13200	80100	379787	395.0596
379842	32	-32	-720	17550	13650	80550	379819	396.0398
379889	48	-80	-976	17850	13350	80400	379868	395.0596
379944	64	-32	-1040	18750	13050	80250	379921	395.95
379991	48	-32	-1008	18000	13950	79950	379969	395.8602
380058	32	-48	-1008	18000	13350	80250	380034	395.2155
380092	48	-32	-1008	19050	13050	79950	380071	395.0384
380142	64	-32	-1040	18750	13500	80550	380119	395.3714
380189	64	-64	-1008	18000	13200	80100	380168	395.3714
380244	80	-32	-992	18000	12900	80100	380221	394.8588
380312	48	-32	-992	18300	13050	80700	380291	395.3476
380344	64	-32	-992	17850	12900	80400	380322	394.3039
380393	112	32	-800	18150	12750	79950	380371	394.4571
380441	64	32	288	18600	12750	80250	380419	395.0147
380489	80	-64	-976	17550	13200	79650	380467	394.4571
380558	48	-48	-880	18750	13050	80100	380535	395.0147
380592	64	-32	-896	18600	12600	80250	380570	395.4136
380639	64	-32	-1056	17700	13200	80100	380617	395.5035
380696	64	-32	-992	17700	14100	80400	380671	395.3238
380740	32	0	-992	18600	13350	80850	380719	395.1679
380812	80	-80	-1008	17850	12600	80700	380791	395.5669
380843	96	-16	-992	18150	13050	81000	380822	396.0583
380892	64	-80	-992	18000	13050	80700	380869	395.5669
380938	96	-32	-1024	18000	13200	81000	380917	394.8323
381105	64	-80	-1104	18150	13350	80700	381082	394.8323
381147	96	-96	-784	18900	13200	81600	381126	395.633
381180	64	-64	-1104	18300	13650	80400	381158	395.1441
381214	96	-48	-1088	18450	13650	81000	381190	395.8787
381244	144	-160	-912	18600	12300	79800	381222	394.9883
381313	80	-16	-992	18750	13050	80700	381290	394.9883
381344	48	-48	-1024	18150	13050	79950	381323	394.5655
381376	80	-64	-1040	18600	12900	80550	381354	394.7425
381408	48	-32	-1008	18300	12300	80400	381386	395.3898
381443	96	-64	-976	17850	13350	80850	381421	394.6553
381508	32	-16	-976	18450	13500	80100	381487	395.633
381541	32	-80	-1024	18450	12000	80850	381518	395.5431
381593	48	-32	-992	18900	12450	80550	381571	394.6553
381643	64	-96	-1008	18450	13200	79950	381619	394.5893
381689	64	-48	-848	18150	12600	80550	381667	394.3197
381757	96	-48	-608	18750	13050	81000	381735	394.9644
381791	64	-64	-1056	18150	12900	80850	381769	394.4756
381839	32	-48	-848	18000	12750	80250	381817	395.3
381893	80	-64	-688	18600	12450	80400	381871	394.9644
381943	80	-128	-992	18000	13050	80250	381919	395.0305
382016	48	-32	-1024	18900	13200	79950	381991	395.3634
382050	64	-48	-1008	18300	13200	80400	382026	395.2736
382090	128	-64	-1008	19350	12450	80400	382069	395.1204
382139	32	-32	-1008	18900	13500	79650	382117	395.5193
382208	64	-48	-1008	19200	12450	79800	382187	395.2736
382241	64	0	-1008	18300	13500	80250	382219	395.4295
382288	64	-96	-1008	18600	12900	79500	382267	395.4295
382343	64	-16	-992	18450	13650	79650	382321	395.0305
382390	64	-96	-992	18300	12750	80100	382369	394.7848
382456	80	-48	-832	18900	13650	81750	382435	395.4295
382493	80	16	-1008	18150	13050	80850	382471	395.0041
382540	96	32	-1152	18900	13200	80850	382519	395.4295
382590	128	-96	-1024	18600	12750	80100	382567	395.1838
382643	16	-96	-1008	18150	13200	79650	382621	395.2498
382712	64	32	-976	18300	13500	80400	382691	395.0939
382744	48	-32	-992	18450	13500	80250	382722	395.2498
382794	80	-80	-992	18750	13050	80400	382771	395.8945
382841	48	-48	-992	18600	13200	80250	382819	395.4057
382891	80	-48	-976	18150	12300	80550	382867	395.16
382961	96	-32	-1008	18150	13050	80250	382939	395.0728
382992	96	-48	-1008	18600	13050	80250	382970	394.9169
383039	32	-32	-1008	18150	13800	80250	383018	395.5616
383095	80	-48	-992	18000	13950	79950	383071	395.3159
383141	48	-48	-1008	19350	12450	80250	383119	395.226
383210	80	-16	-1184	18450	13050	80100	383187	394.6712
383243	96	0	-2080	18300	12600	79800	383221	395.4718
383293	96	-48	-928	18000	13800	81000	383269	395.226
383339	64	-48	-1088	18600	12900	80250	383317	394.7372
383393	96	-16	-944	19350	12750	80250	383372	394.8931
383442	48	-32	-1056	18600	13200	79200	383419	395.226
383488	48	-64	-976	18150	13050	80250	383467	394.8931
383543	64	-48	-992	17700	13650	79950	383521	395.5378
383590	48	-48	-976	19050	13200	79650	383569	394.7372
383662	64	-32	-1008	19350	12450	79800	383640	395.3819
383692	32	-64	-992	18150	12900	80100	383671	395.2921
383742	96	-32	-1008	18150	13500	80400	383719	395.3582
383788	32	-64	-1008	18600	13050	79950	383767	395.2023
383844	112	-80	-1024	18450	13650	80100	383821	394.7134
383912	48	-48	-1216	18150	12750	80400	383891	395.5141
383946	96	-48	-1056	18300	13200	80250	383922	394.9592
383992	-16	-32	-1904	18450	12300	80550	383971	395.1124
384043	80	-128	-992	18600	13200	80400	384019	395.5141
384089	32	-32	-976	19950	13050	79800	384067	394.9354
384158	32	-64	-1008	18150	13200	79800	384136	395.4242
384192	32	-16	-1024	19350	12900	80700	384170	395.3582
384240	80	-64	-992	18300	13950	80400	384217	394.5338
384294	96	-16	-1024	18900	13500	80250	384272	394.9354
384342	112	-32	-992	18300	13200	80250	384319	395.8232
384408	64	-32	-992	18450	13350	80250	384387	394.6897
384444	96	-64	-1008	18600	12750	79950	384421	395.4004
384491	32	-32	-976	18450	13050	79800	384469	394.9988
384539	96	-80	-992	18150	14100	80700	384517	394.8455
384611	64	-48	-1088	18450	12750	80550	384587	395.3106
384640	80	-160	-928	18600	13350	79950	384619	395.1547
384690	32	-48	-1136	19350	13350	80700	384667	394.9988
384743	64	-32	-1040	18000	13350	80700	384722	395.6435
384792	80	-32	-1056	18300	13350	80250	384769	395.0649
384970	80	-48	-1008	19050	13050	80700	384946	395.6198
385000	64	-32	-1008	18900	13650	80250	384978	394.798
385032	48	-64	-1008	18750	12600	79950	385010	395.1309
385064	80	-48	-1024	18300	12900	80700	385042	395.2208
385096	32	-16	-992	18300	12900	81150	385074	395.0411
385164	96	-64	-976	19500	13500	79950	385142	395.2868
385198	48	-16	-1024	18000	13350	80700	385175	394.4862
385228	32	-48	-1008	17700	13350	80400	385206	395.0411
385260	112	-48	-1008	18300	13050	80850	385238	394.9776
385292	16	-80	-864	17850	13800	80250	385270	395.6198
385360	128	-64	-896	19500	12750	80250	385338	394.8878
385392	0	32	-976	18300	13350	80700	385370	395.4427
385440	176	-64	-992	18600	13500	80700	385417	395.0411
385493	112	-80	-800	18300	12900	80400	385471	395.6858
385560	80	-48	-1008	18600	13350	80850	385538	395.1072
385592	32	-16	-992	18900	13350	80250	385570	394.3964
385644	112	-48	-976	18300	13200	79950	385621	394.7082
385691	32	-32	-1024	18450	13800	79950	385669	395.2657
385739	96	-48	-992	18900	13800	81300	385717	395.2657
385805	48	-64	-992	18300	13050	81000	385783	394.864
385843	48	-16	-1040	18450	13200	81000	385819	395.7545
385891	80	-48	-992	18150	12900	80250	385867	395.7545
385943	64	-32	-1008	18600	13200	80700	385921	396.0637
385990	96	-96	-1040	18450	12600	80700	385969	395.5087
386057	64	-64	-1088	18300	13050	80700	386034	395.02
386092	96	-80	-976	18450	13500	80700	386071	394.9275
386141	80	-48	-1120	19200	13200	80250	386119	394.7742
386189	32	-16	-976	18450	12750	80100	386167	394.9275
386244	64	-16	-1008	18150	13050	80100	386221	395.0834
386312	64	-16	-1024	18750	13050	80400	386291	394.0396
386344	80	-64	-976	18300	13050	80100	386322	395.5722
386392	96	-48	-992	18600	13050	80400	386371	395.7307
386440	32	-32	-992	18900	13050	81000	386419	395.5722
386488	64	-32	-1008	18300	13050	80550	386467	394.9063
386558	64	-48	-992	18600	12450	79950	386535	395.0622
386590	80	-32	-1024	18900	13200	81150	386569	395.2393
386638	64	-48	-976	18600	13500	80400	386617	395.3951
386694	80	-64	-1024	17850	13350	80100	386671	395.4612
386762	64	-48	-944	17850	13350	79800	386739	395.4612
386794	80	-32	-992	18150	13800	80850	386771	395.7069
386843	80	-48	-992	18750	12450	80400	386821	394.9063
386892	128	-48	-992	18900	13800	79650	386869	395.0622
386939	32	0	-1136	19200	13500	80400	386917	395.0622
387009	48	0	-992	17550	12900	80100	386987	396.1958
387041	48	-64	-1008	17700	13200	80250	387019	395.2155
387089	96	-16	-1024	19200	12600	80400	387067	396.1958
387143	16	-48	-1008	18450	13050	80850	387121	394.2378
387193	96	-16	-992	18300	13800	80550	387169	394.6368
387260	48	-48	-992	18300	14400	80850	387239	395.5272
387292	80	-32	-1008	18450	12600	80250	387271	395.6832
387340	64	-48	-992	18600	12600	80400	387319	395.5272
387390	64	-32	-992	18000	13650	80550	387367	394.7927
387442	80	-16	-992	18150	12900	80100	387421	395.5272
387508	64	-32	-1056	18450	12750	80250	387486	395.5933
387541	96	-80	-992	18900	12750	80550	387518	395.0384
387592	32	-80	-1008	18450	13200	79950	387571	394.7927
387640	160	-32	-1008	18600	13650	80850	387619	395.5933
387691	32	-80	-1008	18000	13500	80550	387668	395.1045
387760	112	-32	-976	18600	13200	80400	387739	395.4401
387792	64	-48	-992	19350	13050	79950	387770	394.9486
387840	80	-48	-1008	18000	14250	79950	387817	395.3502
387893	80	-48	-992	18150	13200	80400	387872	395.5933
387965	80	-48	-992	18750	12600	80850	387943	394.8614
387996	64	-48	-1008	18150	13200	80400	387974	395.1045
388044	48	-16	-1008	18300	13800	79800	388021	395.1705
388091	80	-80	-992	18300	13050	80100	388069	395.9051
388140	80	-48	-1008	18600	13950	80100	388117	395.2604
388208	48	16	-992	18150	12750	79950	388187	395.1705
388242	112	-144	1248	18600	13200	79950	388219	395.1705
388289	48	-144	-288	18300	13650	80400	388267	395.1705
388344	96	0	-1008	18450	13650	80250	388321	395.1705
388391	112	-192	-960	18750	12900	80700	388369	394.1929
388459	64	-32	-1008	18150	12750	80400	388435	394.1929
388496	64	-48	-1008	18900	13200	79650	388472	394.8376
388542	48	-48	-1024	18000	13500	80250	388520	395.1468
388589	96	-64	-1008	18300	13650	80100	388567	394.9275
388644	64	-80	-1008	17550	12900	80100	388622	395.4823
388832	48	-32	-992	18450	13050	80700	388811	395.1468
388864	80	-48	-992	19350	13200	79800	388842	395.3053
388896	128	-48	-992	17700	13350	80250	388874	394.4149
388928	32	-32	-1024	18300	12750	80400	388906	394.5021
388997	80	-16	-960	18900	13950	79800	388974	395.0596
389027	32	-80	-1088	18300	13200	80250	389006	394.5708
389056	64	-48	-1040	18450	13200	80100	389035	394.5021
389089	48	-32	-960	18450	12750	80850	389066	395.1468
389120	128	-192	-1056	18750	13200	80100	389098	395.3053
389188	80	-32	-1008	19050	11850	80250	389166	394.6579
389220	80	-80	-992	19050	13350	80250	389198	394.6579
389251	64	-32	-1008	18900	14250	80700	389230	395.0596
389292	64	-32	-992	18450	12900	80400	389269	394.8138
389339	64	-32	-1024	18450	12750	80400	389318	395.3687
389406	48	-32	-1008	17700	13050	80100	389383	395.9474
389442	96	-32	-1008	18900	12900	80400	389419	395.6145
389489	64	-64	-976	18000	13200	80100	389467	395.4586
389543	80	-32	-992	19350	12450	79800	389521	395.3053
389592	48	-64	-992	18300	13350	80850	389570	395.7941
389660	80	-80	-800	18450	13350	79950	389638	394.9697
389693	48	-32	-1120	18000	13350	81000	389671	395.6805
389743	64	48	-912	17400	14100	80850	389719	395.2815
389791	64	-80	-976	18900	13350	80400	389767	395.0358
389843	48	-32	-960	18450	13050	80100	389821	394.214
389912	80	-80	-960	17400	12900	80550	389891	395.2815
389944	80	-48	-976	18600	12600	80700	389922	394.946
389992	48	-64	-992	19500	13350	80550	389971	395.2815
390042	112	-16	-1008	18000	13800	80850	390019	395.2815
390108	48	-48	-1008	18300	12750	79950	390087	395.1019
390143	128	-16	-992	18750	13200	80400	390121	395.6805
390190	48	-64	-1024	18300	13650	80850	390169	394.3012
390239	80	-32	-992	18000	12750	80400	390217	395.1019
390292	48	-64	-992	18450	14100	79800	390271	394.7901
390362	48	-64	-1024	18900	12900	80100	390338	395.7466
390392	48	-64	-1008	17850	13650	80400	390370	394.7663
390443	16	16	-1200	18750	12900	80700	390421	395.3476
390491	80	-16	-880	18900	13200	80400	390470	395.2577
390540	80	-96	-928	19050	13650	80550	390518	395.5009
390608	144	-48	-1216	18600	13800	80250	390586	395.012
390641	48	-80	-1024	18150	13950	79500	390619	395.7466
390691	96	48	-1008	18600	13500	79800	390667	394.946
390743	64	-32	-992	18000	12600	80250	390721	394.7663
390791	48	-64	-1024	18450	13350	80250	390769	396.1482
390862	48	-32	-992	18300	13050	80700	390839	395.8126
390895	80	-96	-992	18300	13200	79950	390871	395.012
390941	80	-32	-992	19200	13050	79650	390920	394.7663
390990	32	-48	-992	18900	13650	79650	390967	394.5232
391043	80	-32	-1008	18450	13350	80100	391021	395.0807
391111	80	-80	-1008	17550	12750	80550	391087	394.9248
391143	48	-32	-1008	18300	12600	80400	391122	394.9248
391192	80	-96	-1024	17850	12900	79950	391171	395.4136
391241	64	-32	-992	18600	13350	80400	391219	395.1679
391310	96	-64	-992	18450	13200	80100	391286	395.3027
391342	64	-32	-992	18300	12900	79500	391321	395.8813
391392	64	-64	-976	18750	13050	80100	391369	396.2142
391438	80	-32	-1008	17850	12900	80550	391417	394.9909
391492	80	-32	-1008	19800	12900	80250	391471	395.3925
391560	48	-64	-1008	19050	13050	80100	391539	395.5695
391592	96	-32	-1008	18600	12900	80550	391570	394.5021
391643	80	-48	-976	18600	14250	80400	391622	395.1468
391692	48	-48	-1024	18900	13200	80400	391670	395.0569
391739	64	-48	-1008	19050	13050	80100	391717	395.0569
391804	64	-32	-992	18150	12750	80100	391783	395.7016
391843	64	-48	-1008	18600	13200	79950	391819	394.901
391889	80	-32	-1024	18600	13350	79950	391867	395.5484
391944	64	-64	-992	18600	13950	79800	391921	395.3925
391991	64	-48	-992	18450	13200	81150	391969	395.1468
392056	64	-16	-1024	18300	12900	80100	392035	395.7016
392093	64	-48	-992	18000	12750	80400	392071	396.1905
392143	64	-32	-1008	18000	13050	81000	392119	395.2128
392189	64	-48	-1008	18600	13350	80400	392168	394.8138
392244	64	-48	-1008	18450	13500	79650	392221	395.522
392314	80	-64	-1008	18300	12750	79950	392291	395.522
392346	64	-48	-1024	18900	13200	79650	392322	394.724
392395	80	-32	-1008	18450	12900	80100	392371	395.522
392440	64	-48	-1008	18300	13200	80400	392419	395.2128
392616	48	-32	-992	19050	13650	79500	392595	395.5907
392650	80	-48	-1008	17550	13800	79950	392626	395.2789
392679	80	-48	-992	18750	13050	79800	392658	395.3476
392711	64	-48	-1024	18150	13050	79500	392690	394.613
392740	64	-32	-1008	18900	13200	80250	392718	395.0332
392808	64	-64	-1008	18000	13200	80250	392786	395.0332
392840	80	-48	-1008	19200	13650	80250	392819	395.0332
392873	48	-48	-1008	18450	13800	80100	392850	395.5907
392904	48	-48	-1008	18300	12900	80250	392882	394.8799
392938	80	-48	-1024	17850	13800	80100	392917	394.946
393006	64	-32	-976	18600	13500	79800	392983	395.189
393040	80	-48	-1008	18750	13200	81150	393019	395.3476
393089	48	-64	-1008	19200	12450	80400	393067	395.189
393142	64	-32	-992	18450	13800	80850	393121	395.3476
393192	64	-48	-1024	18750	13200	80700	393169	394.8588
393260	80	-32	-1024	18300	13050	80700	393239	395.6567
393295	64	-32	-1008	18450	13950	79650	393271	395.3476
393341	64	-64	-1024	18000	13350	80550	393319	395.012
393391	80	-32	-1008	18150	12750	80100	393367	395.5009
393460	80	-48	-1008	19350	13800	79800	393439	394.7663
393492	48	-64	-1008	19200	12750	80700	393471	395.1679
393539	48	-48	-1008	18600	13350	80700	393517	395.9897
393594	64	-32	-1024	18600	12600	79500	393571	394.6791
393641	80	-64	-1024	17700	12750	80700	393619	395.1679
393712	64	-32	-1024	18000	12900	80400	393688	394.835
393744	64	-16	-992	18150	12600	81150	393722	395.1679
393791	64	-48	-992	18300	12600	80100	393769	395.411
393838	80	-48	-992	17700	13200	80550	393817	395.1679
393892	48	-48	-1008	18000	13350	81000	393871	395.4797
393961	80	-32	-1008	18150	13350	80400	393939	395.1679
393992	80	-48	-992	18600	13650	79800	393970	394.9909
394043	64	-48	-1024	18150	13800	79950	394021	394.5021
394091	80	-48	-1008	18450	13650	80250	394070	395.6356
394138	64	-32	-976	18450	12750	80100	394117	395.3238
394204	48	-48	-992	17850	13950	79800	394183	395.4797
394242	64	-64	-1008	18900	13500	80550	394219	394.5893
394289	80	-48	-1008	18300	13200	80550	394267	394.9909
394344	80	-48	-992	18300	13650	80550	394321	394.0106
394390	64	-32	-1008	18300	13500	80250	394369	394.8138
394456	80	-48	-976	18300	13650	80100	394435	395.7915
394493	64	-48	-1008	17850	13200	80550	394471	395.3238
394543	80	-32	-1008	18450	13500	81000	394519	395.3898
394589	80	-32	-992	19050	12750	80550	394567	394.3224
394657	80	-64	-1008	19650	13050	80250	394635	395.0569
394691	64	-32	-1024	17850	12900	80250	394670	395.6118
394740	80	-48	-992	18150	14250	79650	394717	395.0569
394793	80	-32	-1008	18150	13350	80100	394771	394.8138
394843	80	-64	-1008	19050	13200	80400	394819	395.3687
394913	64	-64	-1008	18450	13650	80250	394891	395.123
394944	48	-48	-976	17850	13650	80250	394923	394.8799
394994	80	-48	-1024	18600	13200	80250	394969	395.0569
395039	80	-16	-1024	18150	13650	80250	395017	395.3687
395092	48	-48	-992	18450	13650	80100	395071	395.3687
395162	64	-48	-1008	18300	13050	79950	395139	394.6342
395195	64	-48	-1008	18750	12750	80250	395174	394.946
395243	48	-32	-1024	18150	13350	80550	395221	395.4348
395290	80	-64	-992	18900	13650	80250	395269	394.6342
395340	80	-48	-976	19050	12900	80850	395318	395.123
395408	64	-32	-1008	19050	13800	79800	395387	395.3687
395440	64	-64	-1008	19500	13050	80250	395419	394.946
395490	48	-64	-992	18600	12750	81000	395467	395.4348
395544	48	-48	-992	18450	13500	80700	395522	395.1917
395591	80	-48	-1008	18750	13500	81150	395569	394.3911
395658	80	-48	-1008	18000	13500	79950	395635	394.8561
395694	80	-64	-992	17250	13800	80100	395671	395.4348
395741	48	-48	-1008	17550	12300	80100	395719	395.4348
395790	80	-32	-1008	18150	14100	79950	395767	395.1019
395857	80	-48	-1008	19050	13650	79950	395835	395.3476
395892	96	-32	-992	18750	13650	80250	395869	394.613
395939	48	-48	-992	18600	14550	81150	395917	394.8561
395995	80	-48	-1008	18450	13800	80850	395971	395.7466
396041	64	-48	-1008	17550	13050	79800	396019	395.7466
396110	80	-48	-1008	18300	12900	80700	396087	395.4136
396143	48	-32	-1056	18300	13650	79950	396121	395.5695
396192	64	-64	-992	18750	13500	80550	396169	395.7466
396239	80	-48	-992	18450	13200	80400	396217	394.8561
396296	64	-16	-960	18600	12900	79800	396271	394.7689
396484	64	-48	-992	17850	14100	80700	396463	395.3238
396517	64	-32	-1024	18450	13200	80100	396494	395.4136
396547	80	-48	-992	19050	13350	80100	396526	395.1679
396580	48	-48	-976	18300	13500	79950	396558	394.7689
396614	64	-32	-1008	17850	13650	79800	396590	395.0807
396679	80	-48	-992	18900	12900	79650	396658	395.4136
396712	64	-48	-992	18600	13650	79650	396691	395.0807
396745	64	-48	-992	18750	13350	79500	396722	394.7451
396776	80	-48	-1024	19350	13650	79950	396754	395.0147
396845	80	-32	-992	19200	13800	80100	396822	394.7689
396876	48	-48	-1008	17400	13500	80850	396854	395.5695
396907	64	-32	-992	18000	13200	80700	396886	395.0807
396942	48	-64	-992	18000	13650	80400	396919	395.0807
396988	80	-64	-976	18150	14100	80250	396967	395.5695
397058	80	-48	-1008	17400	13200	81000	397035	395.0807
397091	64	-32	-1008	18750	13050	80250	397069	395.0807
397140	48	-48	-992	18300	13500	80400	397117	395.234
397193	64	-48	-1008	18900	14100	80100	397171	394.5919
397242	80	-48	-992	18300	13050	80250	397219	394.4122
397308	80	-48	-1024	18000	13200	80250	397287	394.3461
397344	64	-48	-1008	19050	13500	80400	397321	394.5919
397391	48	-64	-1008	18150	13650	80100	397369	394.835
397440	48	-48	-1008	18750	12600	80100	397417	395.234
397493	80	-48	-1008	18300	13650	79800	397472	395.8813
397562	64	-64	-992	18300	14400	80700	397540	396.1931
397598	48	-48	-992	18000	12900	79950	397575	395.1468
397643	64	-48	-1008	18300	12600	80400	397621	395.234
397691	64	-48	-992	17550	13500	80550	397669	395.3925
397740	80	-32	-992	18150	12900	80100	397718	395.3925
397807	48	-48	-1008	18300	13050	80250	397786	395.5457
397840	64	-48	-1008	18600	13650	80700	397819	395.3925
397890	48	-32	-1008	19050	14400	80550	397867	394.901
397942	64	-48	-1008	18750	12900	80250	397921	395.1468
398008	80	-32	-1008	18450	12750	80400	397987	395.1468
398040	48	-32	-992	18750	13500	80550	398018	395.2128
398094	64	-48	-1024	18000	12750	80250	398071	394.901
398140	64	-32	-992	18150	13050	79500	398119	395.3925
398190	80	-32	-992	19350	13200	81000	398167	395.2815
398256	80	-48	-1008	18450	13800	79950	398235	395.5246
398291	64	-48	-1008	17850	12600	80100	398269	395.7043
398339	64	-48	-976	19050	13650	79800	398317	395.1256
398393	64	-32	-976	18900	13650	80400	398371	395.3687
398441	80	-32	-1024	18750	13050	80100	398420	394.7901
398510	48	-48	-1024	18900	13200	79800	398488	396.0346
398544	48	-48	-992	18150	13350	80550	398522	395.2815
398592	64	-48	-976	18150	12750	80400	398569	396.0135
398639	64	-16	-1008	18450	13200	80400	398617	395.0358
398694	48	-48	-1008	18150	12750	79800	398671	394.3911
398761	80	-48	-1008	18600	13500	80850	398739	394.8799
398793	64	-48	-992	18600	13650	80100	398770	394.6342
398844	64	-48	-1008	17850	12300	80400	398821	395.2128
398893	80	-48	-992	18150	13200	80400	398869	395.1256
398939	64	-48	-992	19050	13350	79950	398917	395.7703
399008	64	-48	-992	18300	13350	80100	398987	395.5246
399043	80	-48	-992	18150	13350	80550	399019	395.5246
399088	64	-48	-992	18450	13950	79800	399067	395.3687
399144	80	-32	-1008	18750	12900	80100	399121	395.1256
399212	80	-16	-992	18450	13200	79800	399191	395.839
399244	64	-32	-992	17700	13350	80550	399222	395.1917
399292	48	-48	-1008	18900	14400	79800	399271	395.839
399340	64	-32	-992	19200	13800	79650	399319	395.0358
399388	64	-32	-992	18600	13350	80100	399367	395.2815
399458	80	-16	-992	17850	14100	80550	399434	395.6805
