Time (milliseconds)	ax	ay	az	mx	my	mz	ts	alti
399490	64	-48	-1040	18150	13800	81000	399469	394.9486
399539	64	-64	-992	18900	13200	80550	399517	394.547
399593	80	-32	-1024	18450	13200	81000	399571	395.1917
399642	80	-32	-1024	17850	13800	79650	399619	395.839
399708	64	-32	-1024	19050	13650	80550	399687	395.4163
399743	48	-64	-1024	18150	13200	80550	399721	394.7901
399791	48	-48	-976	19350	13500	80250	399769	395.6805
399840	96	-48	-992	19050	13500	80100	399817	394.547
399893	48	-48	-1024	18900	13350	80850	399871	394.8588
399961	80	-48	-1008	18750	13500	81000	399940	394.8588
399992	64	-32	-1008	18600	13050	79950	399971	395.3476
400044	48	-32	-1008	18450	13650	80100	400021	395.2577
400091	80	-48	-1008	18900	13200	80250	400069	394.8588
400140	80	-16	-1008	19050	14100	79650	400118	395.4374
400319	64	-32	-1024	19050	13650	80250	400295	395.6594
400348	64	-64	-1008	18300	13200	80250	400326	395.7492
400380	80	-64	-1008	18600	13350	80400	400358	395.8153
400411	64	-16	-992	18600	14250	79500	400390	394.3699
400480	96	-32	-1024	18450	13350	80550	400458	395.1705
400513	48	-32	-1008	18300	13050	79650	400490	395.9051
400544	96	-32	-1008	18750	13050	80100	400523	395.5035
400576	64	-48	-992	18750	13200	80250	400554	395.1045
400609	64	-64	-992	18000	12900	81600	400586	395.839
400676	64	-48	-976	18150	13500	79950	400654	395.2577
400710	48	-48	-1040	18900	13350	80100	400686	394.3699
400740	96	-64	-1024	18300	13650	80250	400718	395.0147
400794	64	-48	-992	18300	13650	80550	400771	395.4163
400841	64	-32	-1008	18150	13800	79650	400819	395.6594
400910	64	-32	-976	18300	13050	80400	400887	395.9051
400944	64	-48	-976	18450	13200	80400	400923	395.3264
400992	64	-32	-1008	18300	13650	80700	400969	394.8376
401039	80	-48	-992	19200	13800	80400	401017	395.1705
401094	64	-48	-1008	18900	13350	79500	401071	395.8153
401160	32	-32	-992	19200	14400	79950	401138	395.7281
401192	48	-48	-1008	17850	13200	79950	401170	395.4163
401243	48	-48	-1024	18150	13200	80400	401221	394.5258
401292	64	-32	-992	18450	12900	79950	401270	394.5919
401339	80	-64	-1008	18750	13500	80100	401317	395.4823
401405	64	-48	-1040	18450	13200	80550	401383	395.3925
401442	48	-48	-1024	18450	13500	80250	401419	395.2366
401491	96	-48	-1008	18000	13500	80250	401467	394.6817
401543	48	-48	-1008	18450	13800	80400	401521	395.2366
401612	80	-48	-1008	18000	13500	80700	401591	395.3264
401643	64	-48	-1024	18150	14100	80100	401622	395.4823
401692	96	-64	-976	18150	13500	80400	401671	395.6382
401742	48	-32	-1024	18300	13350	80550	401719	395.4163
401789	96	-48	-1024	18300	13950	80700	401768	395.6382
401858	48	-32	-1008	18150	13350	80250	401834	395.3264
401890	96	-64	-1008	18750	14550	80550	401869	396.0398
401938	48	-48	-1024	18450	13800	79950	401917	395.7941
401992	96	-48	-992	17400	13650	79500	401971	395.3925
402042	48	-48	-992	19050	12600	79500	402019	395.3053
402108	48	-48	-1024	18000	13650	80550	402087	395.6382
402144	80	-32	-992	18150	12600	79950	402121	395.2155
402191	64	-32	-976	18300	14250	80100	402170	395.2155
402239	80	-48	-1008	18000	13200	80550	402217	395.5484
402293	48	-48	-1008	18000	12900	80250	402271	395.7941
402362	64	-48	-992	19200	13800	80250	402339	395.2155
402396	80	-48	-1008	18600	13200	79800	402374	395.3053
402444	80	-48	-1008	18750	13800	80400	402421	395.3053
402491	80	-48	-992	18750	13950	79800	402470	395.7941
402561	64	-32	-992	18150	13950	79950	402539	395.3053
402594	80	-48	-1008	18600	13200	79800	402571	394.9724
402641	48	-32	-1024	18750	13800	80700	402619	394.8165
402691	80	-48	-992	17250	12900	80400	402667	395.5484
402744	80	-48	-1008	18900	12900	80400	402721	395.6171
402816	48	-64	-992	18600	12900	80850	402792	395.1283
402847	64	-48	-1024	18000	14100	80850	402826	395.0596
402893	48	-32	-1024	18600	13950	80250	402871	395.1283
402940	80	-64	-976	18150	13950	80400	402919	395.1468
402990	80	-48	-1008	17850	12600	80250	402967	395.0596
403056	64	-48	-1024	19050	13500	80700	403035	395.95
403092	64	-32	-1008	19050	13650	80100	403069	394.9724
403139	48	-48	-1008	19050	13500	80100	403117	395.1468
403195	48	-32	-992	19650	13350	80100	403171	395.6171
403240	80	-32	-1008	18750	13650	79800	403219	395.6171
403310	64	-48	-1008	18600	13650	80100	403286	395.7069
403342	48	-48	-1008	18150	13800	79800	403321	395.1283
403391	80	-48	-1024	17550	13500	79800	403369	395.374
403438	80	-32	-960	18450	13500	80400	403417	395.6171
403494	80	-32	-1008	18300	13500	80550	403471	395.1283
403541	48	-32	-1024	18450	12900	80100	403519	395.7069
403590	64	-48	-1008	18300	13350	79800	403567	395.2842
403643	64	-48	-992	19050	12750	79650	403621	395.4401
403692	96	-80	-960	18450	13650	80100	403669	395.5272
403760	64	-48	-1024	18600	13200	79950	403739	394.9512
403794	80	-48	-1008	18300	13200	80100	403771	395.374
403841	64	-48	-1008	18150	13200	79500	403819	395.6832
403890	80	-80	-992	18450	12450	80550	403867	395.4401
403943	64	-64	-1008	19050	12900	79050	403921	395.6832
404129	64	-48	-1008	18300	13200	80550	404107	395.4401
404160	80	-48	-1008	18750	13650	80550	404138	395.263
404196	64	-32	-1024	17850	13050	80400	404170	394.7055
404228	80	-64	-1008	18600	12900	80850	404206	394.7927
404259	64	-16	-992	17850	14100	80100	404238	395.4401
404328	80	-48	-1008	18000	13800	80100	404306	394.9301
404360	80	-48	-1008	18750	12900	80400	404339	395.596
404392	80	-48	-976	18750	13500	80100	404370	395.263
404424	80	-48	-1008	19050	14700	79650	404402	395.263
404457	48	-32	-1024	18150	13200	79650	404434	394.8614
404524	64	-32	-976	17250	14550	80550	404502	395.1943
404558	48	-32	-976	18600	13950	80400	404534	395.4401
404590	80	-32	-1008	18450	13350	80250	404569	394.4624
404640	64	-32	-1008	18300	13350	79950	404617	395.0384
404709	64	-48	-1008	17850	13050	80250	404687	395.263
404740	48	-48	-1008	18450	13200	80550	404719	395.7519
404789	96	-48	-1008	18150	12900	79950	404767	396.0848
404844	48	-48	-1008	18450	13500	79650	404821	394.4624
404891	80	-48	-976	18300	13800	79950	404869	395.0173
404960	80	-48	-1024	18300	13650	80850	404938	394.9512
404993	48	-48	-1024	19200	13650	80100	404971	394.6183
405042	48	-48	-992	18750	12750	79800	405019	395.263
405089	80	-32	-1008	18600	14100	79950	405067	395.9077
405144	64	-48	-992	18150	13200	80850	405121	395.7519
405212	64	-32	-1008	18900	13650	80250	405191	395.9077
405244	48	-48	-992	18600	13500	80250	405222	395.4189
405293	48	-64	-992	18600	13050	79500	405271	395.8205
405341	64	-64	-1024	18450	13500	79950	405319	394.2827
405391	64	-32	-1008	18300	13350	79650	405367	395.0173
405460	64	-64	-992	18750	12600	80850	405438	394.9301
405492	48	-32	-1008	18900	12900	80400	405470	394.7716
405539	80	-48	-1008	18000	13500	79650	405518	395.7519
405593	64	-32	-992	17700	13500	80100	405571	395.086
405640	80	-48	-992	18000	13200	80550	405619	395.263
405710	64	-48	-992	17700	11850	80850	405688	395.1732
405742	80	-64	-1008	17850	12900	80400	405721	395.2419
405792	80	-48	-976	18600	13350	79650	405769	395.086
405840	80	-48	-1008	18300	13200	79950	405818	394.8403
405908	64	-48	-1024	18900	13350	80250	405886	395.6409
405940	64	-48	-1008	18300	13500	79950	405919	395.485
405988	64	-48	-992	18300	13200	79350	405967	395.1521
406042	80	-64	-1008	18600	13950	79800	406021	394.8403
406091	48	-48	-1008	19050	13050	80400	406069	395.6409
406161	64	-64	-992	17850	13800	80400	406139	395.5537
406194	64	-48	-1008	18450	13350	79350	406171	395.8866
406241	64	-48	-1024	18450	14100	80100	406220	394.909
406290	64	-32	-992	18600	13050	79500	406268	394.5073
406343	64	-32	-992	19050	13950	80400	406321	395.1521
406408	64	-48	-992	18450	13800	79950	406387	395.0649
406442	64	-64	-1024	18150	13800	80550	406419	396.1984
406493	64	-48	-992	18450	12750	80550	406471	394.6632
406543	64	-32	-1008	18000	13650	80400	406519	395.4638
406589	64	-32	-1008	18150	13500	79800	406567	394.6632
406657	80	-64	-960	19050	13650	80550	406635	395.3978
406693	64	-64	-1024	18450	12600	80250	406669	395.7968
406739	80	-16	-1008	18900	13050	80250	406717	395.7096
406792	80	-32	-992	18750	13950	80700	406771	394.909
406842	64	-32	-992	17700	12900	80400	406819	395.3978
406908	80	-32	-976	18900	13050	80400	406887	395.0649
406943	48	-48	-1008	17850	13050	79800	406921	394.909
406990	96	-32	-1008	18600	12750	80250	406969	394.909
407040	64	-64	-1008	18000	13350	79650	407017	395.3766
407108	48	-32	-1008	18750	13200	80550	407087	395.8655
407141	80	-32	-1008	18600	13500	80250	407119	395.2208
407188	80	-48	-1008	17850	13200	81000	407167	395.7096
407244	48	-64	-992	18750	12900	79800	407221	395.6198
407290	64	-64	-1008	18150	13350	80400	407269	395.0649
407356	80	-32	-1008	19200	12900	80250	407335	395.2208
407394	64	-32	-1008	18150	13200	79650	407371	396.0213
407441	80	-48	-1024	18900	13350	80550	407419	395.7096
407491	64	-32	-976	17850	13050	79650	407467	395.3766
407544	64	-64	-1008	18750	12750	81000	407522	395.6884
407612	64	-32	-1008	17700	13200	80400	407591	396.1773
407644	64	-32	-992	18750	13650	80100	407622	395.1309
407695	80	-48	-992	19650	13500	80700	407671	396.0213
407741	64	-48	-1024	18150	13350	80250	407719	395.2208
407791	48	0	-1024	18600	13350	81150	407767	394.7319
407970	80	-16	-992	18000	13800	80550	407947	394.8667
408000	64	-64	-1008	17550	13200	80400	407979	395.1996
408032	80	-64	-1024	19200	13350	79950	408011	395.5986
408067	0	16	-992	17850	13500	80700	408043	395.1098
408102	112	-80	-992	18900	12750	80100	408078	395.3555
408168	16	-16	-1008	19050	13650	80550	408146	395.8443
408200	112	-48	-1008	18750	12750	80550	408178	396.0874
408232	96	-48	-976	18450	13500	80100	408210	396.1773
408263	32	-48	-1008	18000	13500	80250	408242	395.6884
408330	96	-48	-976	18450	13200	81000	408307	395.2868
408359	32	-32	-1024	18750	13350	80700	408338	395.2868
408388	96	-48	-1024	18750	13500	79200	408367	395.1098
408443	32	-48	-1008	18600	13800	80850	408421	396.3331
408491	48	-32	-1008	18900	12600	80250	408469	396.1773
408560	48	-32	-976	18300	13500	80550	408539	395.5986
408592	96	-64	-1008	18600	13500	80250	408571	395.5114
408642	48	-48	-992	18450	14100	80700	408619	395.1996
408689	80	-32	-1024	17400	14100	80700	408667	395.0437
408744	64	-48	-1008	18300	12900	80850	408721	395.6884
408812	64	-32	-1008	18600	13050	79350	408791	395.6673
408846	96	-64	-992	17850	13650	80250	408822	395.8443
408893	112	-96	-1008	18450	13050	80100	408871	394.8667
408943	48	-48	-1008	18000	13200	79650	408919	395.2657
408989	-320	432	-1056	19350	13200	80100	408967	395.9104
409059	-112	192	-1024	17550	12750	80100	409036	395.7545
409092	-240	224	-1024	18600	12900	80400	409070	395.02
409140	176	-80	-992	17550	12450	81150	409117	395.3555
409193	16	-32	-976	19500	13050	79950	409171	396.1561
409262	96	-80	-1008	18450	13350	80400	409239	395.7545
409294	16	-48	-992	18900	13800	80700	409270	395.5114
409342	112	-64	-992	18300	13350	81000	409321	395.6673
409390	48	-48	-1008	19200	13650	80250	409369	395.8232
409439	-704	1552	-8160	18000	13500	81000	409417	394.8667
409508	160	80	-8160	17400	13350	81450	409487	392.6472
409540	528	112	-8160	16650	13050	80400	409519	390.2691
409588	576	-80	-8160	15000	11250	81750	409567	383.5868
409644	416	656	-8160	10950	10350	82350	409621	373.9795
409691	-1120	352	-8160	5550	8700	83550	409670	371.3848
409760	-3616	-1680	-4800	-3000	4200	84150	409739	385.2277
409795	-4240	-2432	-3552	-5850	3450	83100	409771	391.7567
409840	-5520	-1184	80	-11400	2400	82050	409819	392.4226
409888	-5712	-192	592	-17550	5250	80550	409867	397.509
409956	-1840	6928	2144	-9000	30150	76650	409935	386.533
409992	-2224	4736	1872	-6300	27150	79500	409969	384.3346
410038	-3056	704	1760	-12600	21150	80250	410017	399.311
410094	-64	6336	672	-14100	28800	76200	410071	415.2201
410141	2576	6928	1024	10350	31500	76950	410119	404.4978
410209	2048	1952	1296	10350	15450	82950	410187	399.3401
410243	816	688	912	1050	10650	83700	410221	399.7153
410292	-816	1936	912	-9150	19500	81450	410269	404.4053
410339	-1072	1872	640	-11550	23400	79650	410317	408.5642
410407	-1104	1008	560	-14700	22200	78450	410383	408.3211
410441	-832	384	528	-18150	16800	79800	410419	411.4126
410490	-768	-352	800	-19650	10650	79800	410467	414.9981
410543	-400	-544	-224	-20700	4500	79200	410521	418.0051
410594	-496	-832	736	-21900	1800	78150	410569	420.7901
410659	-800	-272	512	-24300	3600	77700	410638	421.5246
410693	-784	-144	592	-25500	6000	76650	410671	420.7002
410740	-768	-48	288	-26700	7050	76500	410719	423.7309
410789	-624	176	496	-28350	9150	75600	410767	422.9065
410842	-592	-96	64	-28200	10950	74550	410821	422.415
410910	-528	-80	80	-30450	8700	74400	410887	422.9065
410940	-304	-160	160	-30900	8100	74250	410918	424.1986
410995	-288	80	144	-31950	7200	73200	410972	422.2591
411041	-336	-64	272	-32400	6300	72000	411019	425.1128
411110	-320	-32	0	-35400	5100	71100	411087	425.6703
411144	-304	-96	64	-36300	4200	69750	411121	426.8963
411190	-336	-112	16	-36600	2250	68550	411169	426.4947
411240	-320	-144	48	-39150	1650	66600	411217	427.3191
411293	-240	-224	176	-39750	600	65250	411272	428.0536
411360	-304	-48	96	-41550	1200	62550	411339	429.9296
411392	-352	-64	48	-43200	2400	60600	411371	428.9679
411444	-368	0	112	-44850	1800	58650	411421	429.7711
411491	-256	48	176	-45900	2100	56100	411470	428.9679
411540	-256	64	176	-46950	300	54000	411517	428.7909
411728	-208	80	96	-47100	-7050	45150	411707	430.0829
411761	-208	-16	160	-47250	-8550	42900	411738	429.2585
411792	-224	32	64	-47250	-8700	41700	411770	429.1026
411824	-256	16	144	-45750	-10200	39450	411802	428.8569
411858	-240	16	240	-46050	-12150	37200	411834	428.8569
411924	-144	16	224	-44700	-15300	34200	411902	429.3483
411960	-48	-48	224	-44250	-17100	31950	411936	429.0366
411992	-96	-48	192	-42900	-18000	31500	411970	429.0154
412023	-80	48	160	-41550	-19200	30000	412002	428.8569
412072	-64	-64	240	-40050	-21300	27450	412050	427.8766
412115	16	-112	240	-37950	-21750	25500	412094	428.1223
412147	80	-80	240	-37050	-23400	24450	412126	427.7868
412193	80	-48	80	-35250	-24150	22200	412171	427.6996
412240	48	-96	256	-32400	-25200	19650	412219	427.7657
412310	96	-64	128	-32100	-26550	18000	412286	427.6758
412342	96	-112	80	-30150	-26400	16350	412321	427.9876
412391	80	-96	112	-30300	-26700	15150	412369	426.1169
412439	64	-144	208	-28650	-26250	15000	412418	426.4287
412492	48	-160	128	-27300	-27150	14850	412471	426.6744
412560	96	0	192	-27900	-26250	14700	412539	425.517
412592	-32	48	320	-27150	-26400	14250	412570	422.9963
412643	-128	96	80	-26700	-28350	13350	412621	424.2012
412692	-192	64	352	-26550	-27900	12900	412669	422.9752
412739	-176	224	208	-23550	-28350	12900	412718	422.888
412806	-64	48	256	-19650	-30900	11550	412783	422.4652
412842	-80	32	352	-16500	-30750	11550	412819	422.777
412890	-96	-128	80	-14250	-31650	10800	412868	423.4931
412943	-208	-144	208	-9000	-32850	10950	412921	422.489
413009	-256	-112	208	-5100	-33600	10500	412987	422.9805
413042	-336	-80	144	-3750	-33000	10500	413019	423.4482
413093	-320	16	128	-2400	-33150	10050	413071	421.6435
413143	-384	48	80	600	-34200	10800	413119	422.0451
413191	-528	32	112	2400	-33600	10650	413167	422.7585
413261	-720	96	192	7800	-33600	10650	413239	421.2894
413291	-752	176	384	9150	-32100	10800	413270	420.7108
413339	-672	-96	176	10500	-31650	9450	413317	419.7305
413392	-608	144	352	11700	-31050	8400	413371	418.663
413443	-656	-192	240	13050	-28800	6450	413420	416.3034
413512	-624	-192	320	15600	-26400	6450	413491	417.26
413544	-544	-304	112	16500	-25950	5250	413522	415.0589
413590	-528	-384	192	18000	-24900	5100	413569	414.8132
413639	-640	-272	320	19950	-25050	5400	413617	416.1053
413692	-800	-224	544	20700	-24450	6600	413671	415.125
413761	-720	-208	96	21600	-25500	8550	413740	412.57
413792	-768	-64	608	22950	-25950	8550	413771	410.6146
413843	-560	208	208	24150	-24900	10200	413821	407.4994
413890	-592	80	128	27000	-24900	11250	413869	408.2339
413956	-656	64	48	30750	-22950	10650	413935	407.0793
413994	-608	96	320	33150	-19500	11850	413971	407.8138
414041	-912	-288	96	35850	-16650	10800	414019	408.6171
414091	-656	-96	400	37950	-12300	11250	414067	407.8825
414143	-768	-80	400	40650	-8700	11850	414122	406.7279
414208	-672	-80	112	42300	-5100	11850	414186	404.9258
414240	-688	-256	320	42300	-3900	10800	414219	404.1067
414294	-720	-192	384	43800	-300	12450	414271	404.6642
414341	-800	-192	80	44250	-150	13350	414319	404.0195
414391	-800	-128	336	45450	2400	13350	414367	401.1553
414461	-816	64	384	45450	4050	13950	414439	401.8872
414495	-896	32	208	45600	4650	14250	414471	400.6665
414538	-880	-208	320	45750	6450	14250	414517	398.3096
414592	-848	-144	80	47400	9600	14700	414571	398.4655
414640	-944	-144	0	46350	11250	14700	414619	398.3096
414709	-976	-368	400	46800	14250	14400	414686	395.8655
414743	-800	-368	336	46050	13800	14850	414721	394.0
414791	-800	-576	-32	45900	18150	13950	414769	393.0224
414838	-848	-288	288	45000	19350	13950	414817	393.5112
414904	-944	-272	256	44100	19200	13800	414883	388.5411
414940	-960	-64	608	44100	20400	13650	414919	390.248
414988	-8160	-3392	8160	50400	23250	24300	414967	394.8905
415042	-176	512	2704	50700	17250	47100	415021	393.5297
415091	656	816	4864	31650	4650	72000	415069	394.1956
415156	128	304	352	16650	7800	79050	415135	394.3118
415193	128	400	416	17550	12450	78750	415171	395.271
415242	208	384	624	26250	13650	75600	415219	394.5391
415289	240	336	736	37500	-300	65400	415267	394.5391
415344	224	288	864	38400	-16650	55800	415321	393.062
415522	2800	3168	1248	-33150	-14550	4950	415500	391.046
415552	544	896	1408	-38850	-450	5250	415530	391.1834
415584	128	240	432	-42300	2400	9300	415562	391.6511
415616	528	-368	-128	-46200	5550	15900	415594	391.6511
415650	304	-240	96	-44250	150	15300	415627	391.1649
415716	688	176	-192	-43500	-2250	13350	415695	391.7409
415750	2016	224	-48	-42750	-150	11550	415728	390.9403
415781	384	64	128	-41550	1350	10500	415758	390.8504
415814	416	416	144	-41250	0	10050	415790	391.8968
415848	944	384	160	-41550	-1950	9600	415826	390.8504
415915	976	544	128	-41700	-1950	10500	415894	391.5638
415948	912	400	64	-41100	-2250	9750	415926	391.009
415991	896	448	64	-42150	-1050	9450	415969	390.8319
416038	912	432	64	-40800	-2250	10500	416017	391.5638
416109	896	432	80	-41400	-1050	9900	416088	391.4767
416140	928	464	64	-41100	-2100	9750	416119	390.9878
416190	912	432	64	-42000	-1200	9600	416167	390.9191
416242	912	448	80	-41700	-1950	10200	416221	391.2309
416292	928	432	112	-42000	-2100	10200	416269	390.8134
416360	912	432	48	-41250	-1950	9450	416339	391.3895
416394	896	448	80	-40800	-2400	9600	416371	390.9006
416440	896	448	64	-42150	-1650	9300	416419	391.614
416491	896	448	64	-41700	-1500	10650	416467	392.589
416542	896	432	80	-41550	-1950	10200	416521	391.947
416610	912	432	64	-41250	-1950	9900	416587	391.7911
416640	912	432	64	-41550	-1950	10650	416618	391.3023
416695	912	432	64	-42300	-1800	10350	416671	391.3683
416741	912	448	64	-42150	-1500	10050	416719	392.1716
416791	896	432	64	-41100	-1800	10650	416767	390.6364
416861	896	448	64	-41700	-1200	9600	416839	391.2811
416892	912	464	64	-41400	-1950	10050	416871	391.9285
416939	912	432	64	-42000	-1650	10050	416917	391.1939
416995	880	448	80	-42150	-1500	9600	416971	391.5955
417041	912	432	80	-42300	-2400	9900	417019	390.8636
417111	912	432	80	-41100	-2100	9450	417087	390.462
417144	896	448	80	-41250	-1650	10200	417122	389.9732
417191	880	448	64	-40500	-900	10050	417170	391.5955
417239	912	448	80	-42300	-1350	9600	417217	391.7515
417292	896	432	64	-40650	-1350	9900	417271	391.2626
417360	896	448	80	-41550	-2250	9750	417339	391.1754
417392	912	416	96	-41850	-1950	10650	417370	391.2626
417443	912	432	64	-42300	-1350	10800	417421	390.9324
417491	896	432	64	-41550	-1500	9600	417469	391.1754
417540	912	432	80	-40950	-1650	10200	417517	391.5771
417608	880	464	64	-41550	-1950	10050	417587	391.4872
417643	896	432	80	-41400	-2550	10200	417619	390.9138
417688	928	416	64	-41400	-1950	9300	417667	391.4
417744	912	432	64	-41250	-1650	10800	417721	391.6457
417790	912	432	80	-42300	-1350	10350	417769	391.8889
417858	912	448	80	-41400	-1650	9150	417835	391.7145
417893	912	432	64	-41400	-2400	9300	417872	391.3128
417942	896	464	48	-41550	-1500	9150	417919	390.5809
417989	912	432	80	-41550	-1050	9750	417967	391.5559
418044	928	432	64	-42150	-1950	10050	418021	391.3128
418113	912	448	64	-41850	-1500	9900	418091	391.2943
418144	912	432	64	-41250	-1800	9750	418123	390.8953
418193	912	448	64	-40800	-1200	9450	418171	390.7368
418241	896	416	64	-42300	-2250	9750	418219	390.9825
418289	912	448	96	-41550	-1650	9900	418267	390.248
418358	912	432	64	-41400	-1350	9900	418335	391.696
418394	944	432	80	-40950	-1500	9900	418369	391.0512
418438	928	416	64	-41100	-1350	10200	418417	391.7832
418492	912	432	80	-41550	-1950	9300	418471	391.363
418560	896	448	80	-42150	-1650	10350	418539	390.8055
418592	912	448	48	-41250	-2100	10050	418570	391.363
418642	912	448	80	-42300	-1950	9750	418621	391.363
418692	896	432	64	-41700	-1500	9900	418669	390.964
418738	896	448	64	-41400	-1200	9300	418717	391.363
418805	928	432	80	-41400	-1200	10200	418783	391.2758
418840	912	448	96	-41700	-1950	10350	418819	391.0327
418890	912	432	96	-42300	-1350	10050	418867	391.6088
418943	912	432	64	-41250	-1350	9750	418921	391.4317
418991	928	432	64	-41100	-1500	10500	418969	390.388
419060	896	416	96	-41700	-1800	10200	419039	390.9429
419092	896	416	80	-41850	-1350	9750	419071	390.9429
419141	896	432	64	-42150	-900	9600	419119	391.186
419190	928	416	80	-41550	-1800	9750	419167	390.9429
419243	912	432	64	-42750	-2100	9450	419222	391.0116
419432	912	432	64	-41700	-1350	10200	419411	391.326
419464	928	448	64	-42150	-1800	9150	419442	391.1702
419496	912	432	64	-41400	-1950	10500	419475	391.0829
419529	928	448	64	-41100	-1350	9750	419507	391.8149
419560	912	432	64	-41250	-2100	10650	419538	391.0829
419630	912	432	80	-41400	-1650	9750	419606	391.326
419661	896	416	64	-41250	-1800	9900	419639	391.1702
419692	928	432	80	-41550	-750	9900	419670	391.4132
419728	896	416	64	-41400	-1350	9300	419703	391.8149
419760	912	400	64	-41400	-1050	9900	419738	391.326
419830	928	432	64	-42300	-1350	9750	419806	391.4846
419861	912	416	64	-41850	-900	10500	419838	391.326
419892	896	432	64	-41700	-600	9600	419871	391.9707
419939	896	400	48	-41850	-1200	10350	419917	391.6405
419992	928	432	64	-42150	-900	10500	419971	391.7964
420062	912	416	64	-41550	-600	10500	420039	391.9522
420096	928	416	64	-40500	-1200	9750	420074	392.0394
420143	912	416	48	-42000	-1200	9900	420121	391.9522
420190	944	432	64	-42450	-1200	10950	420169	391.7065
420240	912	432	96	-41700	-600	10650	420217	392.2667
420308	912	432	64	-41850	-750	10050	420287	392.2667
420343	912	416	64	-41850	-900	10050	420320	391.1332
420389	928	416	80	-41100	-1350	10200	420367	392.5098
420443	896	432	80	-41700	-1350	10500	420421	391.9338
420491	928	432	64	-42150	-750	10200	420469	391.7779
420562	912	416	64	-41400	-1050	9900	420539	391.2706
420594	896	416	64	-42000	-1500	10950	420571	391.9179
420641	912	416	64	-41400	-1800	9600	420619	391.1146
420691	896	416	80	-42000	-1200	10200	420667	391.9179
420743	912	432	80	-41850	-1500	10200	420721	391.7594
420812	896	432	96	-42150	-900	10650	420791	390.9403
420844	896	416	80	-42150	-1350	10050	420822	391.2547
420895	912	432	96	-41400	-1650	10950	420871	391.585
420942	896	416	80	-42000	-750	10500	420920	391.8994
420991	896	416	64	-42300	-600	9900	420968	391.9866
421061	928	416	64	-41400	-1050	9300	421039	391.9866
421094	896	416	64	-41850	-1200	9750	421070	390.8504
421138	912	416	64	-42000	-750	10350	421117	391.2547
421192	896	448	64	-42300	-1200	9750	421171	391.4978
421240	912	416	80	-42450	-1350	9450	421219	391.5665
421309	912	416	64	-41700	-900	10050	421286	391.2547
421343	912	416	64	-41700	-1350	9900	421322	391.5665
421391	896	432	64	-41550	-1350	10050	421369	392.0553
421438	896	400	80	-42150	-300	9900	421417	391.8122
421504	912	416	80	-42150	-1500	9600	421483	391.8122
421540	912	416	80	-40800	-600	10050	421519	392.2139
421588	912	432	80	-41550	-1200	9300	421567	391.8809
421643	928	416	48	-42300	-900	10200	421622	392.0553
421691	912	416	64	-42600	300	9600	421670	391.8809
421757	912	416	48	-41700	-1650	10500	421734	391.3921
421793	912	400	64	-41550	-1500	9900	421771	392.3671
421842	912	432	64	-41250	-750	9750	421819	391.6352
421889	896	416	48	-41250	-1200	9900	421867	392.124
421944	896	448	96	-40800	-900	10650	421921	391.6352
422013	896	416	80	-42750	-1200	10050	421991	391.7065
422046	896	432	64	-41250	-1050	9600	422022	392.0368
422093	896	432	64	-40800	-1500	10350	422071	392.1953
422143	912	432	64	-41850	-1200	10050	422119	392.1953
422189	896	432	80	-41550	-1050	10200	422167	390.9746
422258	928	400	64	-42000	-750	10050	422235	391.6167
422293	912	432	96	-41100	-450	10050	422269	391.3762
422338	928	416	64	-41550	-750	9600	422317	390.6417
422393	896	448	48	-41250	-1200	10050	422372	391.5321
422440	912	400	80	-41550	-1050	10200	422419	392.0183
422508	896	432	80	-41700	-1350	10350	422487	391.8439
422542	912	432	64	-42150	-600	10050	422521	392.1768
422590	912	416	64	-42450	-1350	9600	422569	391.688
422639	896	416	64	-42450	-750	9600	422617	391.3551
422693	912	416	80	-41850	-1050	9750	422672	391.8439
422762	928	416	80	-42300	-750	9600	422739	391.6695
422793	928	432	96	-42150	-1650	9600	422770	391.3551
422844	912	448	80	-41250	-1950	10950	422822	391.8439
422891	928	432	80	-42150	-1200	9900	422869	392.0025
422938	896	416	80	-41550	-1050	9900	422917	391.3393
423008	928	432	80	-41250	-600	10500	422987	391.6695
423041	912	432	64	-41700	-900	10050	423019	391.7567
423091	912	432	64	-41850	-750	9600	423067	391.5136
423143	928	432	80	-41700	-1500	10500	423121	391.0248
423192	928	416	64	-41850	-1800	9150	423170	391.6695
423370	912	432	96	-41400	-1350	9600	423347	392.6313
423402	928	432	64	-42450	-1650	9900	423379	392.3856
423432	896	416	80	-41850	-1650	9750	423410	392.0712
423464	912	416	64	-41700	-450	10500	423442	391.0935
423497	928	416	64	-41700	-1350	10050	423474	391.1649
423564	928	416	80	-41700	-900	10050	423542	391.4978
423598	928	432	80	-42450	-1350	10200	423576	391.7409
423631	896	432	96	-41400	-1350	9900	423607	391.7409
423664	912	432	64	-41400	-1350	9900	423642	391.6537
423696	912	432	64	-42150	-900	10050	423674	391.2521
423763	912	432	48	-41100	-450	9450	423742	392.1425
423796	912	432	96	-40950	-1350	9300	423774	391.4978
423839	896	432	64	-41700	-1200	10500	423817	391.009
423892	912	432	80	-42150	-900	9750	423871	391.8968
423941	912	432	80	-42000	-1500	9600	423919	391.8096
424010	912	416	80	-41850	-750	9600	423987	391.4978
424043	912	432	64	-42150	-1500	9600	424021	391.7409
424090	912	416	80	-41550	-1500	10050	424069	392.8559
424140	896	416	80	-41700	-750	9150	424117	392.4543
