launch_ts;ax;ay;az;alti;;483.3855
84964;-96;-160;720;436.9951;;
84978;-144;-112;688;436.9951;;
84993;-160;-160;832;436.9951;;
85006;-160;-160;832;436.9951;;
85021;-144;-208;912;436.9951;;
85037;-128;-192;896;436.9105;;
85053;-160;-144;752;436.9105;;
85069;-160;-144;752;436.8234;;
85101;-224;-160;832;436.8234;;
85113;-224;-160;832;436.8234;;
85125;-224;-208;928;436.8234;;
85141;-176;-224;1008;436.8234;;
85156;-112;-224;1024;436.8234;;
85170;-112;-224;1024;436.8234;;
85185;-16;-272;1008;436.8234;;
85202;0;-320;1024;436.8234;;
85241;-128;-304;944;436.7362;;
85257;-128;-304;944;436.649;;
85269;-176;-240;928;436.649;;
85284;-96;-240;1024;436.649;;
85304;-112;-224;1072;436.649;;
85323;-96;-256;960;436.649;;
85341;-64;-336;832;436.649;;
85364;-176;-400;832;436.649;;
85383;-272;-384;880;436.5618;;
85401;-272;-384;880;436.649;;
85433;-288;-272;864;436.5618;;
85449;-320;-176;784;436.4746;;
85465;-384;-144;704;436.4746;;
85485;-384;-112;720;436.4746;;
85502;-384;-112;720;436.4746;;
85520;-336;-96;848;436.5618;;
85544;-272;-48;896;436.8234;;
85562;-240;-16;976;436.7362;;
85585;-256;-32;1056;436.7362;;
85613;-336;-192;1184;436.7362;;
85629;-272;-208;1088;436.7362;;
85644;-272;-208;1088;436.8234;;
85665;-160;-208;1072;436.8234;;
85684;-96;-272;1040;436.8234;;
85701;-96;-288;1104;436.8234;;
85724;-96;-240;1168;436.8234;;
85743;-32;-240;1184;436.8234;;
85781;128;-64;1152;436.8234;;
85797;144;-48;1104;436.8234;;
85809;144;-48;1104;436.8234;;
85821;160;-64;1072;436.8234;;
85844;128;-32;1072;436.8234;;
85863;112;32;1248;436.8234;;
85880;144;112;1264;436.8234;;
85905;176;160;1136;436.7362;;
85923;256;176;1104;436.649;;
85961;128;192;1088;436.649;;
85978;96;208;928;436.7362;;
85993;96;208;928;436.7362;;
86009;112;224;832;436.7362;;
86025;112;288;768;436.8234;;
86043;112;240;704;436.8234;;
86060;112;192;672;436.8234;;
86085;112;288;640;436.8234;;
86103;176;416;544;436.9951;;
86122;192;512;544;436.9951;;
86157;176;528;512;436.9951;;
86173;176;528;480;436.9951;;
86189;192;576;464;437.1695;;
86205;160;672;464;437.1695;;
86222;160;672;464;437.1695;;
86241;192;832;464;437.1695;;
86264;224;944;432;437.1695;;
86282;128;944;496;437.1695;;
86300;64;944;432;437.0823;;
86337;-32;1056;368;437.0823;;
86353;48;1200;384;436.9951;;
86369;48;1232;352;436.9951;;
86385;48;1232;352;436.9951;;
86403;-48;1024;320;436.9951;;
86421;-224;864;240;436.9951;;
86444;-288;832;208;436.9951;;
86463;-144;1024;256;436.9951;;
86481;32;1184;272;436.9951;;
86504;-32;1168;288;436.9951;;
86537;-32;928;160;436.9105;;
86553;-16;752;-80;436.9105;;
86569;-16;752;-80;436.9105;;
86585;32;448;-80;436.9105;;
86601;144;528;-64;436.9951;;
86624;-688;912;-144;436.9951;;
86642;-192;720;-208;436.9951;;
86662;96;1072;208;436.9951;;
86685;288;1184;400;436.9105;;
86720;160;1248;448;436.8234;;
86734;160;1248;448;436.8234;;
86749;-48;1152;368;436.8234;;
86765;-64;1200;352;436.8234;;
86781;-176;1184;288;436.8234;;
86804;-80;1184;272;436.8234;;
86822;-80;1120;320;436.7362;;
86840;-80;1120;320;436.7362;;
86864;-208;992;288;437.1695;;
86901;-64;1056;256;437.1695;;
86917;-96;1072;160;437.1695;;
86933;-272;992;240;437.0823;;
86949;-256;880;304;436.9951;;
86961;-256;880;304;436.9951;;
86984;-192;928;240;436.9951;;
87003;-48;1024;144;436.9951;;
87021;-32;1104;176;437.0823;;
87044;-192;1024;192;437.1695;;
87081;-640;960;272;437.1695;;
87097;-320;896;400;437.1695;;
87113;-144;1024;448;437.1695;;
87128;-144;1024;448;437.1695;;
87144;-352;960;336;437.1695;;
87165;-544;848;288;437.1695;;
87182;-544;800;288;437.1695;;
87200;-544;848;272;437.1695;;
87225;-592;816;240;437.1695;;
87261;-624;608;240;437.1695;;
87274;-624;608;192;437.1695;;
87289;-624;608;192;437.1695;;
87305;-544;464;336;437.1695;;
87321;-608;432;416;437.0823;;
87344;-528;496;448;436.9951;;
87363;-416;592;592;437.0823;;
87381;-384;592;656;436.9951;;
87404;-464;480;688;437.0823;;
87441;-416;224;736;436.9951;;
87454;-416;224;736;437.0823;;
87469;-384;304;864;437.0823;;
87485;-288;416;960;437.0823;;
87501;-208;496;976;437.0823;;
87524;-208;400;1008;436.9951;;
87543;-352;96;928;437.0823;;
87560;-352;96;928;437.0823;;
87584;-368;0;864;436.9951;;
87603;-240;192;896;437.0823;;
87641;-272;224;896;437.2567;;
87657;-368;128;912;437.2567;;
87669;-464;16;960;437.2567;;
87681;-464;16;960;437.1695;;
87704;-144;304;912;437.1695;;
87723;-144;304;912;437.2567;;
87740;-96;448;896;437.1695;;
87766;-144;416;864;437.1695;;
