launch_ts;ax;ay;az;alti;;483.3855
68480;608;1248;560;436.3874;;
68516;624;1056;672;436.3874;;
68530;528;880;704;436.3874;;
68545;400;864;816;436.3874;;
68565;464;864;928;436.3874;;
68584;576;960;848;436.3028;;
68600;576;960;848;436.2156;;
68624;528;1040;832;436.2156;;
68643;528;1040;832;436.2156;;
68660;416;1024;960;436.2156;;
68686;464;1216;848;436.7362;;
68717;736;1248;512;436.7362;;
68734;784;1328;304;436.649;;
68749;800;528;-1440;436.649;;
68765;800;528;-1440;436.5618;;
68781;976;128;-1712;436.5618;;
68804;288;736;-944;436.5618;;
68823;272;1072;-304;436.5618;;
68841;192;896;-32;436.5618;;
68864;304;736;-256;436.5618;;
68897;384;752;96;436.5618;;
68913;224;800;288;436.5618;;
68929;224;800;288;436.5618;;
68945;144;848;192;436.5618;;
68961;160;880;304;436.4746;;
68985;160;816;320;436.5618;;
69002;160;976;384;436.4746;;
69020;320;1216;528;436.3874;;
69044;384;1488;528;436.649;;
69081;400;1248;400;436.5618;;
69092;400;1248;400;436.5618;;
69106;320;1088;560;436.5618;;
69122;128;992;608;436.5618;;
69140;-16;1008;512;436.5618;;
69164;-48;1056;592;436.5618;;
69183;0;1232;512;436.5618;;
69201;96;1200;464;436.5618;;
69224;32;1104;496;436.5618;;
69242;-176;1184;608;436.5618;;
69277;-304;1184;624;436.5618;;
69292;-288;1200;528;436.5618;;
69306;-256;1232;416;436.5618;;
69321;-256;1232;416;436.5618;;
69344;-384;1248;416;436.5618;;
69363;-384;1248;416;436.5618;;
69381;-448;1200;384;436.5618;;
69404;-416;1152;400;436.5618;;
69442;-192;1120;384;436.649;;
69457;-256;1152;352;436.5618;;
69473;-304;1216;384;436.649;;
69489;-352;1264;384;436.5618;;
69505;-352;1264;384;436.5618;;
69525;-320;1232;368;436.649;;
69542;-272;1184;304;436.649;;
69561;-176;1072;304;436.5618;;
69584;-176;976;336;436.5618;;
69621;-336;912;480;436.5618;;
69637;-272;928;480;436.5618;;
69653;-160;896;512;436.5618;;
69669;-160;896;512;436.9105;;
69685;-112;832;528;436.8234;;
69704;-144;768;592;436.8234;;
69723;-160;704;656;436.8234;;
69740;-112;688;656;436.9105;;
69765;-48;688;672;436.9105;;
69782;-16;624;624;436.9105;;
69925;16;432;752;436.9951;;
69941;32;320;784;436.9951;;
69957;32;320;784;436.9951;;
69973;80;208;800;436.9105;;
69989;112;144;800;436.9951;;
70004;192;112;832;436.9951;;
70018;192;112;832;436.9951;;
70033;144;160;816;436.9105;;
70049;160;208;864;436.9105;;
70089;64;256;896;436.9951;;
70101;64;256;896;436.9951;;
70113;80;224;912;436.9951;;
70125;112;160;896;436.9951;;
70141;112;160;896;437.0823;;
70157;128;160;912;436.9951;;
70173;112;176;912;436.9951;;
70189;112;144;928;436.9951;;
70204;112;144;928;436.9951;;
70221;128;176;944;436.9951;;
70253;144;96;880;436.9105;;
70269;80;32;880;436.9105;;
70285;80;32;880;437.2567;;
70305;48;48;880;437.1695;;
70322;16;32;832;437.1695;;
70340;32;96;848;437.0823;;
70364;16;80;928;437.1695;;
70383;48;64;976;437.1695;;
70401;80;48;1008;437.2567;;
70425;112;32;992;437.2567;;
70461;96;48;992;437.2567;;
70477;80;64;1024;437.1695;;
70493;80;64;1024;437.1695;;
70508;80;64;960;437.1695;;
70522;80;80;912;437.1695;;
70545;48;96;944;437.1695;;
70562;32;128;960;437.0823;;
70581;32;128;992;437.0823;;
70604;48;112;960;437.0823;;
70624;64;64;928;437.0823;;
70661;-16;48;896;437.0823;;
70678;-16;48;896;437.0823;;
70693;-16;64;960;437.0823;;
70709;-16;48;992;437.0823;;
70725;-16;64;976;437.0823;;
70742;-16;80;976;437.0823;;
70760;-16;80;976;437.2567;;
70784;0;112;976;437.2567;;
70802;0;112;976;437.2567;;
70821;-16;80;992;437.2567;;
70853;-16;48;960;437.2567;;
70869;-32;64;960;437.2567;;
70881;-32;64;960;437.2567;;
70904;-32;48;944;437.2567;;
70922;-32;32;944;437.2567;;
70941;-32;32;960;437.1695;;
70964;-32;16;944;437.2567;;
70983;-48;16;944;437.2567;;
71001;-16;32;992;437.1695;;
71024;-16;96;1024;437.2567;;
71057;0;32;992;437.1695;;
71073;0;32;960;437.1695;;
71085;0;32;960;437.1695;;
71102;0;16;1056;437.1695;;
71120;-48;16;1120;437.0823;;
71144;-64;16;1232;437.3439;;
71162;-48;-16;1216;437.3439;;
71180;-16;-32;1184;437.3439;;
71205;32;-16;1200;437.2567;;
71245;176;32;1056;437.2567;;
71261;224;48;976;437.3439;;
71277;272;32;960;437.3439;;
71293;272;32;960;437.3439;;
71309;272;16;832;437.2567;;
71325;288;16;784;437.2567;;
71344;256;-16;752;437.3439;;
71361;224;-32;704;437.3439;;
71384;208;-64;688;437.3439;;
71403;224;-96;624;437.4311;;
71441;192;-192;624;437.3439;;
71458;192;-192;624;437.3439;;
71473;192;-176;768;437.3439;;
71489;256;-240;880;437.3439;;
71505;352;-208;960;437.3439;;
71522;400;-128;1008;437.2567;;
71540;400;-128;1008;437.1695;;
71564;288;-48;1056;437.1695;;
71582;288;-48;1056;437.1695;;
71621;208;-48;976;437.0823;;
71637;176;-48;1008;437.0823;;
71653;144;-16;1008;437.0823;;
71669;128;16;1056;437.0823;;
71685;128;16;1056;437.0823;;
71702;80;16;1088;437.0823;;
71721;80;48;1072;437.0823;;
71744;112;48;1040;437.0823;;
71763;112;32;1040;436.9951;;
71780;112;48;1024;436.9951;;
71813;48;96;976;436.9951;;
71829;48;96;976;437.2567;;
71842;-32;96;880;437.2567;;
71865;-176;16;816;437.2567;;
71882;-320;96;928;437.2567;;
71901;-64;48;976;437.2567;;
71924;80;528;1408;437.2567;;
71943;-64;16;1168;437.1695;;
71960;160;-80;912;437.1695;;
71997;160;0;1184;437.1695;;
72013;160;0;1184;437.1695;;
72028;224;-32;1296;437.1695;;
72044;208;-80;1328;437.1695;;
72063;192;-96;1344;437.2567;;
72080;256;-32;1280;437.2567;;
72104;288;16;1136;437.1695;;
72123;208;-16;1072;437.1695;;
72140;240;-16;1088;437.2567;;
72164;176;48;992;437.2567;;
72197;32;-16;896;437.1695;;
72212;0;-48;1024;437.1695;;
72226;48;0;976;437.2567;;
72242;112;96;1008;437.2567;;
72261;112;96;1008;437.2567;;
72285;32;-32;1120;437.2567;;
72302;32;-32;1120;437.2567;;
72320;-64;0;1024;437.2567;;
72344;0;-96;1200;437.3439;;
72369;0;-32;1024;437.2567;;
72393;-80;-96;912;437.2567;;
72409;-176;0;704;437.5183;;
72424;-176;0;704;437.5183;;
72440;-112;80;688;437.5183;;
72464;-144;64;672;437.4311;;
72483;-160;144;544;437.4311;;
72501;-160;64;624;437.5183;;
72524;-176;80;608;437.4311;;
72543;-304;0;624;437.4311;;
72581;-288;32;768;437.5183;;
72597;-416;-96;752;437.4311;;
72609;-416;-96;752;437.4311;;
72621;-544;-208;720;437.4311;;
72645;-480;-80;752;437.3439;;
72663;-400;96;752;437.3439;;
72680;-496;-48;800;437.3439;;
72704;-640;-64;736;437.3439;;
72723;-608;-16;688;437.3439;;
72761;-592;144;640;437.2567;;
72777;-688;80;592;437.2567;;
72793;-688;80;592;437.2567;;
72809;-640;-16;608;437.1695;;
72825;-544;0;624;437.1695;;
72843;-560;0;640;437.1695;;
72861;-480;-32;816;437.1695;;
72885;-432;-48;848;437.1695;;
72903;-448;-144;848;437.1695;;
72920;-448;-144;848;437.0823;;
73069;32;-208;960;436.9951;;
73085;32;-208;960;436.9951;;
73101;48;-160;928;437.2567;;
73113;224;-176;1072;437.2567;;
73125;224;-176;1072;437.2567;;
73137;304;-96;1056;437.2567;;
73153;272;-96;976;437.2567;;
73169;224;-192;896;437.2567;;
73184;224;-192;896;437.2567;;
73222;224;-288;976;437.1695;;
73237;256;-288;992;437.1695;;
73253;256;-208;944;437.1695;;
73269;256;-208;944;437.1695;;
73281;224;-256;848;437.1695;;
73297;160;-416;880;437.1695;;
73313;112;-576;944;437.0823;;
73329;112;-576;944;437.1695;;
73345;160;-496;896;437.1695;;
73377;160;-432;848;437.1695;;
73389;160;-432;848;437.1695;;
73404;192;-480;848;437.1695;;
73424;128;-480;848;437.0823;;
73443;144;-528;864;437.0823;;
73460;128;-512;800;437.0823;;
73485;128;-528;720;436.9951;;
73502;112;-512;720;436.9951;;
73520;112;-592;752;436.9951;;
73557;208;-640;848;437.2567;;
73570;224;-528;768;437.2567;;
73585;192;-576;752;437.2567;;
73604;160;-672;752;437.2567;;
73623;96;-736;720;437.2567;;
73640;224;-704;704;437.2567;;
73665;192;-688;752;437.1695;;
73682;240;-592;672;437.1695;;
73701;240;-592;672;437.1695;;
73737;192;-720;736;437.1695;;
73749;208;-704;720;437.1695;;
73761;208;-704;720;437.1695;;
73785;176;-592;640;437.1695;;
73802;176;-592;640;437.0823;;
73821;192;-624;640;437.0823;;
73844;144;-704;672;437.0823;;
73863;96;-752;640;437.1695;;
73881;96;-736;624;437.1695;;
73917;192;-672;640;437.0823;;
73932;240;-640;624;437.0823;;
73946;240;-640;624;437.1695;;
73965;224;-720;688;437.1695;;
73983;224;-800;704;437.0823;;
74001;208;-736;640;437.0823;;
74024;224;-720;592;437.0823;;
74044;192;-752;592;437.0823;;
74060;144;-768;592;437.1695;;
74085;192;-768;608;437.1695;;
74117;272;-608;592;437.1695;;
74133;272;-608;592;437.0823;;
74149;272;-640;624;437.1695;;
74165;208;-672;608;437.6029;;
74182;192;-736;624;437.6029;;
74204;160;-784;560;437.5183;;
74223;176;-752;576;437.4311;;
74240;208;-752;640;437.4311;;
74264;208;-752;640;437.4311;;
74296;224;-720;592;437.4311;;
74310;224;-672;592;437.3439;;
74325;240;-720;640;437.4311;;
74342;240;-752;640;437.4311;;
74360;224;-672;624;437.4311;;
74384;224;-640;608;437.4311;;
74402;256;-672;672;437.4311;;
74422;256;-704;672;437.4311;;
74444;256;-688;640;437.4311;;
74481;256;-688;624;437.4311;;
74493;288;-672;608;437.3439;;
74505;320;-704;640;437.3439;;
74523;320;-704;640;437.2567;;
74541;272;-720;640;437.2567;;
74564;304;-672;656;437.2567;;
74583;272;-640;624;437.3439;;
74600;288;-688;704;437.2567;;
74625;304;-720;704;437.2567;;
74660;288;-640;640;437.1695;;
74674;304;-640;656;437.1695;;
74689;320;-640;624;437.1695;;
74706;320;-640;624;437.1695;;
74721;288;-672;672;437.1695;;
74744;272;-640;640;437.0823;;
74762;288;-656;640;437.1695;;
74780;320;-624;656;437.0823;;
74804;304;-624;640;437.1695;;
74840;304;-656;672;437.3439;;
74854;320;-640;640;437.3439;;
74869;320;-640;640;437.3439;;
74885;320;-672;672;437.2567;;
74901;320;-672;656;437.2567;;
74924;304;-656;656;437.2567;;
74943;288;-672;640;437.2567;;
74960;288;-656;656;437.2567;;
74985;272;-656;672;437.2567;;
75021;288;-688;672;437.2567;;
75033;288;-688;672;437.2567;;
75045;288;-720;656;437.2567;;
75063;272;-672;608;437.1695;;
75080;272;-672;656;437.1695;;
75104;272;-736;672;437.0823;;
75123;256;-720;624;437.0823;;
75141;256;-720;624;437.0823;;
75165;240;-656;624;436.9951;;
75201;224;-704;608;437.3439;;
75213;176;-736;592;437.3439;;
75229;192;-704;608;437.3439;;
75245;192;-624;592;437.3439;;
75261;192;-624;592;437.3439;;
75284;160;-720;592;437.2567;;
75303;112;-768;576;437.1695;;
75321;128;-736;608;437.1695;;
75344;144;-720;592;437.0823;;
75363;144;-688;576;436.9951;;
75397;144;-752;576;436.9105;;
75413;112;-784;576;437.1695;;
75429;96;-784;576;436.9105;;
75445;96;-784;576;437.1695;;
75465;80;-752;576;437.1695;;
75482;80;-768;592;437.1695;;
75501;64;-800;576;437.1695;;
75525;96;-768;608;437.1695;;
75542;96;-704;592;437.1695;;
75581;32;-752;560;437.2567;;
75597;0;-800;544;437.2567;;
75609;0;-800;544;437.2567;;
75621;48;-784;576;437.2567;;
75645;64;-736;592;437.1695;;
75663;32;-736;560;437.1695;;
75680;16;-768;560;437.1695;;
75704;-16;-832;528;437.1695;;
75722;32;-752;560;437.1695;;
75745;80;-736;592;437.0823;;
75769;64;-752;592;437.0823;;
75785;16;-784;576;437.0823;;
75801;-48;-848;592;436.9951;;
75824;-16;-784;560;436.9951;;
75844;-32;-752;576;437.0823;;
75861;-48;-720;560;437.1695;;
75886;-32;-864;544;437.1695;;
75902;-96;-816;512;437.1695;;
75921;-96;-816;512;437.1695;;
76061;-160;-688;528;437.2567;;
76077;-208;-720;512;437.2567;;
76093;-224;-768;512;437.1695;;
76109;-208;-752;544;437.1695;;
76125;-208;-752;544;437.1695;;
76137;-192;-752;576;437.0823;;
76149;-192;-752;544;437.0823;;
76165;-192;-752;544;437.0823;;
76180;-224;-800;544;437.0823;;
76214;-176;-864;592;437.0823;;
76229;-176;-864;592;437.0823;;
76246;-160;-720;560;437.0823;;
76261;-208;-672;544;437.0823;;
76277;-160;-704;624;437.0823;;
76293;-256;-688;544;437.1695;;
76309;-256;-688;544;437.1695;;
76325;-304;-656;496;437.1695;;
76361;-288;-608;560;437.0823;;
76377;-304;-672;544;436.9951;;
76389;-304;-672;544;436.9951;;
76404;-304;-720;560;436.9951;;
76418;-304;-736;560;436.9951;;
76433;-304;-736;560;436.9951;;
76450;-320;-720;544;436.9951;;
76465;-304;-656;544;437.2567;;
76484;-240;-656;560;437.2567;;
76521;-320;-768;560;437.3439;;
76535;-320;-768;560;437.3439;;
76548;-304;-752;560;437.3439;;
76562;-272;-720;544;437.3439;;
76581;-256;-608;560;437.3439;;
76604;-240;-624;544;437.3439;;
76623;-304;-656;544;437.3439;;
76641;-304;-656;544;437.2567;;
76665;-320;-656;528;437.1695;;
76704;-224;-592;592;437.1695;;
76718;-224;-592;592;437.1695;;
76733;-224;-592;592;437.1695;;
76750;-256;-656;544;437.0823;;
76765;-256;-656;544;437.0823;;
76785;-256;-688;560;437.0823;;
76803;-208;-688;560;437.1695;;
76820;-240;-704;528;437.0823;;
76846;-208;-800;496;437.0823;;
76881;-208;-784;512;437.0823;;
76894;-176;-800;544;437.0823;;
76909;-176;-800;544;437.0823;;
76925;-96;-752;592;437.0823;;
76941;-16;-736;672;437.0823;;
76964;-32;-704;656;436.9951;;
76983;-32;-784;640;436.9951;;
77001;-16;-768;592;436.9951;;
77025;0;-752;672;436.9951;;
77061;16;-800;672;436.9951;;
77073;16;-800;672;436.9951;;
77089;-16;-736;624;436.9951;;
77104;-16;-672;656;436.9951;;
77120;-32;-672;592;436.9951;;
77144;-128;-608;544;436.9951;;
77163;-192;-784;528;436.9951;;
77181;-240;-880;432;436.9105;;
77205;-224;-784;400;437.0823;;
77241;-160;-576;512;437.1695;;
77253;-160;-576;512;437.1695;;
77265;-176;-656;480;437.1695;;
77283;-208;-704;400;437.0823;;
77301;-256;-848;416;437.1695;;
77324;-240;-880;448;437.1695;;
77344;-160;-848;464;437.1695;;
77361;-160;-848;464;437.0823;;
77384;-128;-816;464;437.0823;;
77421;-128;-832;496;437.0823;;
77433;-144;-832;480;437.0823;;
77445;-96;-768;480;437.0823;;
77462;-96;-768;480;437.0823;;
77481;-48;-720;496;437.0823;;
77504;-16;-672;512;437.0823;;
77522;-64;-736;496;437.0823;;
77541;-64;-800;432;436.9951;;
77564;-128;-880;384;436.9951;;
77601;-96;-880;352;437.0823;;
77617;-48;-880;416;436.9951;;
77633;-32;-832;448;437.0823;;
77648;-32;-832;448;436.9951;;
77662;-16;-864;432;436.9951;;
77685;-48;-896;368;436.9951;;
77702;-32;-816;368;436.9951;;
77720;32;-880;432;436.9951;;
77745;32;-800;448;436.9105;;
77781;128;-784;528;436.9105;;
77798;176;-752;544;436.9105;;
77813;176;-752;544;436.8234;;
77829;176;-784;544;436.8234;;
77841;176;-784;576;436.8234;;
77865;160;-768;560;436.8234;;
77883;192;-736;576;436.8234;;
77900;192;-640;592;437.0823;;
77924;256;-640;624;437.0823;;
77961;304;-624;704;437.0823;;
77973;304;-624;704;437.0823;;
77985;304;-656;688;437.0823;;
78003;272;-608;688;437.0823;;
78020;320;-576;672;437.0823;;
78044;368;-592;752;437.0823;;
78063;400;-560;832;437.0823;;
78081;400;-560;832;437.0823;;
78104;400;-544;816;436.9951;;
78141;368;-560;816;436.9951;;
78157;368;-576;832;436.9951;;
78173;304;-528;848;436.9951;;
78189;320;-432;816;436.9951;;
78201;320;-432;816;436.9951;;
78224;304;-368;816;436.9951;;
78243;272;-400;816;436.9951;;
78261;208;-432;816;436.9951;;
78284;224;-448;864;436.9951;;
78303;256;-352;912;436.9951;;
78337;288;-272;848;436.9951;;
78353;288;-336;880;436.9951;;
78369;288;-336;880;436.9951;;
78385;304;-336;896;436.9951;;
78405;288;-368;896;436.9951;;
78422;304;-352;832;436.9951;;
78441;288;-336;816;437.1695;;
78465;288;-368;832;437.1695;;
78484;256;-400;816;437.1695;;
78517;272;-368;736;437.1695;;
78533;272;-368;736;437.1695;;
78549;288;-384;720;437.1695;;
78561;272;-432;704;437.1695;;
78584;240;-400;752;437.1695;;
78603;256;-368;800;437.1695;;
78621;272;-304;816;437.1695;;
78644;224;-272;784;437.0823;;
78662;272;-240;784;436.9951;;
78701;384;-192;768;437.0823;;
78717;384;-192;768;437.1695;;
78732;448;-128;784;436.9951;;
78746;512;-144;832;436.9951;;
78765;576;-176;832;436.9951;;
78783;464;-256;832;437.0823;;
78800;464;-256;832;436.9951;;
78824;288;-224;768;436.9951;;
78843;176;-336;752;436.9951;;
78993;-352;-576;400;436.8234;;
79005;-352;-576;400;436.8234;;
79021;-368;-640;400;436.8234;;
79037;-416;-560;368;436.8234;;
79053;-336;-592;336;436.7362;;
79065;-336;-592;336;436.7362;;
79081;-272;-640;352;436.649;;
79097;-272;-672;352;436.649;;
79112;-368;-720;320;436.9105;;
79150;-432;-752;256;436.8234;;
79165;-400;-704;176;436.8234;;
79182;-320;-704;144;436.7362;;
79197;-240;-752;192;436.7362;;
79209;-240;-752;192;436.7362;;
79221;-320;-864;208;436.7362;;
79233;-384;-848;112;436.7362;;
79249;-384;-848;112;436.7362;;
79265;-320;-816;32;436.7362;;
79297;-128;-672;96;436.649;;
79313;-128;-672;96;436.649;;
79328;-48;-736;80;436.5618;;
79342;-96;-816;96;436.5618;;
79365;-176;-848;48;436.5618;;
79382;-192;-720;-16;436.5618;;
79401;-32;-800;0;436.5618;;
79425;80;-912;192;436.4746;;
79442;128;-880;176;436.3874;;
79480;32;-928;96;436.3028;;
79494;32;-928;96;436.3028;;
79509;0;-880;32;436.3028;;
79522;32;-960;-48;436.3028;;
79545;128;-1072;128;436.2156;;
79562;192;-992;304;436.2156;;
79581;192;-992;304;436.2156;;
79604;96;-848;176;436.2156;;
79623;96;-848;176;436.1284;;
79641;224;-960;224;436.1284;;
79673;240;-1104;128;436.1284;;
79689;224;-1072;0;436.2156;;
79704;224;-1072;0;436.1284;;
79725;256;-1056;0;436.3028;;
79744;384;-928;48;436.0413;;
79761;528;-864;32;436.0413;;
79784;512;-976;32;436.2156;;
79803;512;-1168;64;436.2156;;
79821;496;-1296;128;436.1284;;
79857;576;-1104;16;436.0413;;
79869;576;-1104;16;436.0413;;
79884;800;-912;-48;436.0413;;
79905;816;-848;16;436.0413;;
79923;640;-880;32;435.954;;
79941;528;-1040;48;435.954;;
79966;640;-1072;240;436.0413;;
79982;736;-1088;448;436.0413;;
80001;672;-1072;288;436.0413;;
80037;544;-1024;-32;435.8668;;
80053;544;-1024;-32;435.8668;;
80068;720;-960;64;435.8668;;
80085;800;-912;112;435.8668;;
80102;672;-960;48;435.8668;;
80121;640;-912;48;435.7797;;
80144;704;-800;48;435.7797;;
80163;800;-784;16;435.7797;;
80181;768;-800;64;435.6951;;
80217;704;-912;48;435.6079;;
80229;640;-960;16;435.5207;;
80241;624;-960;-32;435.6079;;
80264;656;-976;32;435.5207;;
80282;656;-1008;48;435.6079;;
80301;656;-1008;48;435.5207;;
80324;624;-736;-160;435.5207;;
80343;624;-736;-160;435.5207;;
80361;352;-672;224;435.5207;;
80385;816;-832;-176;435.5207;;
80408;784;-1056;-176;435.4335;;
80422;784;-1056;-176;435.4335;;
80445;128;-624;-160;435.8668;;
80462;48;-352;304;435.7797;;
80481;112;-256;128;435.7797;;
80504;208;-96;224;435.6951;;
80522;7696;-8160;6432;435.6951;;
80541;48;784;-432;435.7797;;
80577;144;-144;128;435.6079;;
80589;144;-144;128;435.6079;;
80601;240;-8160;720;435.6079;;
80624;-304;528;448;435.6079;;
80643;832;-736;-656;435.6079;;
80660;640;-912;-304;435.6079;;
80685;432;-816;-192;435.6079;;
80703;512;-864;-80;435.6079;;
80720;480;-848;-96;435.6079;;
80757;512;-864;-96;435.6079;;
80772;512;-864;-96;435.6079;;
80786;480;-848;-96;435.6079;;
80804;480;-848;-112;435.6079;;
80823;480;-848;-112;435.6079;;
80840;464;-864;-96;435.6079;;
80864;480;-848;-96;435.8668;;
80883;464;-848;-128;435.8668;;
80901;496;-864;-112;435.8668;;
80937;496;-864;-80;435.8668;;
80953;496;-848;-96;435.8668;;
80968;480;-864;-112;435.8668;;
80984;480;-848;-96;435.8668;;
81003;496;-848;-96;435.7797;;
81022;480;-832;-96;435.7797;;
81045;496;-864;-96;435.8668;;
81062;496;-864;-96;435.8668;;
81081;464;-832;-64;435.8668;;
81104;480;-848;-112;435.8668;;
81137;480;-864;-96;435.7797;;
81153;480;-848;-96;435.7797;;
81166;480;-848;-64;435.7797;;
81182;480;-848;-64;435.7797;;
81201;464;-864;-96;435.7797;;
81224;496;-848;-96;435.6951;;
81242;464;-848;-96;435.6079;;
81260;480;-848;-96;435.6079;;
81284;480;-864;-80;435.6079;;
81317;496;-848;-96;435.6079;;
81333;480;-848;-96;435.6079;;
81345;480;-848;-96;435.6079;;
81362;496;-848;-112;435.6079;;
81380;496;-832;-96;435.6079;;
81404;496;-848;-112;435.6079;;
81422;480;-848;-96;435.6079;;
81440;480;-832;-96;435.6079;;
81464;480;-880;-80;435.8668;;
81497;464;-848;-96;435.8668;;
81514;464;-848;-96;435.8668;;
81529;496;-864;-112;435.8668;;
81545;496;-848;-112;435.8668;;
81561;496;-864;-96;435.8668;;
81584;496;-848;-96;435.8668;;
81603;496;-848;-112;435.8668;;
81621;496;-848;-96;435.8668;;
81644;496;-848;-112;435.8668;;
81681;496;-848;-128;435.8668;;
81697;496;-848;-128;435.7797;;
81713;496;-864;-112;435.7797;;
81729;480;-848;-96;435.6951;;
81741;480;-848;-96;435.6951;;
81764;464;-832;-96;435.6951;;
81783;464;-832;-80;435.7797;;
81800;464;-832;-80;435.7797;;
81824;480;-864;-80;435.7797;;
81965;480;-848;-80;435.5207;;
81981;480;-864;-96;435.5207;;
81993;512;-848;-80;435.5207;;
82005;512;-848;-80;435.5207;;
82017;480;-848;-96;435.5207;;
82029;480;-848;-96;435.5207;;
82044;496;-864;-96;435.5207;;
82058;480;-864;-80;435.5207;;
82073;480;-848;-80;435.5207;;
82105;480;-832;-112;435.6951;;
82121;496;-864;-96;435.6951;;
82137;480;-848;-112;435.7797;;
82149;480;-848;-112;435.6079;;
82161;480;-832;-96;435.6951;;
82184;480;-832;-96;435.6079;;
82204;512;-848;-96;435.7797;;
82221;480;-848;-96;435.6079;;
82244;496;-864;-96;435.8668;;
82281;496;-864;-96;435.8668;;
82293;496;-864;-96;435.7797;;
82309;480;-848;-96;436.0413;;
82324;480;-848;-80;435.6079;;
82341;496;-848;-112;435.7797;;
82364;480;-864;-96;435.6079;;
82382;496;-848;-80;435.6951;;
82400;480;-848;-96;435.8668;;
82425;336;-400;-96;435.6951;;
82461;496;-640;112;435.8668;;
82473;400;-960;-288;435.8668;;
82489;768;-896;-144;435.6951;;
82505;464;-848;-192;435.6951;;
82521;464;-848;-192;435.7797;;
82544;720;-2336;-672;435.8668;;
82563;720;-2336;-672;435.8668;;
82581;320;-1888;-208;435.954;;
82604;384;-1552;-208;435.6951;;
82641;304;-1504;-32;435.6951;;
82653;176;-1664;-64;435.7797;;
82665;176;-1664;-64;435.8668;;
82683;128;-1680;16;435.8668;;
82701;256;-1568;-32;435.8668;;
82724;368;-1392;-32;435.8668;;
82744;512;-1168;0;435.954;;
82761;480;-1120;112;435.954;;
82784;368;-1216;144;435.954;;
82821;512;-1104;192;435.954;;
82837;512;-928;320;435.954;;
82853;560;-784;336;435.954;;
82868;560;-784;336;436.0413;;
82882;528;-944;448;436.0413;;
82904;240;-1104;416;436.0413;;
82923;416;-976;368;436.2156;;
82940;576;-736;416;436.2156;;
82966;656;-544;640;436.2156;;
83005;256;-784;528;436.1284;;
83021;368;-656;528;436.3874;;
83037;480;-464;448;436.3874;;
83053;480;-464;448;436.3874;;
83069;544;-384;544;436.3874;;
83085;544;-368;736;436.4746;;
83102;352;-480;624;436.4746;;
83121;192;-400;432;436.5618;;
83144;224;-240;432;436.5618;;
83181;160;-192;592;436.5618;;
83197;160;-192;592;436.649;;
83213;128;-144;704;436.7362;;
83229;192;-32;688;436.7362;;
83241;192;-32;688;436.7362;;
83264;448;128;672;436.7362;;
83283;448;128;672;436.8234;;
83301;352;128;688;436.8234;;
83324;256;144;800;436.8234;;
83343;240;128;768;436.7362;;
83377;352;128;768;436.649;;
83393;352;32;816;436.649;;
83409;256;-16;864;436.649;;
83421;256;-16;864;436.649;;
83444;176;16;784;436.7362;;
83462;208;48;736;436.7362;;
83481;240;32;704;436.7362;;
83504;240;32;736;436.7362;;
83522;256;32;736;436.7362;;
83561;112;64;608;436.8234;;
83577;64;48;592;436.8234;;
83589;64;48;592;436.8234;;
83601;96;0;688;436.8234;;
83625;112;-64;816;436.8234;;
83643;16;-64;848;436.8234;;
83660;-32;-16;832;436.8234;;
83685;32;0;800;436.8234;;
83703;-16;-128;752;436.8234;;
83720;-160;-224;832;436.8234;;
83757;-192;-192;864;436.8234;;
83773;-192;-192;864;436.8234;;
83789;-64;-176;800;436.9105;;
83805;16;-176;864;436.9105;;
83824;-96;-176;880;436.9105;;
83841;-192;-208;912;436.8234;;
83864;-112;-272;944;436.8234;;
83883;-16;-240;944;436.8234;;
83901;16;-240;912;436.8234;;
83937;-48;-288;720;436.8234;;
83953;-192;-288;752;436.9951;;
83968;-224;-256;752;436.8234;;
83985;-96;-208;832;436.9951;;
84002;-96;-208;832;436.8234;;
84021;-32;-160;832;437.0823;;
84047;-128;-96;768;436.9105;;
84062;-128;-96;768;436.9105;;
84081;-160;-144;800;436.9105;;
84117;-32;-240;1024;436.9105;;
84133;-96;-256;976;436.8234;;
84149;-240;-256;912;436.9105;;
84165;-240;-256;912;436.9105;;
84182;-256;-272;880;436.8234;;
84201;-176;-256;912;436.8234;;
84224;-144;-224;928;436.8234;;
84244;-160;-288;944;436.7362;;
84261;-208;-288;1008;436.7362;;
84297;-224;-288;912;436.7362;;
84309;-224;-288;912;436.8234;;
84325;-192;-304;992;436.8234;;
84344;-208;-320;1024;436.9105;;
84362;-208;-304;1024;436.9105;;
84380;-160;-304;992;436.9105;;
84405;-176;-320;960;436.9951;;
84423;-256;-288;896;436.9951;;
84441;-288;-304;928;436.9951;;
84477;-176;-240;944;436.9951;;
84493;-176;-240;944;436.9951;;
84509;-128;-272;992;436.9105;;
84525;-160;-288;1056;436.9105;;
84543;-176;-304;992;436.8234;;
84561;-112;-272;960;436.7362;;
84584;-32;-256;896;436.8234;;
84603;-32;-224;912;436.8234;;
84621;-80;-192;944;436.8234;;
84653;-112;-176;912;436.8234;;
84669;-128;-160;880;436.8234;;
84681;-128;-160;880;436.8234;;
84706;-224;-96;1104;437.0823;;
84722;-224;-96;1104;436.9951;;
84740;-192;-144;1120;436.9951;;
84764;0;-224;1216;437.0823;;
84783;0;-224;1216;436.9951;;
84800;112;-304;1424;436.9951;;
84949;-96;-160;720;436.9951;;
