Time (milliseconds),ax,ay,az,mx,my,mz,ts,alti
176314,688,-64,-816,-33450,10950,49950,176292,411.0586
176364,672,-96,-832,-32250,10800,50550,176343,411.1061
176412,688,-64,-848,-31800,11250,51600,176391,412.2608
176460,656,-32,-800,-31950,12000,51000,176439,410.6833
176528,752,-96,-768,-31500,12300,50400,176504,411.3016
176562,688,-16,-720,-31500,12300,50700,176541,411.9041
176611,880,-192,-704,-30600,12000,50550,176589,411.6583
176664,736,-256,-848,-30750,12300,50400,176643,410.4403
176850,768,-352,-864,-29700,14250,49350,176829,410.9264
176881,576,-240,-816,-30000,15150,48750,176860,411.4152
176913,672,-128,-800,-30450,15900,49050,176892,412.2608
176947,672,-128,-784,-29550,16650,49050,176924,411.4152
176977,736,-224,-784,-30450,17100,48600,176956,411.5949
177047,848,-224,-768,-30600,18000,47400,177024,410.9264
177078,608,-224,-880,-30300,17700,47700,177057,410.9264
177110,672,-160,-800,-29700,17100,47850,177088,411.0586
177141,720,-160,-784,-29700,18600,48150,177120,411.2356
177174,800,-240,-784,-29400,18000,48450,177152,410.9264
177241,624,-128,-720,-29250,16350,48750,177220,410.6833
177275,704,-336,-752,-29400,16950,48900,177252,410.4403
177312,656,-320,-736,-30150,15450,49650,177291,411.5949
177360,784,-336,-736,-28950,14850,50400,177339,411.9041
177426,704,-240,-768,-28950,15600,50400,177405,410.797
177465,688,-208,-736,-27900,15600,49500,177441,411.4152
177511,720,-272,-784,-28650,17100,49950,177489,410.5037
177564,768,-160,-720,-29250,16350,49650,177543,412.0177
177614,688,-128,-720,-28500,16350,50400,177591,411.6583
177681,672,-304,-688,-32400,13500,50850,177660,411.4655
177714,656,-320,-688,-31500,13500,51600,177693,411.772
177762,624,-304,-656,-31200,12600,51000,177741,411.772
177811,768,-80,-704,-32250,12750,50250,177789,410.9264
177878,784,-208,-688,-32550,12300,51000,177857,410.3081
177912,736,-192,-672,-32100,13350,50100,177891,411.1061
177960,784,-256,-704,-32850,13050,51150,177939,411.4655
178015,864,-336,-688,-32250,12300,50400,177993,412.5039
178062,848,-144,-640,-32700,12600,50550,178041,411.1061
178131,688,-96,-672,-33750,13350,49650,178108,411.2858
178164,944,-240,-656,-32700,14100,50400,178143,411.2858
178212,352,-128,-736,-33600,13050,51150,178191,411.5949
178260,976,-208,-704,-33750,12750,50250,178239,411.772
178314,832,-240,-704,-31800,14100,51450,178293,410.6173
178382,768,-224,-720,-31800,13650,50700,178360,411.5289
178413,720,-128,-720,-32400,12750,51450,178392,411.772
178465,784,-112,-736,-32250,12750,51300,178444,411.772
178512,912,-112,-672,-31800,13500,52200,178491,412.4404
178580,976,-240,-560,-33150,11100,51000,178557,411.8856
178614,1248,-336,-832,-32400,10500,51450,178593,411.772
178662,320,16,-880,-33750,10650,50400,178641,412.1313
178710,672,-144,-736,-35550,10800,51450,178689,410.7336
178768,1024,-288,-640,-34050,10950,51750,178743,411.7085
178833,832,-80,-688,-33000,10800,51600,178812,411.3994
178865,736,-128,-752,-33300,10650,51900,178844,411.772
178915,720,-240,-800,-33300,10650,51900,178893,411.0427
178962,640,-416,-592,-33000,9600,52050,178941,411.2858
179030,1072,-320,-736,-33300,8250,52650,179009,411.2858
179064,656,-176,-832,-34050,9150,52500,179043,411.3994
179114,992,16,-720,-33150,9900,52050,179092,411.6425
179160,992,-144,-688,-31500,10650,51900,179139,410.5538
179215,720,-256,-752,-33000,11400,52350,179193,411.4655
179281,560,-16,-848,-33900,9450,52500,179260,410.6675
179315,848,-336,-656,-33300,9900,52650,179292,411.4655
179364,1088,-160,-512,-32700,8700,53550,179343,411.3994
179413,816,-416,-720,-33900,8100,52950,179391,412.1313
179460,800,-16,-608,-35100,7350,52950,179439,411.9516
179528,896,-320,-608,-36150,6450,52800,179505,411.7561
179562,976,-352,-512,-37200,6150,51750,179541,412.3612
179610,960,-176,-608,-39450,6600,51450,179589,412.1815
179664,944,-96,-448,-38850,6000,50550,179643,411.513
179731,656,368,-720,-42300,4950,49950,179708,412.2449
179761,1312,-512,-512,-42150,3450,50400,179740,411.9358
179814,992,-320,-544,-43650,2550,49650,179793,410.7177
179863,640,-112,-656,-45750,2250,48300,179841,411.5791
179910,592,-144,-496,-46350,1800,48750,179889,412.488
179979,960,-336,-576,-40200,4200,51300,179957,412.488
180012,1008,-80,-496,-38250,4950,51900,179991,411.8222
180064,1056,-224,-400,-37200,7050,52500,180039,412.488
180114,848,-608,-592,-36600,5850,53250,180093,410.4904
180163,784,-448,-640,-36600,4500,53400,180141,411.8222
180230,800,-432,-576,-36900,4500,52500,180209,411.6425
180264,784,-240,-496,-37350,4950,53550,180243,411.5791
180312,848,-272,-480,-37500,4650,53550,180291,411.2858
180360,720,-96,-576,-39150,5100,52350,180339,411.8856
180530,752,-336,-400,-40650,150,53100,180509,411.513
180561,752,-16,-592,-42150,-600,52350,180540,412.0018
180595,896,-240,-608,-41400,-600,52050,180572,411.8724
180625,832,-480,-592,-43050,-1500,52650,180604,412.488
180657,976,-272,-512,-42300,-3750,52650,180636,412.6043
180726,896,-304,-576,-42900,-3150,52800,180704,412.3612
180758,816,-208,-576,-43200,-2250,52950,180737,411.7561
180789,912,-416,-464,-42750,-2550,52050,180768,412.0679
180823,944,-272,-480,-42600,-1950,50850,180800,412.1815
180864,816,-304,-480,-42450,-900,51150,180843,412.311
180932,1072,-144,-288,-41400,450,51750,180909,410.8471
180961,1232,80,-512,-42450,1350,51750,180940,411.513
181014,576,-224,-480,-43200,750,50700,180993,412.6677
181062,768,-160,-608,-44850,150,50400,181041,411.3835
181131,784,-320,-576,-43200,-750,51150,181108,411.7561
181164,704,-208,-608,-42600,-300,51300,181143,410.7811
181212,752,96,-576,-41850,-750,52500,181191,411.1563
181260,784,64,-592,-40950,-1650,52350,181239,411.336
181314,896,-192,-656,-39450,-3600,53850,181293,412.0018
181385,512,-128,-816,-40350,-9150,53400,181361,411.0269
181417,400,-48,-752,-38850,-9450,54450,181396,412.3612
181467,272,-80,-784,-37500,-10350,54750,181443,412.8474
181512,464,-80,-768,-34350,-8850,56850,181491,411.5791
181560,448,-96,-720,-30150,-8550,58350,181539,411.4655
181626,688,-304,-928,-26400,-13050,58950,181605,411.6425
181663,640,-240,-832,-25800,-14250,59400,181641,410.4904
181710,624,-320,-864,-25500,-17550,58500,181689,411.0427
181764,720,-416,-880,-23700,-18750,58950,181743,411.8222
181830,496,-240,-832,-24150,-22200,57750,181809,411.2699
181861,528,-288,-768,-25800,-22650,57750,181840,412.2449
181914,576,-384,-800,-24750,-23550,58500,181893,410.538
181963,512,-272,-848,-26250,-24600,57600,181941,411.7561
182011,576,-336,-784,-25800,-24450,57450,181989,411.8222
182077,656,-336,-608,-27000,-21600,57750,182056,410.6675
182112,688,-352,-656,-27900,-19800,57300,182091,410.1813
182160,784,-480,-752,-29550,-17850,57750,182139,410.4244
182215,592,-320,-816,-28500,-15900,58200,182193,410.4244
182281,608,-352,-880,-33750,-12000,57600,182260,411.513
182314,448,-240,-944,-35400,-10800,56550,182292,411.7561
182364,528,-256,-816,-37500,-8850,55500,182343,411.6425
182412,560,-352,-928,-39300,-7050,53850,182391,410.4244
182460,800,-480,-880,-41400,-5700,53850,182439,410.4904
182528,848,-416,-848,-42900,-5700,52800,182505,410.6675
182562,736,-432,-848,-45450,-7200,52350,182541,409.9356
182611,4752,-1952,-1952,-46350,-6750,51900,182589,409.5155
182667,704,-384,-688,-47250,-4800,50700,182643,410.4244
182733,960,-608,-384,-53100,-7350,46350,182712,410.538
182765,1104,-192,-448,-53700,-11700,45600,182744,411.7429
182814,1056,-96,-384,-54300,-13800,44850,182793,411.3703
182863,928,48,-336,-56550,-18450,43350,182841,411.8433
182910,528,-384,976,-56850,-23100,40050,182889,411.2409
182978,1728,-336,64,-60750,-8100,36450,182957,411.7429
183012,1328,64,-688,-60300,-2850,36900,182991,411.3835
183060,288,-272,96,-58800,4500,33450,183039,410.361
183114,320,-912,-64,-56100,13650,32850,183093,410.4904
183163,912,-816,-160,-56400,12300,32700,183141,410.1813
183229,736,-528,-144,-57900,9600,33450,183208,410.8471
183264,1264,-160,-160,-60300,5700,34050,183243,410.538
183312,1152,-320,-112,-59850,3900,34650,183291,411.2699
183360,1024,-496,-112,-60900,3300,35100,183339,411.2699
183426,944,-288,-96,-58650,6900,33000,183405,409.8722
183462,848,-496,-80,-58650,7650,32700,183441,411.0269
183510,768,-544,-48,-59250,8250,32250,183489,411.3835
183564,864,-544,-48,-59400,7800,33300,183543,410.538
183612,1024,-544,-144,-59250,4950,33600,183591,410.538
183679,704,-592,-16,-60300,6600,33600,183656,410.1152
183715,848,-560,-48,-59700,6600,32550,183693,410.2949
183763,1072,-384,-80,-59400,6150,33600,183741,410.7177
183812,912,-496,-48,-59250,5550,33300,183789,410.2949
183864,976,-496,-64,-59550,6300,33450,183843,410.7811
183931,960,-496,-64,-59700,6300,32850,183909,410.0492
183964,928,-496,-64,-59700,6600,34050,183940,411.2039
184016,976,-480,-80,-59700,5400,33000,183993,409.563
184062,960,-480,-80,-59250,6450,32850,184041,410.538
184250,944,-496,-80,-58950,6300,33150,184229,410.8974
184281,992,-480,-80,-59550,6000,33750,184260,411.3835
184313,944,-512,-64,-59850,5850,33600,184292,409.9858
184347,960,-496,-64,-59550,5850,33600,184324,410.0492
184377,976,-496,-48,-60150,6600,33750,184356,410.4112
184445,960,-480,-64,-59700,6600,33450,184424,411.3201
184478,960,-496,-48,-60450,5850,33600,184457,410.2949
184509,960,-496,-48,-59700,6900,33900,184488,410.538
184541,960,-464,-64,-59700,6300,33750,184520,410.8974
184575,960,-512,-64,-59850,5700,33150,184552,410.538
184641,960,-480,-64,-59850,5850,33300,184620,410.6543
184673,960,-480,-48,-58800,6750,33600,184652,410.7177
184710,976,-480,-48,-58950,5850,33750,184689,410.8974
184765,928,-496,-64,-59850,6000,34050,184743,410.1655
184812,944,-464,-80,-60450,5850,34200,184791,410.6543
184879,960,-480,-64,-59400,6000,32850,184856,411.4496
184914,960,-496,-64,-59550,6750,33600,184893,410.9608
184962,960,-496,-64,-59100,5850,33000,184941,410.4112
185011,944,-496,-64,-59100,6300,33750,184989,410.7177
185078,944,-480,-64,-59700,6750,33750,185056,411.0771
185112,928,-496,-64,-59850,6150,33450,185091,410.2949
185160,960,-480,-80,-58950,6600,33300,185139,410.4112
185215,960,-496,-64,-59250,6000,33600,185193,410.7177
185265,960,-480,-64,-59700,6750,33600,185241,410.4112
185335,960,-496,-48,-60150,5250,32250,185312,411.0771
185365,976,-480,-80,-59700,6300,33000,185344,411.3835
185412,960,-496,-80,-60000,6000,33150,185391,410.5882
185460,960,-496,-64,-59550,5550,33000,185439,410.5882
185515,944,-496,-64,-59400,5400,33000,185493,411.3201
185582,944,-480,-80,-59850,6450,32850,185561,410.5882
185614,976,-512,-64,-60150,5550,34050,185592,411.0771
185664,944,-480,-64,-59700,6450,33300,185643,411.3835
185712,960,-496,-80,-60000,6000,32700,185691,410.3451
185760,960,-512,-64,-59250,6300,33600,185739,411.5632
185826,960,-496,-96,-60000,5850,32550,185805,409.9224
185862,976,-464,-64,-60150,6600,34050,185841,410.4112
185910,960,-480,-64,-60150,6000,32850,185889,410.4746
185964,960,-496,-80,-59700,5850,33300,185943,410.1655
186029,960,-480,-64,-60450,6300,33450,186008,410.5882
186061,960,-480,-80,-59850,5250,33750,186040,410.4112
186114,960,-464,-64,-60750,6150,32550,186093,409.7427
186163,944,-496,-64,-59550,5850,33450,186141,410.102
186210,960,-496,-64,-60150,5100,33600,186189,410.5882
186280,960,-512,-80,-60150,6450,32850,186256,409.9224
186312,944,-496,-64,-60300,6150,33150,186291,410.4112
186360,976,-512,-48,-59550,5700,33750,186339,409.6132
186415,944,-512,-64,-60150,6900,33900,186393,410.1655
186462,960,-480,-64,-60450,5850,33750,186441,410.4112
186530,960,-496,-80,-60150,5550,33150,186508,411.4998
186567,944,-496,-64,-59250,6000,34200,186543,410.5882
186612,944,-496,-64,-60450,6000,34050,186590,410.4112
186660,960,-496,-64,-59700,6000,33300,186639,410.5248
186716,928,-480,-64,-59850,5850,33300,186693,411.6134
186781,960,-512,-64,-59550,5850,33600,186760,409.9224
186815,944,-496,-80,-59550,6000,32850,186792,410.7679
186864,960,-496,-80,-60300,6150,33600,186843,411.4998
186912,944,-480,-64,-58950,5850,33450,186891,410.7679
186977,944,-480,-96,-59850,6150,33450,186956,411.0771
187014,976,-480,-64,-60000,6150,33000,186993,410.8313
187062,976,-496,-64,-59700,6150,32700,187041,410.4112
187110,960,-496,-80,-60450,5250,33450,187089,411.011
187164,960,-480,-48,-60000,5700,34350,187143,411.0771
187231,944,-480,-48,-59550,6150,33600,187208,410.7679
187262,960,-496,-48,-59250,6300,32850,187240,410.7679
187314,960,-496,-64,-60000,6300,33450,187293,410.5882
187363,944,-496,-80,-60150,6150,33000,187341,411.011
187410,944,-496,-80,-59850,6750,32850,187389,410.8313
187480,960,-496,-80,-60450,6000,33000,187456,410.7679
187512,976,-480,-64,-59550,6150,33300,187491,409.6132
187560,960,-480,-64,-59850,6300,33600,187539,410.5882
187614,944,-496,-48,-59850,5850,32850,187593,411.2541
187663,960,-496,-80,-60000,6450,33600,187641,410.2791
187730,944,-496,-64,-59550,6150,33000,187709,410.5882
187764,960,-512,-64,-60150,6300,33600,187743,410.4112
187813,944,-496,-64,-58650,6600,33750,187791,410.2791
187863,960,-496,-64,-60000,6750,33150,187839,411.2541
188038,944,-496,-64,-59400,6000,32700,188017,411.4337
188069,944,-496,-80,-59850,6000,34200,188048,411.4998
188103,944,-480,-80,-60150,6900,33000,188080,411.7429
188133,928,-496,-64,-60000,5850,33600,188112,410.6543
188165,960,-496,-48,-59400,5850,34050,188144,410.7679
188234,960,-496,-80,-59550,6450,33000,188212,410.1655
188266,960,-512,-80,-60000,6000,33300,188245,410.8313
188298,960,-496,-64,-60300,6750,33150,188276,410.7679
188331,944,-480,-80,-60000,6300,33150,188308,410.8974
188364,944,-496,-80,-60600,6450,33000,188343,410.5248
188431,960,-496,-80,-59700,6450,33750,188408,410.7679
188463,960,-480,-64,-60600,5850,32850,188440,411.011
188514,944,-496,-64,-59250,6450,34050,188493,410.5882
188564,944,-512,-64,-60300,6000,33300,188541,411.2541
188610,960,-480,-64,-59400,6000,33750,188589,410.8313
188680,960,-496,-64,-60150,5850,33450,188657,411.4337
188712,960,-496,-64,-58650,6150,33450,188691,411.9199
188760,976,-496,-64,-59550,6150,34050,188739,410.7679
188814,960,-480,-64,-59850,5550,33600,188793,411.8565
188883,928,-480,-80,-60300,5100,34050,188860,410.7679
188913,960,-496,-96,-60000,5250,32700,188892,410.5248
188965,960,-496,-64,-59400,7050,33300,188943,410.036
189012,960,-496,-64,-59550,6600,33450,188991,410.2791
189060,944,-496,-64,-58800,5850,33000,189039,411.1246
189126,960,-480,-64,-60600,4800,33900,189105,411.2541
189165,928,-496,-64,-59550,6300,33900,189141,411.2541
189211,960,-496,-64,-59850,6150,34050,189189,410.9476
189264,976,-496,-64,-59550,6150,32850,189243,411.011
189312,960,-512,-64,-59850,5550,33150,189291,410.9476
189378,960,-512,-64,-60300,6000,33000,189357,410.6384
189416,976,-496,-64,-59550,6450,33300,189393,411.011
189462,944,-496,-64,-59850,5550,33450,189441,410.6384
189512,976,-480,-48,-59550,5550,32850,189489,411.011
189564,960,-496,-64,-60000,6600,32250,189543,411.011
189631,944,-496,-64,-59400,5250,33600,189609,411.1246
189661,960,-496,-48,-60000,5700,33900,189640,411.1907
189715,944,-496,-64,-59700,6150,33300,189693,410.2791
189762,960,-480,-80,-59850,6450,33600,189741,411.1246
189829,944,-496,-80,-59400,6150,33750,189808,411.4337
189864,976,-496,-48,-59550,6600,33300,189843,410.8815
189912,960,-480,-80,-59550,5250,33300,189891,410.1496
189960,960,-496,-64,-59850,5700,32850,189939,410.6384
190014,960,-496,-64,-59850,6150,33150,189993,412.0996
190083,960,-496,-80,-60300,6000,33900,190061,410.036
190113,944,-496,-48,-59250,6000,33000,190092,411.1907
190165,960,-496,-96,-60300,6450,33600,190143,411.6134
190212,976,-496,-80,-59700,6750,33300,190191,410.6384
190260,944,-496,-64,-60750,6150,33300,190239,411.2541
190325,928,-496,-96,-60000,6450,33450,190304,410.6384
190364,928,-496,-48,-60300,5700,32850,190341,411.8565
190410,944,-480,-64,-60000,6000,33900,190389,410.6384
190468,944,-496,-80,-59850,6150,33000,190443,410.7018
190512,960,-480,-80,-59700,6300,33750,190490,410.3953
190579,960,-496,-64,-59850,6600,33300,190556,411.1907
190614,960,-496,-64,-59700,6000,32850,190593,411.1246
190663,944,-464,-64,-59400,6000,33750,190641,411.6768
190710,960,-496,-80,-60300,5700,32850,190689,412.2819
190777,944,-480,-48,-60300,6000,32550,190756,410.9476
190815,944,-496,-48,-60150,6150,33600,190792,411.011
190860,976,-496,-80,-60150,6450,33300,190839,411.6134
190914,976,-496,-80,-59550,6150,33000,190893,409.9699
190962,960,-496,-64,-59700,6300,32700,190941,411.6134
191031,976,-480,-80,-59850,6300,33000,191009,410.9476
191064,960,-496,-64,-60000,6150,32850,191043,410.036
191113,960,-512,-96,-59550,5850,33450,191091,409.7268
191160,944,-480,-48,-60750,5550,33150,191139,410.6384
191215,960,-496,-32,-60300,5250,33150,191193,411.1246
191282,944,-496,-48,-59250,6450,33450,191261,411.1246
191313,960,-512,-64,-59700,5550,33600,191292,411.3703
191364,944,-496,-80,-60900,5400,33600,191343,411.1246
191412,944,-496,-80,-59100,5850,33150,191391,412.0996
191460,960,-480,-64,-60600,6000,34200,191439,412.2159
191526,960,-464,-96,-59850,6300,33600,191504,411.1246
191564,944,-512,-64,-60000,6000,33450,191541,411.9728
191610,928,-512,-80,-59400,5550,33300,191589,410.7679
191664,928,-496,-80,-60450,6750,33300,191643,410.036
191852,960,-480,-64,-59700,5850,33300,191829,410.6384
191884,960,-496,-64,-60450,5850,32850,191860,410.8181
191913,960,-480,-80,-58950,5700,33900,191892,410.3953
191945,976,-496,-64,-60000,6450,33150,191924,411.4337
191979,960,-496,-48,-60150,5850,32700,191956,411.2541
192045,944,-512,-64,-59100,5550,33600,192024,410.1496
192077,944,-480,-48,-60000,6000,33750,192056,411.1246
192110,960,-496,-64,-59250,5400,34350,192088,410.6384
192141,960,-480,-96,-59550,5550,33600,192120,409.9699
192173,976,-496,-64,-59850,5700,33450,192152,410.036
192241,976,-496,-80,-59100,6750,32700,192220,411.6134
192273,960,-512,-64,-60150,5250,33600,192252,411.1246
192312,944,-496,-64,-60000,6450,33600,192291,410.4587
192360,960,-496,-64,-60000,6150,33300,192339,411.4337
192415,960,-512,-64,-59400,6450,34200,192393,411.6134
192481,976,-496,-80,-59850,6300,33450,192460,410.6384
192513,944,-480,-96,-59850,5850,33150,192492,411.011
192564,960,-480,-80,-60300,6300,34050,192543,410.9476
192612,944,-496,-64,-60150,5700,33000,192591,410.2791
192677,960,-496,-48,-60000,5250,33000,192656,412.0362
192714,944,-496,-64,-59550,6150,33300,192693,411.3069
192764,976,-496,-48,-60450,5850,33900,192741,411.1246
192811,976,-496,-64,-59550,5400,33450,192789,412.2159
192866,960,-496,-80,-60300,6450,33150,192844,411.3703
192934,960,-496,-64,-60300,5700,33600,192913,410.8815
192965,960,-480,-48,-59700,5850,33300,192944,411.4337
193014,960,-496,-80,-60300,6450,33300,192993,411.7297
193065,960,-480,-64,-60150,6150,32700,193041,411.484
193110,960,-496,-80,-60150,6300,33600,193089,410.1496
193177,944,-496,-80,-60600,6300,33600,193156,410.6384
193212,960,-512,-64,-60300,6600,34200,193191,411.55
193260,976,-528,-64,-59550,5400,33450,193239,410.6384
193314,944,-496,-80,-60150,6900,33900,193293,411.6134
193362,976,-496,-48,-59850,6300,33450,193341,411.7931
193430,944,-496,-48,-60000,6450,33000,193409,411.484
193464,960,-496,-32,-59850,6150,33300,193443,411.6134
193512,944,-480,-80,-60300,5700,33600,193491,410.9951
193560,960,-496,-80,-59100,6150,33300,193539,410.8815
193625,960,-464,-64,-60000,6900,33900,193604,411.484
193662,944,-496,-80,-60150,5700,33300,193641,411.6134
193711,976,-496,-64,-60600,5850,33600,193689,411.8565
193764,960,-512,-80,-59700,6000,32550,193743,412.2819
193812,960,-496,-80,-59850,5400,33600,193791,410.5248
193878,944,-480,-64,-59550,6450,33600,193857,411.3703
193914,960,-496,-80,-60750,5700,33450,193893,410.8815
193962,944,-496,-64,-59400,6450,33750,193941,410.6384
194010,960,-496,-64,-59700,5400,33300,193989,411.1907
194064,960,-496,-64,-60000,6000,33150,194043,411.1246
194130,960,-496,-64,-60000,5700,33300,194108,411.1246
194161,944,-512,-48,-59850,5700,33750,194140,411.484
194214,960,-496,-64,-60150,6750,32850,194193,410.6384
194264,976,-512,-64,-59550,5700,33600,194242,411.1246
194310,928,-496,-48,-59700,5700,33750,194289,410.3953
194380,960,-496,-64,-60000,5550,33150,194357,410.4587
194412,960,-496,-64,-60450,5400,32700,194390,411.3703
194460,960,-496,-80,-59400,5400,33600,194439,410.4587
194514,944,-512,-64,-58800,5850,33150,194493,410.9951
194584,960,-496,-64,-60450,6300,33150,194560,410.3953
194613,960,-496,-64,-59550,6300,33600,194592,411.0638
194664,944,-496,-64,-59700,6150,33000,194643,410.6384
194712,960,-480,-64,-60450,5550,32550,194691,410.8181
194760,944,-480,-64,-59400,6450,33900,194739,410.6384
194826,976,-496,-48,-60300,6750,33300,194805,410.9476
194862,960,-496,-80,-59850,6900,33900,194841,410.3953
194911,944,-512,-64,-59700,6150,32700,194889,410.8181
194964,976,-496,-80,-59250,6000,33000,194943,410.9951
195012,960,-496,-80,-60450,6600,33450,194991,410.3953
195077,960,-480,-64,-61200,5700,33300,195056,411.9067
195116,976,-496,-64,-59850,5850,33900,195093,410.8181
195162,944,-496,-64,-60600,6150,33000,195141,410.9951
195211,944,-496,-48,-59850,6300,32850,195189,411.55
195264,944,-512,-64,-59250,6450,33900,195243,411.1246
195330,928,-496,-80,-60000,5250,33150,195309,410.6384
195362,976,-496,-64,-60000,6000,33450,195340,411.484
195415,960,-496,-64,-60450,6300,33450,195393,411.484
195462,960,-496,-64,-60300,6300,33450,195441,411.484
195638,944,-480,-48,-59850,6600,33450,195617,411.3069
195669,960,-480,-64,-59700,6600,33300,195648,410.7679
195701,928,-480,-48,-59850,5550,33300,195680,411.6134
195736,960,-496,-48,-60300,6150,33450,195712,411.1246
195765,960,-512,-64,-59850,5700,34050,195744,411.55
195833,960,-496,-64,-59400,6750,32700,195812,410.3319
195866,960,-480,-80,-60300,5700,34200,195844,410.6384
195897,960,-496,-80,-60150,5400,33450,195876,409.9699
195929,976,-496,-48,-60300,6000,33000,195908,409.7902
195963,976,-512,-64,-60000,6150,32400,195940,410.8181
196029,960,-512,-48,-59550,5700,33450,196008,411.9728
196063,976,-480,-64,-60150,5700,33300,196041,410.575
196110,960,-496,-64,-60300,6150,33450,196089,411.3703
196164,976,-464,-80,-59100,6900,32850,196143,411.3069
196212,944,-480,-64,-59850,6450,33450,196191,411.3069
196278,944,-512,-64,-59850,5550,34350,196256,411.6134
196315,976,-496,-48,-59850,6150,33300,196293,410.2157
196362,960,-480,-64,-59250,5700,33900,196341,411.2409
196412,960,-496,-64,-59100,5850,33300,196389,410.6384
196464,944,-480,-80,-59700,6600,33600,196443,411.1246
196512,928,-496,-80,-59700,6000,34050,196491,410.9476
196560,944,-480,-64,-60150,6450,33000,196539,410.7018
196616,960,-496,-64,-60150,5850,33750,196593,410.2791
196662,960,-496,-80,-59400,5700,33750,196641,410.575
196732,960,-496,-48,-59400,6900,33600,196709,411.1246
196764,960,-496,-64,-60150,6000,33450,196743,410.575
196812,960,-496,-64,-60000,5700,33150,196791,411.1246
196860,960,-496,-80,-60000,6300,33600,196839,410.2157
196915,960,-464,-80,-59850,5850,33150,196893,409.6634
196985,960,-496,-64,-59850,6300,33150,196961,410.8815
197017,976,-480,-80,-60000,5400,33000,196996,411.55
197066,960,-480,-80,-59550,5850,34200,197043,411.2409
197112,960,-480,-64,-60150,6450,32700,197091,411.55
197161,960,-496,-80,-59400,5700,34650,197139,411.4179
197229,944,-496,-32,-60450,6600,33900,197208,410.9951
197263,960,-480,-64,-60000,5700,33900,197241,410.1496
197310,976,-496,-64,-60450,5850,33150,197289,410.6384
197364,960,-480,-64,-60150,6450,32850,197343,410.3953
197412,976,-480,-80,-59700,6450,33900,197391,410.6384
197480,960,-480,-48,-59550,5850,34350,197457,410.6384
197514,944,-496,-64,-60300,6150,34500,197493,410.8181
197563,960,-512,-48,-59700,6000,34200,197541,410.509
197610,976,-480,-64,-59250,5700,33300,197589,411.1246
197680,944,-480,-80,-59250,6450,33150,197656,410.509
197712,960,-512,-64,-60600,6150,32850,197691,410.3319
197760,960,-480,-64,-60300,5250,33600,197739,410.6384
197814,960,-496,-64,-59700,6450,33450,197793,410.9951
197862,944,-512,-64,-59400,6750,34350,197841,411.1246
197930,944,-480,-64,-59700,6150,33750,197909,410.3953
197964,976,-496,-80,-59550,6750,33300,197943,410.8181
198012,976,-496,-64,-59700,5550,33600,197991,410.9951
198060,960,-496,-80,-60000,6300,32700,198039,410.8815
198114,976,-480,-80,-59550,6600,34050,198093,411.1246
198182,976,-480,-80,-59400,6150,33450,198160,411.1246
198214,928,-496,-64,-60600,5700,33450,198192,410.6384
198267,944,-496,-48,-59850,5850,33900,198243,410.575
198312,928,-480,-48,-59850,5850,33300,198291,411.55
198360,960,-496,-64,-60300,6300,33300,198339,411.1246
198427,960,-480,-64,-60150,5550,33900,198404,410.8181
198463,944,-480,-64,-59850,6600,34050,198441,412.2819
198510,976,-480,-64,-59850,6300,33150,198489,410.3953
198564,976,-480,-64,-59400,6600,33600,198543,411.1246
198629,944,-480,-80,-60600,6150,34050,198608,410.8181
198663,960,-496,-64,-59100,6450,33600,198640,411.3069
198714,960,-480,-64,-59550,6150,33900,198693,411.1246
198764,960,-480,-48,-60000,5700,33450,198741,411.7931
198810,960,-496,-48,-60000,6300,33450,198789,410.6384
198879,960,-480,-80,-58950,6150,33600,198857,409.5498
198913,944,-496,-80,-59400,5850,33000,198891,410.6384
198960,960,-496,-80,-59700,6600,33600,198939,411.9728
199014,960,-496,-64,-60000,5850,33300,198993,410.6384
199062,976,-496,-64,-60300,6150,33150,199041,410.7521
199130,944,-480,-80,-59250,6150,33750,199109,411.3069
199164,960,-496,-64,-59400,5850,34050,199143,410.6384
199213,960,-496,-80,-60450,6150,33600,199192,411.1246
199260,960,-496,-64,-60150,6150,31950,199239,410.2157
199315,944,-496,-64,-59850,6150,34050,199293,410.7521
199504,960,-480,-64,-60300,6450,33450,199481,411.1114
199533,960,-496,-64,-59700,6600,34050,199512,410.8181
199566,944,-496,-64,-60600,5100,32250,199544,410.7521
199597,960,-512,-64,-59400,6150,33450,199576,410.9951
199668,944,-512,-80,-59550,6450,33750,199644,410.8181
199697,944,-512,-48,-58950,5850,33300,199676,411.55
199729,944,-480,-64,-59700,6300,33150,199708,411.7931
199761,960,-496,-80,-59550,6000,33000,199740,411.3069
199793,960,-496,-48,-59250,6300,32700,199772,410.8815
199862,960,-480,-64,-60150,5550,33300,199840,411.1246
199893,960,-480,-80,-60450,5550,33600,199872,410.1496
199925,960,-496,-64,-60000,6300,33900,199904,410.6384
199963,960,-496,-64,-60450,6150,33900,199941,410.6384
200010,960,-480,-64,-60450,6300,33300,199989,411.1246
200080,960,-480,-96,-60450,6300,33300,200057,410.6384
200112,944,-496,-64,-59250,6000,33150,200091,410.1496
200160,928,-464,-80,-59700,5550,32250,200139,410.509
200214,960,-496,-80,-59550,6000,34350,200193,411.1246
200263,960,-480,-96,-59850,6450,33150,200241,411.3703
200330,976,-496,-80,-59400,6000,32700,200309,410.8181
200364,960,-512,-64,-60300,6150,33600,200343,411.3703
