millis	ax	ay	az	mx	my	mz
33284	-880	392	-120	24750	24000	-67200
33339	-860	364	332	24900	23700	-65250
33386	-880	388	128	25050	25950	-59850
33434	-952	132	-276	22350	29400	-50250
33537	-1388	4	-124	22650	29700	-46050
33548	-1388	4	-124	22650	29700	-46050
33584	-1316	72	-360	22650	24450	-44100
33638	-648	-196	0	22350	18300	-41100
33686	-576	-12	-100	21900	16800	-40200
33734	-1112	564	-432	19650	9450	-37200
33789	-992	932	-20	19650	19200	-35250
33845	-44	-952	-1016	10800	33000	-29400
33884	-892	-352	1988	10500	37950	-33750
33938	-1096	-404	-292	11400	35850	-32250
33986	-1016	-340	-216	10800	36000	-31650
34034	-860	-200	-272	10650	36150	-33300
34089	-1052	-256	-148	10950	36000	-32100
34145	-1084	-96	-260	10650	35250	-32400
34184	-1172	404	-52	13500	34200	-33600
34238	-1536	-396	-292	13350	34050	-32100
34287	-1200	-484	-208	14250	35100	-36000
34334	-908	-548	336	15150	36750	-38400
34388	-492	-728	-688	12750	37950	-38100
34445	-716	44	-504	15450	37950	-40500
34484	-656	-136	508	17550	37800	-44550
34538	-1064	236	100	18600	35550	-47400
34587	-704	-88	528	19650	35550	-48750
34634	-896	-192	-660	18450	35700	-44550
34689	-1340	704	-684	19050	32700	-43500
34736	-796	44	-236	20850	31950	-45450
34821	-976	288	-376	21600	28950	-47100
34838	-928	352	-272	21450	29250	-46500
34886	-956	292	-332	23400	27750	-46950
34934	-944	256	-304	23100	26400	-46650
34988	-940	268	-212	23550	24750	-47400
35036	-1220	252	-148	24450	22950	-50250
35093	-1180	100	-168	24300	24750	-52500
35138	-1024	84	-256	24900	22950	-52800
35186	-1124	120	372	24900	22950	-52350
35234	-944	136	-200	24600	22500	-51300
35288	-828	188	-232	24750	19050	-49500
35336	-876	140	-292	25350	19050	-48150
35385	-912	144	-232	24750	20250	-46950
35441	-936	296	-248	23100	19650	-43800
35486	-1168	-228	-464	21750	20550	-39900
35534	-980	308	-236	21450	18150	-39000
35588	-960	512	-272	18000	17400	-34200
35636	-764	268	-168	17550	17850	-33900
35684	-988	288	-248	16200	16350	-29550
35738	-1036	404	-208	14400	15150	-28800
35787	-980	152	-316	14250	12750	-27450
35834	-872	16	-352	15900	11400	-29850
35888	-992	236	-200	15150	12150	-28500
35936	-1032	156	-28	11550	13650	-24300
35984	-984	64	-472	3450	15600	-18750
36038	-968	664	-1704	-3150	16650	-14550
36121	-828	280	-484	2400	28050	-21300
36134	-828	280	-484	2400	28050	-21300
36188	-772	132	-472	4800	30150	-23250
36236	-420	768	-1472	2850	35100	-25050
36284	572	4	336	3750	45000	-31200
36339	-604	-528	-1772	-12900	51900	-29250
36387	-68	-416	-716	-12300	52050	-31200
36445	-324	-352	-1076	-14100	52800	-30900
36488	-244	-420	-860	-15000	52950	-31050
36537	-288	-408	-996	-14850	53400	-31650
36584	-372	-488	-948	-10800	52800	-32250
36639	-268	-484	-988	-7050	51900	-33450
36686	-364	-248	-924	-6900	51900	-33450
36741	-420	-404	-948	-6600	51600	-33450
36788	-532	-408	-804	-5100	51900	-33900
36837	-536	-372	-836	-7800	50550	-31500
36884	-536	-272	-760	-7800	49800	-28800
36938	-376	-360	-964	-10200	48600	-27750
36986	-520	-240	-892	-12150	49200	-27150
37041	-476	-200	-1244	-13800	47700	-24300
37088	-492	-320	-1076	-13350	47400	-24150
37138	-628	-128	-780	-6900	46200	-26250
37184	-612	-180	-844	-6000	45750	-26550
37238	-556	-144	-880	-3600	45750	-28050
37286	-620	-88	-908	-1650	46350	-28650
37335	-520	-44	-924	300	46500	-32250
37422	-580	36	-836	2100	45000	-30750
37436	-616	-8	-864	750	45000	-29850
37484	-512	-184	-912	-600	46350	-30150
37538	-844	-160	-792	0	46050	-30750
37586	-916	-248	-1232	-2100	46650	-29250
37634	-948	-584	-1068	-2400	46800	-30000
37694	-376	-328	-680	-3000	47550	-30900
37736	-660	-356	-664	-2850	48900	-30000
37784	-668	-404	-768	-2850	48750	-31950
37838	-640	-336	-640	-750	49650	-34500
37886	-528	-292	-612	-150	51300	-37350
37934	-608	-288	-764	1500	51600	-39300
37988	-592	-388	-740	3300	51300	-40200
38046	-640	-488	-748	3900	51300	-42150
38084	-616	-340	-712	5400	50700	-42900
38138	-632	-352	-648	6150	51600	-45600
38187	-552	-360	-780	7050	50100	-46050
38234	-636	-320	-720	8400	50550	-47250
38288	-768	-604	-880	9300	49800	-49350
38336	-572	-796	-932	9750	48900	-48900
38385	-24	-292	-1316	6150	51000	-44850
38438	188	28	228	-2400	54000	-38850
38486	-584	-416	-1800	-5250	54300	-36450
38534	-572	-536	-768	-9300	55500	-38100
38589	-424	-560	-616	-15300	57150	-37800
38636	-320	-680	-432	-19650	57900	-37050
38722	-444	-736	-1088	-26250	57150	-35550
38738	-592	-712	-1272	-25950	57900	-36150
38786	-292	-768	-560	-22200	58650	-38250
38834	-408	-704	-296	-18750	59850	-41100
38888	-376	-628	-800	-19950	60300	-40350
38936	-256	-536	-584	-20700	58500	-38250
38993	-544	-588	-344	-25950	58650	-36600
39038	240	-788	-1096	-37200	57450	-37650
39088	732	-460	-1388	-38400	53550	-32100
39209	296	-616	-952	-34350	54150	-32400
39221	252	-544	-932	-34350	54150	-32400
39236	252	-544	-932	-34050	53850	-31500
39284	136	-532	-868	-29400	53850	-31200
39339	196	-692	-924	-27150	53850	-29400
39386	100	-648	-828	-22950	51600	-28050
39434	128	-628	-932	-21000	51150	-26100
39489	268	-1000	-1548	-17100	52350	-29550
39536	48	-700	452	-11700	57300	-39750
39586	-60	-716	-364	-7500	55650	-38550
39642	184	-800	-504	-7050	54300	-36300
39686	784	-804	-288	-7050	50850	-30900
39734	496	-236	-792	-7050	44550	-24900
39788	404	-600	-1108	-8100	40050	-22050
39836	328	-648	-320	-5850	40200	-21750
39884	388	-472	-828	-8850	36150	-18000
39969	-56	-576	-1756	-11400	26850	-13500
39986	-236	-436	-1848	-7650	25350	-14850
40035	-148	-580	-688	-300	25950	-17550
40088	-336	-472	-904	9600	20400	-23550
40136	-536	-448	-604	11100	18900	-25350
40184	-560	-264	-820	12000	15750	-25050
40238	-652	-224	-1096	14250	12000	-27300
40294	-708	-400	-1112	15450	10350	-28950
40335	-472	-540	-1500	16500	9900	-31050
40388	-220	-196	-232	18900	11850	-34950
40436	-940	-284	-344	21900	2850	-44700
40484	-1064	-168	552	20100	-7350	-52500
40538	-976	-168	-348	19950	-7500	-51600
40598	-860	-80	-252	18900	-10050	-48750
40634	-844	12	-292	18450	-10800	-48450
40688	-860	28	-400	19500	-8250	-47400
40736	-936	-256	-412	20850	-4800	-47850
40784	-1016	-156	-496	21600	-1500	-48450
40840	-968	0	-96	22800	-900	-53250
40886	-1032	-172	-508	23550	-450	-54600
40941	-1004	-184	-232	23700	900	-56850
40988	-1056	-168	-324	23700	600	-57900
41036	-1024	-196	-196	23250	150	-59250
41084	-1040	-148	-96	24450	-150	-65100
41139	-968	-196	140	21750	300	-72450
41187	-1004	-68	104	21600	-600	-74400
41273	-872	-140	276	19050	-1500	-79200
41289	-948	-76	188	18900	-2250	-79500
41336	-892	-216	276	17100	-1200	-80700
41385	-928	-136	256	17100	-1050	-82050
41438	-928	-144	220	15600	-600	-83100
41486	-944	-84	228	16500	-450	-85200
41537	-928	-56	376	15900	3300	-85950
41593	-1008	-180	260	16650	4800	-87150
41637	-984	-164	248	16650	6300	-87000
41684	-932	-108	268	17400	6900	-87900
41738	-876	-252	132	17550	6600	-86400
41786	-852	-320	-12	19200	8400	-84150
41835	-1028	-248	132	19950	9300	-84300
41888	-1064	-196	128	19350	10050	-83250
41945	-1044	-292	44	19500	10950	-84150
41985	-1064	-288	168	17250	10950	-85350
42038	-988	-244	216	16500	11250	-88200
42086	-800	-224	220	16350	10050	-88050
42134	-872	-296	176	16950	10650	-87750
42188	-1036	-296	128	17400	11400	-87150
42246	-884	-348	60	17700	14100	-87600
42285	-788	-284	120	17400	16350	-87900
42339	-804	-256	108	18000	19500	-85500
42386	-916	-400	44	20550	22350	-82650
42434	-912	-400	-100	22500	27000	-74850
42488	-792	-336	-188	22500	30600	-71550
42536	-744	-460	-204	20250	36300	-67200
42621	-740	-504	-424	16200	45150	-60150
42638	-636	-692	-764	13350	48150	-56550
42686	-556	-864	-736	6750	52650	-51150
42789	-580	-892	-660	-12000	59850	-40650
42805	-596	-856	-648	-14700	60150	-41550
42836	-624	-660	-724	-19350	59850	-42300
42893	-652	-568	-824	-22350	60750	-42450
42938	-552	-680	-688	-22350	60600	-42900
42986	-508	-696	-640	-23400	61650	-43200
43034	-484	-624	-624	-25500	62250	-44100
43088	-448	-648	-564	-25350	61500	-45300
43136	-488	-604	-756	-22800	63150	-47550
43194	-472	-620	-632	-21300	63300	-49350
43239	-504	-572	-592	-20850	63450	-49800
43361	-612	-728	-532	-23100	63300	-52800
43373	-608	-796	-548	-22200	64200	-52350
43390	-608	-796	-548	-23550	63300	-52350
43437	-620	-1000	-584	-21900	63900	-52950
43484	-636	-976	-644	-22350	63900	-53400
43541	-408	-724	-404	-19050	64350	-53400
43586	-360	-780	-444	-15750	63900	-54600
43634	-520	-844	-700	-10500	62250	-53100
43688	-564	-776	-656	-9150	61950	-52350
43736	-468	-576	-572	-6900	61800	-52200
43784	-520	-844	-528	-5850	60300	-53700
43922	-916	-784	-360	150	57900	-68250
43932	-1000	-804	-364	2100	58350	-67650
43949	-1020	-856	-320	2550	56700	-69450
43989	-856	-812	-292	5250	54600	-70200
44036	-680	-696	-384	7650	51900	-72150
44084	-700	-452	-264	11250	49500	-73200
44147	-756	-544	-452	13500	47250	-66900
44187	-520	-392	-252	13650	48450	-64500
44234	-272	-536	-1232	15750	48000	-59100
44288	-648	-624	-484	14700	47850	-61200
44336	-736	-332	-600	16500	47100	-60900
44385	-668	-420	-484	16800	45600	-58650
44438	-764	-216	-632	17100	45000	-57450
44494	-756	-212	-624	18300	43650	-55500
44612	-984	-280	-752	18150	41850	-50400
44625	-908	-240	-776	18450	40950	-48300
44641	-908	-240	-776	18450	40950	-48300
44684	-836	-100	-680	19950	37950	-47100
44738	-892	-232	-820	19800	36450	-46050
44793	-740	-524	-864	18750	35250	-42000
44834	-544	-328	-624	19800	33000	-39750
44888	-516	-348	-812	16350	33000	-36150
44936	-472	-228	-852	15750	31950	-33300
44984	-576	-108	-692	13350	33000	-31350
45039	-480	-52	-376	10050	36450	-27150
45086	-300	-152	-820	-7950	42300	-19650
45169	260	-408	-1468	-25350	41850	-17100
45188	128	-188	-888	-27900	41100	-16800
45236	80	-168	-1116	-31050	39600	-16050
45284	80	-116	-1180	-35250	36600	-15600
45339	64	4	-1536	-37500	33450	-15150
45386	216	-148	-1132	-40950	35250	-16650
45442	8	-164	-812	-46350	34650	-17250
45488	296	8	-1088	-56700	29850	-22200
45536	628	216	-1120	-58800	22500	-21450
45584	560	392	-980	-55500	14700	-16350
45638	340	412	-1072	-48600	11400	-13350
45686	396	232	-916	-55050	11550	-17100
45734	0	760	-976	-61050	13050	-21150
45793	580	100	-852	-64200	8550	-24000
45836	344	-244	-624	-63900	5100	-25950
45886	908	872	-1148	-66150	-6300	-33300
45939	604	272	-860	-63600	-13500	-35400
45986	180	956	-588	-63150	-16350	-36900
46035	492	792	-836	-58650	-21900	-41850
46094	424	644	-544	-50850	-28950	-49650
46136	472	820	-408	-47100	-31500	-54150
46185	184	860	-900	-45450	-33450	-62850
46239	300	880	-508	-46200	-31500	-64350
46286	568	496	-840	-48150	-31200	-64050
46334	36	1008	-600	-53400	-28350	-62400
46388	200	1012	-412	-55800	-28800	-55800
46473	288	800	-1008	-54300	-28350	-54300
46488	288	800	-1008	-54900	-28200	-53400
46538	356	552	-332	-52050	-27900	-45150
46586	-24	620	-268	-49950	-27600	-46050
46634	408	840	-1900	-51900	-27600	-47850
46688	480	596	-352	-55650	-25200	-42450
46746	372	648	-824	-55650	-22950	-41250
46784	48	1180	-816	-56100	-24750	-41100
46838	360	772	-156	-41550	-33000	-45900
46886	380	1212	-448	-37950	-35700	-52650
46935	732	572	-1040	-25500	-36900	-55200
46989	124	956	-364	-20850	-36300	-49650
47045	-44	960	-1128	-14550	-33900	-42450
47084	-44	888	-672	-8250	-31950	-42300
47138	-540	1012	-728	-300	-28950	-42300
47187	-440	256	-1008	6900	-22200	-39600
47234	-384	236	-1592	16650	-11250	-40200
47288	-432	172	-724	22350	-1500	-42300
47336	-768	-364	-124	27000	6600	-50100
47394	-324	-292	-116	26100	10500	-51450
47438	-2040	436	-1300	25800	8400	-46500
47486	-964	536	-604	25200	10800	-42600
47534	-556	284	-928	23400	13500	-41250
47588	-428	-280	-1036	25350	14100	-42900
47636	-656	-100	-1128	24900	14400	-40650
47721	-952	448	-1264	24000	11850	-40500
47738	-744	268	-1036	24600	13050	-41100
47786	-544	0	-780	24900	16200	-43950
47834	-708	-16	-664	26700	15750	-51450
47888	-1452	704	84	25350	12900	-59100
47936	-1036	-64	-1080	25800	15150	-55050
47984	-652	-96	-480	25200	18000	-53850
48042	-716	92	-472	25650	16800	-56250
48086	-1184	228	-688	26700	14550	-55800
48134	-1628	-248	-1380	26400	13050	-59550
48188	-1072	2040	-1668	24150	9900	-66450
48236	-1264	-700	-1932	24000	18600	-45000
48284	-1068	176	-776	21450	15000	-42600
48341	-928	-88	-1048	21900	10800	-47250
48386	-608	-116	-456	23400	12600	-48150
48434	-904	264	-844	22350	9900	-49500
48489	-276	-116	1472	24300	12450	-50400
48536	-1088	-4	-600	24450	14550	-52950
48584	-888	444	1204	25650	17100	-59550
48642	-564	-220	-512	27150	11850	-62100
48686	-460	264	440	25800	10950	-64500
48734	-696	-12	-208	25050	13350	-57450
48788	-796	-548	-580	25950	16200	-55050
48836	-1088	-196	-688	25200	16350	-50850
48884	-1056	36	-584	24000	14250	-50250
48938	-1032	88	-1120	25350	8250	-48300
49022	-876	524	-696	23100	4200	-48750
49035	-976	396	-816	24300	4350	-48000
49089	-748	212	-984	23850	7350	-46200
49136	-160	-108	-692	24000	9150	-45900
49186	-448	-20	-612	23250	9450	-48600
49238	-408	36	0	24600	9150	-51300
49286	-620	264	-180	24600	7800	-49950
49342	-720	88	-1016	24300	10500	-43200
49388	-832	92	-1036	23400	13200	-40800
49436	-964	204	-960	21750	14700	-39450
49485	-964	488	-1032	22200	14700	-41850
49538	-420	-96	-1604	22650	17850	-45600
49587	-1428	884	808	25950	23400	-58500
49645	-764	-184	128	23550	30600	-66000
49688	-976	-484	-504	22050	33150	-66000
49736	-604	-448	-28	23250	32550	-65550
49784	-296	-80	-100	23700	28200	-63600
49838	-700	112	92	25050	25950	-63900
49886	-808	132	-16	25200	24150	-62400
49934	-968	292	-352	25950	22350	-57750
49990	-364	-520	-304	26550	21000	-54750
50036	-964	544	-604	27300	16500	-50850
50084	-1092	652	-1132	22950	11850	-41550
50138	-1076	268	-1412	21750	12900	-40200
50186	-932	248	-1268	22650	10950	-41700
50234	-740	316	-1308	22500	13950	-43050
50319	-588	148	-704	26250	19950	-51600
50336	-500	148	-688	26250	21600	-54000
50384	-1044	-244	-576	25050	24450	-57150
50438	-692	-8	-784	24750	24450	-60150
50487	-1048	8	328	23250	26400	-71400
50534	-1140	-304	148	23250	26850	-72300
50588	-980	-232	16	23400	25650	-69600
50649	-1052	108	-704	25650	23400	-65100
50828	-1060	-28	-444	26250	19800	-59700
50841	-1060	-28	-444	26400	19650	-56250
50857	-1104	-160	-1044	26400	19650	-56250
50874	-552	-560	-1676	26100	21450	-55050
50890	-1020	-260	-1048	25800	21900	-55200
50945	-580	-32	-512	25650	25050	-57750
50984	-888	552	-668	25500	23700	-58650
51038	-1608	-1976	1060	26100	21000	-60750
51086	-820	232	-592	25350	18300	-59100
51134	-880	256	-440	26400	18150	-57150
51188	-904	392	-696	26250	15000	-55050
51236	-692	296	-420	25650	14100	-52350
51293	-604	240	-388	25650	10500	-52350
51339	-932	252	-624	24450	9150	-49650
51386	-688	-1472	-1976	24450	7800	-49200
51434	-1072	292	-1076	24000	6450	-55500
51488	-804	328	-524	24000	4050	-56700
51536	-736	292	-812	24000	2400	-57900
51621	-816	288	-732	21750	-2550	-58200
51639	-268	192	-4	22500	-2400	-58200
51686	-864	328	-772	23100	-2250	-58200
51734	-964	428	-816	24000	-750	-57600
51789	-608	-144	-384	25050	5400	-54300
51837	-764	-20	-724	24900	9000	-50850
51884	-844	356	-568	24750	9450	-51300
51946	-768	48	-456	25950	12300	-51150
51986	-856	44	-808	24300	14400	-49200
52034	-856	-100	-972	25200	16200	-47400
52088	-816	-92	-840	23850	18300	-47700
52136	-748	-104	-784	24600	19950	-48750
52184	-748	148	-688	24150	19350	-48750
52241	-616	-128	-740	24750	21450	-48900
52286	-648	-20	-728	24450	21900	-49350
52335	-888	-112	-616	24000	22950	-48450
52388	-856	-140	-756	23100	22500	-47700
52436	-772	-20	-576	24000	21150	-47400
52484	-568	-96	-628	23700	21600	-46200
52538	-584	0	-640	23850	18750	-46200
52594	-796	240	-792	21750	17100	-42300
52634	-576	20	-904	20700	15750	-39900
52688	-704	304	-988	20100	13950	-37200
52736	-564	224	-1044	18750	14250	-33450
52784	-496	48	-892	18750	16500	-34200
52838	-492	72	-892	18300	17550	-34050
52886	-552	112	-948	17850	17400	-34050
52970	-656	72	-904	18900	16650	-36600
52988	-656	72	-904	20850	16500	-37350
53036	-708	96	-856	21300	17550	-40650
53084	-648	-112	-748	22350	18900	-43800
53139	-828	40	-708	23550	18000	-45900
53186	-772	-20	-660	24300	18600	-47250
53241	-732	-96	-604	24600	19350	-47550
53288	-780	-56	-656	24300	20250	-48450
53336	-784	-108	-548	23850	21000	-49200
53384	-760	-136	-480	23400	21150	-49350
53438	-764	-268	-752	23850	22500	-46950
53486	-672	-284	-684	23250	22800	-45600
53535	-728	-200	-668	23100	22200	-45300
53594	-604	-280	-476	22800	22650	-46200
53636	-796	-60	-592	23550	22050	-45300
53685	-720	-296	-852	22350	22800	-44850
53738	-644	-376	-780	23100	23250	-44100
53786	-652	-440	-752	22650	23850	-43650
53834	-660	-368	-744	21750	23700	-44400
53889	-692	-360	-744	22950	24150	-44400
53936	-720	-292	-648	22950	24000	-45900
53984	-684	-312	-696	22500	24150	-46050
54038	-736	-288	-680	23400	22950	-46050
54086	-732	-316	-908	24450	24000	-47100
54134	-776	-264	-664	24450	21300	-50400
54188	-760	-276	-424	24900	21450	-51600
54297	-808	-276	-660	24900	21600	-49950
54312	-808	-284	-724	24750	22350	-49800
54338	-816	-240	-716	25650	21150	-50550
54387	-780	-256	-600	24000	20850	-50100
54434	-776	-288	-704	25200	20850	-49800
54488	-752	-268	-560	24150	20550	-49500
54546	-748	-240	-628	24000	19800	-49650
54584	-752	-244	-628	25050	19950	-50100
54639	-764	-196	-676	23850	19350	-48300
54688	-708	-300	-836	24150	18750	-45900
54734	-864	-92	-748	24150	18000	-45450
54788	-732	-256	-772	23700	17700	-46050
54846	-712	-252	-712	23400	16800	-46200
54885	-720	-212	-684	23850	17250	-45750
54938	-740	-196	-688	24300	17100	-44700
54986	-764	-172	-740	23550	16200	-45150
55089	-764	-180	-740	23850	17100	-44250
55104	-772	-172	-724	23550	15600	-45300
55136	-744	-196	-724	24000	16350	-45150
55194	-716	-220	-728	22650	15900	-44250
55238	-720	-180	-708	24450	15750	-44850
55286	-736	-192	-728	24000	16800	-43950
55335	-752	-200	-736	24300	16950	-44400
55388	-748	-188	-764	23550	15750	-43500
55436	-724	-212	-780	23250	16050	-43950
55521	-704	-196	-708	23850	15750	-44250
55538	-680	-184	-704	22950	16500	-44400
55586	-624	-156	-644	22950	15900	-44100
55634	-628	-20	-600	22950	15300	-42750
55688	-704	4	-840	22800	13800	-42000
55736	-716	-176	-1076	23850	13800	-42000
55784	-632	-512	-1460	24450	13950	-48000
55842	-1288	584	376	22500	-3900	-53250
55886	-968	640	-144	18750	-8100	-48450
55934	-736	200	-760	17850	-8100	-45450
55988	-648	380	-752	16500	-11250	-48300
56036	-528	456	-660	16050	-13650	-48900
56084	-528	476	-716	13650	-15900	-48000
56142	-532	492	-652	11550	-17250	-47700
56186	-600	544	-660	10950	-18600	-46650
56234	-632	596	-736	10050	-18900	-45900
56288	-612	496	-744	10050	-18000	-44400
56336	-560	472	-692	9900	-18150	-44850
56384	-508	252	-428	10800	-16800	-42750
56439	-568	464	-944	9000	-17100	-40050
56487	-488	308	-780	8100	-16800	-38850
56534	-504	308	-936	8700	-15900	-37200
56588	-520	200	-968	7800	-16050	-36300
56636	-564	288	-892	6750	-17250	-36150
56685	-516	300	-1028	5850	-16800	-35100
56738	-480	244	-740	4950	-17400	-35700
56821	-476	724	-728	-5550	-24600	-33900
56837	-448	724	-1156	-8250	-25800	-33300
56888	-332	948	-1180	-12000	-26850	-35100
56937	-248	540	-852	-7350	-27900	-36450
56984	-312	428	-892	-5700	-26700	-37950
57038	-356	548	-880	-2400	-25800	-39150
57093	-424	292	-864	900	-23100	-38850
57134	-880	368	-668	3900	-21450	-40350
57188	-660	536	-700	6900	-21300	-43350
57236	-644	352	-528	7650	-18750	-42450
57284	-728	212	-792	10500	-16950	-41550
57338	-708	232	-832	11250	-15600	-40650
57386	-588	228	-592	11550	-14700	-40050
57441	-736	148	-568	9600	-13200	-37500
57488	-792	228	-768	10500	-12450	-36150
57536	-804	152	-740	9750	-12600	-36000
57584	-788	128	-556	10050	-12300	-35550
57639	-704	88	-612	9750	-13350	-35850
57686	-828	480	-244	9600	-14100	-36150
57745	-860	76	-704	10050	-14100	-37500
57788	-948	140	-604	9750	-14550	-37650
57836	-884	56	-552	9000	-15750	-38400
57885	-956	108	-628	8700	-15150	-37950
57938	-828	128	-436	9450	-15750	-38100
57986	-800	64	-396	9000	-16950	-39750
58034	-812	84	-344	8550	-17700	-41100
58117	-1036	180	-200	9150	-16500	-39900
58136	-1184	196	-776	8850	-17100	-37800
58184	-1060	84	-576	7950	-16350	-38250
58238	-952	28	-588	6450	-17100	-36000
58286	-732	-24	-468	7050	-15750	-34800
58335	-352	-88	-292	2100	-16350	-30450
58388	-228	524	-492	-5250	-21300	-30300
58445	-568	1228	-212	-18900	-25800	-29850
58484	-224	468	-252	-24300	-27300	-32100
58538	-56	1268	-16	-37050	-29700	-37200
58586	164	1244	112	-44100	-27000	-38400
58634	524	700	208	-51000	-25500	-39300
58689	508	880	108	-57150	-21150	-42600
58745	672	952	148	-60450	-18150	-43200
58784	812	996	-124	-62700	-15900	-43200
58838	804	1336	144	-64800	-12900	-43950
58886	704	668	100	-64950	-13650	-44400
58934	560	532	32	-65400	-13200	-47550
58988	620	816	212	-65100	-13350	-51300
59038	732	720	156	-66300	-13950	-52200
59084	696	664	196	-65700	-13650	-52500
59138	528	528	124	-67500	-13800	-54750
59187	596	668	224	-66300	-13950	-55650
59234	680	568	292	-65250	-14550	-53550
59289	752	676	456	-65850	-13500	-53850
59336	684	580	344	-66300	-14400	-53850
59422	676	692	440	-65400	-14850	-54000
59438	688	664	408	-65400	-15000	-53700
59488	636	632	316	-64950	-15600	-53850
59534	592	704	332	-65400	-16050	-54300
59588	608	796	372	-64050	-15150	-54450
59636	604	688	392	-64800	-17250	-54000
59684	556	728	388	-63600	-16350	-55050
59741	504	736	360	-62250	-17400	-55350
59786	408	760	356	-62250	-19650	-56400
59834	416	732	336	-61050	-20850	-57000
59889	484	1136	424	-60600	-20550	-56400
59936	556	1352	516	-56100	-24000	-56400
59985	180	1368	396	-49650	-28200	-54450
60042	52	852	200	-41550	-31200	-52200
60086	72	348	248	-30750	-33900	-49950
60134	4	188	108	-25950	-34200	-49650
60188	120	404	-8	-25200	-33750	-47550
60236	-244	1580	-96	-26700	-33300	-44550
60284	-436	1428	-360	-25350	-32100	-41850
60338	-100	704	-36	-15300	-30450	-39150
60393	-572	276	-392	-7800	-26250	-34950
60434	-764	328	-464	-7050	-25050	-33300
60488	-916	240	-488	-6450	-24000	-32700
60536	-920	384	-444	-7200	-23700	-32400
60584	-864	584	-636	-9450	-24300	-32550
60639	-776	828	-492	-10050	-25200	-32250
60725	-568	644	-392	-12000	-25050	-32400
60742	-604	640	-420	-12600	-26700	-32850
60788	-620	572	-524	-13200	-26850	-32550
60838	-640	632	-536	-15450	-26250	-33000
60884	-612	648	-456	-16800	-27300	-31950
60938	-552	564	-436	-17400	-25650	-31800
60993	-416	600	-352	-18000	-25800	-29550
61034	-536	764	-528	-19800	-24450	-29850
61088	-548	660	-616	-21450	-23550	-27000
61137	-496	560	-536	-22200	-23400	-26550
61184	-540	652	-588	-23700	-23550	-26250
61239	-608	652	-680	-22800	-21450	-24900
61286	-536	708	-660	-24150	-21300	-25650
61341	-636	780	-880	-23700	-22650	-25350
61388	-520	632	-760	-23550	-22650	-26850
61436	-336	560	-592	-23100	-22950	-24900
61484	-276	600	-600	-21300	-22050	-26850
61538	-408	704	-800	-21900	-22350	-26400
61586	-560	728	-784	-21450	-22500	-25200
61642	-480	620	-608	-21600	-20400	-23250
61688	-456	548	-536	-19650	-18900	-22500
61737	-436	664	-500	-18750	-18150	-22050
61784	-508	676	-532	-17400	-17850	-21600
61838	-544	532	-628	-18300	-18150	-22050
61886	-568	644	-696	-18150	-18000	-21900
61969	-388	512	-452	-18750	-17850	-22050
61988	-368	544	-460	-19350	-18300	-21600
62037	-544	792	-636	-21600	-19500	-22650
62084	-564	768	-628	-23250	-19650	-22800
62138	-524	680	-636	-22800	-20250	-22950
62281	-436	524	-576	-24150	-18750	-21450
62336	-548	696	-756	-23700	-18300	-20850
62349	-556	692	-804	-23700	-18300	-20850
62366	-556	692	-804	-24300	-17250	-20850
62385	-580	740	-816	-24750	-18300	-20700
62438	-504	632	-736	-23400	-17400	-20550
62487	-448	544	-656	-22500	-16500	-20700
62535	-504	584	-692	-19800	-17400	-20100
62594	-516	588	-732	-20250	-17400	-20550
62636	-544	628	-724	-19050	-16500	-21750
62685	-508	500	-724	-18450	-17250	-21600
62738	-528	464	-888	-16650	-14700	-19350
62786	-624	436	-620	-16200	-12300	-18150
62834	-664	432	-664	-13800	-10050	-18450
62890	-736	420	-700	-12900	-8850	-17550
62936	-696	388	-740	-12750	-8700	-17550
62984	-764	524	-752	-10800	-10650	-19050
63038	-816	476	-800	-10800	-11400	-19650
63086	-644	316	-528	-10200	-12900	-20550
63134	-456	152	-640	-8700	-15000	-22050
63217	-608	320	-544	-7500	-15450	-23400
63236	-572	400	-564	-7050	-15000	-22500
63284	-792	428	-524	-5850	-15300	-23400
63338	-880	180	-680	-3450	-14550	-24150
63386	-912	488	-440	-1500	-12750	-24600
63436	-840	240	-488	750	-13050	-25950
63488	-1032	412	-392	300	-12600	-26250
63545	-904	236	-428	2400	-13200	-27000
63584	-760	400	-368	3900	-13350	-29400
63639	-932	488	-264	4050	-14550	-30750
63686	-1092	372	-236	4200	-15900	-32250
63734	-852	452	-244	4950	-16800	-33900
63790	-792	508	-88	6300	-16500	-37200
63846	-664	628	-8	7200	-16200	-37500
63884	-816	688	60	6750	-19200	-38700
63938	-724	592	64	7950	-20400	-40500
63986	-572	732	84	5700	-21600	-42150
64034	-624	660	128	3750	-25050	-43950
64088	-692	816	212	150	-26100	-44550
64136	-340	820	220	-3300	-29100	-46800
64193	-240	864	276	-8400	-32400	-48750
64238	-40	776	256	-13650	-33900	-49800
64287	216	680	172	-20700	-33600	-49200
64335	-44	916	208	-23250	-32550	-46350
64388	-152	780	64	-24900	-32100	-44100
64436	-188	1252	292	-25350	-33150	-43800
64542	-152	1152	320	-27900	-32100	-42900
64557	112	1108	352	-27750	-33000	-42450
64586	88	1104	292	-29700	-33300	-44250
64634	-16	1012	200	-33150	-33150	-45000
64688	364	540	32	-40950	-31950	-49200
64736	256	544	24	-44100	-30150	-50100
64785	524	280	-48	-52200	-25950	-49800
