millis	ax	ay	az	mx	my	mz
95888	-400	540	256	-23100	-29550	-77250
95936	-372	1040	420	-25200	-30300	-76050
95984	-544	2040	624	-27150	-31500	-75150
96038	-280	1264	300	-28950	-30150	-76500
96086	-44	352	-28	-30450	-29850	-78450
96134	-224	932	-44	-25950	-30300	-76200
96188	-612	1160	116	-20700	-32400	-71400
96236	-148	388	44	-21000	-31800	-74550
96284	-416	428	-56	-15900	-31950	-73350
96338	-472	796	-72	-13350	-32850	-70950
96392	-704	1076	-28	-14400	-31650	-72600
96434	-436	932	36	-16650	-31800	-73950
96488	-476	740	36	-22500	-32700	-75450
96537	-152	1348	520	-26400	-32700	-73650
96584	-180	904	140	-28500	-32100	-75450
96638	-448	1032	64	-27600	-32550	-76350
96721	-300	884	232	-28050	-32400	-75450
96735	-300	884	232	-28050	-32400	-75450
96788	-288	508	44	-28500	-31950	-78600
96836	16	632	144	-29550	-31350	-79650
96884	-328	652	172	-30000	-31800	-80550
96939	-472	892	288	-28050	-32100	-79950
96986	-388	840	224	-26700	-30750	-80700
97042	-564	912	28	-25950	-32700	-80550
97088	-484	968	-196	-25800	-32250	-78450
97137	-1008	1820	-48	-16950	-34950	-70350
97184	-372	1812	412	-14250	-35850	-71400
97238	-28	1072	612	-17400	-33000	-81150
97286	-136	556	372	-18150	-29400	-86400
97341	-480	980	232	-12000	-26400	-88050
97388	-348	884	236	-6900	-26400	-87450
97437	-20	664	328	-2250	-22500	-88650
97484	-116	224	76	-750	-22200	-86850
97538	-548	652	-64	2550	-21750	-83250
97586	-676	636	-304	1800	-23850	-81750
97635	-380	804	128	-4800	-25350	-83700
97693	-704	980	136	-9000	-26100	-85200
97736	-16	1024	220	-12300	-25200	-86850
97784	16	1196	288	-14400	-25350	-88050
97838	-492	1168	56	-14100	-24600	-86550
97887	504	1196	444	-13350	-25950	-86100
97935	-484	992	220	-11550	-24450	-86850
98021	160	904	348	-16950	-25050	-85800
98036	-580	704	-76	-16500	-26100	-84750
98084	-172	888	96	-12750	-26250	-82500
98138	-256	796	284	-10200	-26700	-81600
98186	-316	668	240	-9750	-25950	-81900
98234	-356	712	224	-8400	-24600	-81600
98288	-400	860	392	-6000	-24000	-80700
98346	-288	1216	788	-6750	-23250	-82050
98384	-104	1596	1072	-7650	-22500	-84750
98438	-152	1060	696	-9300	-19650	-87600
98488	-124	1012	376	-9900	-18000	-90000
98534	-96	940	312	-10350	-16200	-90600
98588	156	776	268	-7950	-15600	-90300
98645	-88	452	104	-8100	-16800	-89400
98684	-116	664	180	-6600	-16500	-88200
98738	-264	888	220	-3600	-17250	-86400
98786	-228	888	260	-3150	-18000	-84450
98834	-128	1036	292	-3600	-18600	-82800
98888	-152	884	288	-2100	-17550	-82800
98936	-112	924	396	-2250	-18600	-84600
98993	-284	1252	580	-2850	-17850	-82200
99039	-60	944	504	-2700	-17850	-82800
99086	-152	912	552	-4050	-18300	-82200
99134	-180	820	484	-4200	-17700	-84450
99189	-556	592	244	-2850	-16650	-84750
99236	-160	624	344	-2700	-16800	-83100
99321	-252	800	344	-900	-15900	-82050
99338	-248	860	392	0	-16350	-81450
99386	-240	908	368	600	-15300	-80700
99434	-324	976	372	2850	-15000	-78150
99488	-212	960	460	3300	-16050	-78450
99536	-212	892	588	2700	-15150	-78600
99584	-136	1020	708	3450	-14550	-79200
99641	-204	884	520	3300	-15300	-77700
99687	-172	976	520	4500	-15000	-75150
99734	-200	976	456	6900	-14400	-73650
99788	-236	856	400	6300	-15000	-72450
99836	-180	812	400	6450	-15000	-71550
99884	-244	768	360	7650	-16050	-70500
99938	-264	716	328	8100	-14550	-70050
99993	-220	760	372	7800	-16350	-70500
100034	-260	764	320	8400	-14700	-69150
100088	-232	764	288	8100	-15300	-68250
100136	-248	748	248	8700	-16200	-67650
100185	-204	804	228	7650	-17100	-66750
100238	-276	972	152	8550	-17400	-66300
100297	-172	1116	128	7350	-18600	-64200
100334	-236	1064	24	7050	-18450	-62550
100388	-228	984	-28	7200	-19650	-63450
100436	-116	952	12	6900	-20400	-63000
100484	-240	928	-4	6600	-20850	-62400
100538	-268	1000	20	6000	-21450	-61350
100586	-316	1000	64	5250	-21150	-61350
100670	-340	996	168	3900	-23400	-60150
100689	-324	976	196	4500	-22650	-60150
100736	-284	972	200	4650	-22950	-60900
100784	-212	964	160	4650	-22200	-60600
100838	-160	916	124	6000	-22050	-60900
100887	-156	872	140	5250	-21750	-61050
100934	-184	932	192	4800	-21900	-61050
100989	-220	924	220	3900	-23100	-60450
101036	-248	948	172	3450	-22950	-61350
101085	-216	916	104	4800	-23400	-60750
101138	-196	952	56	4950	-22200	-61650
101186	-136	952	56	5100	-21900	-60000
101234	-156	944	84	5100	-21000	-60300
101289	-168	896	204	6000	-22500	-61350
101337	-192	864	200	4950	-21150	-61500
101384	-228	848	236	3450	-22500	-60900
101438	-192	844	184	4350	-23400	-62100
101486	-140	968	64	4350	-24300	-61200
101534	-160	1108	8	5550	-22500	-59550
101588	-116	1148	20	6300	-21600	-59400
101645	-180	1032	-72	6000	-22350	-58200
101684	-176	908	-108	6150	-21750	-59100
101740	-184	940	0	7050	-21450	-58800
101786	-212	1052	84	7200	-22200	-58950
101834	-284	1016	104	6000	-21900	-58650
101888	-312	1052	160	6600	-21900	-58800
101973	-204	964	216	6750	-21300	-61200
101984	-192	948	244	6000	-20850	-61950
102039	-84	800	268	4500	-21150	-63300
102086	-52	820	316	5700	-21000	-64500
102134	-104	804	168	5400	-21600	-64050
102188	-196	848	152	4350	-21600	-64200
102237	-144	924	96	4950	-21000	-64350
102293	-196	984	100	6300	-20850	-64500
102338	-188	940	152	4950	-21300	-64650
102386	-204	936	196	5100	-22350	-64500
102434	-180	892	292	5100	-22650	-64950
102488	-132	932	464	4650	-23400	-66750
102536	-172	920	472	5250	-23400	-65850
102584	-80	900	424	4650	-23250	-66900
102642	-76	776	180	7050	-22950	-67500
102686	88	976	220	8400	-22500	-66450
102735	-52	796	-100	11850	-21750	-63750
102788	104	872	-80	13500	-21600	-61050
102836	-88	996	-124	16650	-22650	-57750
102886	-172	1040	-144	17100	-23100	-53400
102942	-156	1044	-104	17400	-22800	-49800
102986	-112	1008	8	17850	-24000	-48300
103035	-108	864	-132	16950	-24750	-46350
103088	12	700	-208	15750	-25950	-45450
103136	-612	1476	-560	14700	-25350	-40350
103184	-464	1912	-460	18450	-21450	-37950
103274	8	848	-336	23850	-13800	-44250
103286	8	848	-336	23850	-13800	-44250
103334	-216	624	-196	23250	-10800	-48750
103389	-120	872	-12	22350	-11100	-51750
103436	-252	988	-4	20100	-12000	-56400
103484	-136	824	4	17550	-14100	-60450
103538	-344	664	-136	12750	-18150	-63900
103593	-128	632	44	8700	-19500	-66000
103634	92	732	184	5250	-20250	-66900
103688	124	932	536	4200	-22200	-66450
103736	176	1148	616	-1050	-26700	-66300
103784	-136	1028	452	-1800	-27150	-65550
103838	-60	976	316	-2550	-29250	-64350
103886	-100	1112	304	-3300	-30600	-64650
103934	-72	1012	252	-2700	-32250	-64200
103988	-64	1044	220	-3300	-30900	-64650
104036	-72	1044	176	-3150	-32250	-64200
104084	-60	956	124	-2700	-31950	-64500
104139	-32	932	124	-3300	-32100	-65250
104186	-20	932	112	-2250	-30150	-65100
104241	-72	956	64	-1650	-30900	-65100
104289	-24	960	92	-1200	-30750	-64650
104336	-4	912	84	-1050	-30600	-64800
104384	8	864	84	0	-30600	-65100
104438	16	864	148	900	-30300	-63300
104486	-40	784	100	4500	-29100	-61200
104534	-160	984	116	9450	-28650	-55650
104618	-456	1112	-200	9000	-27150	-47250
104636	-484	1068	-240	9150	-26550	-47850
104684	-400	1072	-248	8850	-26100	-46050
104738	-308	964	-256	8100	-23400	-47100
104787	-216	856	-252	6600	-23100	-47100
104834	-248	828	-232	6750	-23100	-46950
104889	-268	928	-228	4950	-22650	-46350
104936	-244	888	-236	4350	-22200	-47400
104984	-300	944	-220	4500	-23400	-46800
105038	-336	972	-220	3750	-23250	-46950
105087	-312	924	-192	3150	-23250	-45450
105134	-276	868	-196	2250	-22800	-46500
105188	-272	876	-128	1950	-22800	-45450
105246	-288	928	-56	750	-24000	-43500
105285	-304	944	-76	750	-23550	-44550
105338	-332	972	-92	-750	-23700	-44550
105386	-328	964	-116	-150	-23400	-45000
105435	-280	968	-84	0	-23100	-44100
105488	-284	980	-72	300	-23700	-45450
105545	-248	984	-96	300	-23400	-45450
105585	-252	948	-116	-300	-22350	-46050
105638	-244	940	-168	2400	-22200	-46050
105686	-272	956	-160	3150	-21900	-47550
105734	-276	920	-156	2250	-22050	-47400
105788	-268	872	-188	2550	-22500	-49050
105836	-260	880	-188	2400	-22350	-49200
105941	-216	820	-272	1950	-22350	-48900
105957	-244	940	-220	1200	-22950	-48150
105986	-232	976	-216	1050	-22350	-46950
106034	-328	936	-240	-150	-22500	-46350
106088	-600	1136	-276	-750	-21900	-44700
106136	-316	824	-164	-1650	-21450	-45750
106193	-408	948	-88	-1500	-22650	-45300
106238	-444	1056	48	-3150	-22200	-46800
106286	236	1780	1128	-750	-20700	-46950
106334	-240	1160	124	-450	-21000	-48150
106389	124	944	164	450	-22500	-54750
106436	8	896	296	1050	-22650	-57450
106484	-184	860	168	4650	-19800	-59700
106542	-184	996	496	3900	-21600	-62700
106587	-144	788	204	2550	-20850	-66600
106634	-168	840	276	2550	-21750	-67650
106688	-108	728	228	2400	-21450	-67800
106736	-272	680	104	1650	-22950	-68850
106784	-224	1100	532	-3900	-24150	-72900
106842	160	1172	788	-8850	-24450	-75450
106886	104	900	624	-9750	-23850	-79650
106934	140	664	616	-8250	-19800	-82950
107038	128	576	740	-2100	-12900	-87450
107053	280	476	744	-2100	-12900	-87450
107084	300	448	704	-3150	-13650	-86850
107138	200	616	576	-7500	-17850	-84600
107221	-400	872	612	-7950	-22950	-76200
107237	-376	808	556	-7350	-23550	-76200
107290	-108	944	636	-8850	-25050	-73800
107337	-72	796	632	-8100	-24600	-72150
107384	-60	784	636	-8850	-24450	-72300
107438	-48	800	616	-8250	-25800	-71400
107493	-240	712	904	-10350	-26700	-72300
107534	-32	680	592	-11700	-26850	-71850
107588	-44	832	664	-10950	-26550	-71700
107636	36	808	612	-11550	-26550	-71550
107684	56	460	664	-15150	-27000	-73650
107739	144	372	596	-19200	-28050	-71400
107786	472	884	452	-23250	-29100	-70800
107841	364	572	444	-32550	-29250	-68400
107888	516	460	324	-38850	-27600	-68550
107936	736	704	520	-45900	-24600	-68250
107984	660	404	824	-50100	-20850	-67950
108039	752	496	604	-55200	-17250	-69000
108086	532	392	816	-57300	-15450	-70950
108145	792	240	768	-56550	-15000	-74550
108188	604	288	672	-54300	-14100	-78300
108236	600	268	772	-52950	-11850	-82800
108284	496	152	808	-52500	-10500	-83400
108338	604	220	748	-52350	-8550	-86100
108386	396	84	904	-51900	-7050	-87150
108435	432	200	900	-51600	-5400	-89400
108522	260	44	888	-51000	-4350	-90900
108536	284	-44	920	-50700	-3600	-91500
108584	316	104	920	-49200	-2550	-92550
108638	240	-52	932	-47250	-1200	-93300
108686	264	8	896	-46650	-2700	-93000
108734	268	-120	892	-45000	-3000	-93450
108789	208	-80	900	-43800	-3000	-94800
108836	216	-92	848	-41550	-3900	-95100
108885	228	-72	952	-41400	-3000	-95250
108938	308	-8	1140	-42300	-3450	-95100
108986	284	68	1216	-40800	-2850	-94950
109034	200	40	1016	-40950	-1500	-96600
109089	152	48	1088	-38700	0	-97650
109145	140	-8	1032	-39450	150	-97050
109184	264	48	1016	-39300	900	-98400
109238	196	-12	912	-40350	1200	-97200
109288	192	4	944	-41100	450	-97650
109334	120	-144	1056	-40650	0	-97350
109388	244	56	1200	-43200	-1200	-96000
109436	384	84	1040	-46500	-3000	-93150
109493	380	60	876	-47400	-3750	-92550
109538	360	92	976	-48150	-3750	-91350
109587	480	104	904	-49950	-5700	-90000
109634	404	124	904	-48600	-5250	-90150
109688	464	44	836	-49950	-5250	-89100
109736	416	88	864	-50250	-5550	-89100
109821	500	108	852	-48900	-5550	-89250
109838	440	124	912	-50550	-5700	-89100
109887	512	100	836	-49050	-5400	-88950
109934	404	0	792	-49800	-5850	-90300
109988	480	76	680	-49950	-6300	-89400
110036	500	116	1020	-49800	-5700	-88650
110085	528	176	852	-49350	-8250	-88800
110142	448	192	864	-48750	-7800	-88500
110186	416	104	928	-47550	-8400	-90000
110234	364	184	924	-46050	-7200	-90600
110288	428	52	872	-44550	-7800	-91350
110336	340	108	948	-45300	-6750	-91200
110384	496	96	860	-48150	-5100	-91350
110438	460	56	868	-49800	-5100	-89850
110494	440	92	840	-51600	-2850	-89100
110534	452	16	868	-50850	-4050	-89100
110588	536	100	804	-51600	-4650	-88950
110636	460	92	1008	-51000	-5250	-89100
110684	428	36	752	-49800	-4350	-90000
110738	448	76	996	-48750	-5400	-90600
110794	400	92	940	-46200	-4650	-91800
110834	352	120	872	-45000	-4500	-93450
110888	376	12	844	-45150	-4650	-93900
110937	412	80	856	-46050	-4050	-92850
110984	388	32	952	-49200	-4500	-90450
111038	488	84	808	-48900	-4350	-90750
111086	428	92	1080	-49350	-4800	-90150
111169	360	92	980	-47250	-4500	-90900
111188	444	20	840	-47550	-4050	-91350
111236	332	16	980	-47550	-4500	-92250
111284	360	92	868	-45300	-3450	-93150
111338	328	4	924	-44550	-4200	-93900
111386	364	48	916	-44250	-2850	-93450
111434	480	24	924	-46500	-3900	-92700
111489	344	72	1024	-48300	-4050	-92550
111536	408	52	952	-47100	-3750	-92100
111584	376	20	968	-47400	-3150	-92400
111641	364	20	928	-45000	-4200	-92700
111686	264	16	1012	-45000	-2850	-94500
111734	336	-8	916	-43650	-3600	-94650
111789	396	-16	856	-42750	-2700	-94800
111836	288	20	1020	-42600	-1800	-94800
111884	356	-32	876	-43500	-2250	-94950
111939	336	-60	856	-44850	-1950	-93750
111986	376	28	956	-46200	-2250	-93000
112034	388	-20	920	-46950	-3150	-93600
112089	408	24	972	-46650	-2850	-92850
112146	392	40	1000	-46050	-3300	-93600
112184	344	52	1032	-44700	-3300	-93750
112238	312	-8	920	-44400	-2700	-94950
112287	300	-8	944	-42600	-750	-95700
112334	296	-32	956	-44250	150	-95700
112388	304	-24	936	-43050	900	-95850
112437	300	-48	972	-43950	150	-95700
112521	392	-64	828	-43800	-1050	-95250
112538	348	-72	992	-45300	-900	-95400
112586	320	4	1012	-46200	-900	-94050
112634	392	40	936	-46350	-1650	-93600
112688	324	-28	964	-46650	-1950	-93750
112736	452	16	972	-47700	-1950	-92850
112793	360	16	812	-45450	-900	-94350
112838	296	-24	988	-44550	-1200	-95550
112886	384	-72	932	-43950	-1350	-96750
112935	348	-64	1020	-43350	-750	-96600
112988	348	-88	980	-44100	-450	-96150
113036	284	-160	1000	-44250	450	-95550
113084	384	4	836	-44400	-300	-94500
113141	388	96	996	-44850	-750	-94650
113186	484	20	996	-43650	-1350	-94950
113234	280	-32	1048	-42450	-2400	-93750
113288	304	52	920	-42000	-4350	-94050
113433	424	-36	860	-45000	-6600	-91050
113444	360	244	1072	-45000	-6600	-91050
113458	360	244	1072	-45450	-6150	-90150
113514	408	-12	784	-45000	-6750	-90300
113535	700	312	988	-45600	-5850	-89550
113588	532	44	992	-46200	-8250	-87750
113636	416	200	976	-47100	-9150	-87300
113684	596	-60	820	-46950	-7800	-88050
113738	444	-20	676	-45600	-7650	-90150
113822	500	180	820	-44100	-7350	-90750
113834	500	180	820	-43350	-6750	-92100
113888	412	104	796	-43650	-7500	-91350
113937	408	96	1020	-44550	-5700	-90750
113984	448	32	780	-45450	-5400	-90600
114038	460	92	1028	-47550	-5850	-90450
114086	456	100	904	-47100	-5550	-89700
114141	376	108	912	-45750	-5550	-90450
114188	428	56	872	-45150	-5850	-91050
114236	380	68	1004	-45750	-5250	-91800
114284	332	8	852	-44400	-5100	-92700
114338	372	44	944	-42450	-5700	-93450
114386	340	28	876	-42450	-4650	-91950
114435	316	4	892	-45300	-4650	-92550
114494	404	104	920	-44550	-5250	-91500
114536	380	80	964	-45000	-5100	-91650
114584	432	100	976	-44100	-5550	-91800
114638	348	76	944	-44250	-5550	-92100
114686	472	128	976	-44700	-5250	-92250
114734	320	40	908	-42900	-4350	-91950
114790	360	36	944	-42150	-3300	-94050
114836	316	-72	760	-39600	-3300	-94800
114884	376	-12	912	-42750	-3150	-93450
114938	368	20	952	-45300	-3300	-91950
114986	432	112	916	-45300	-4200	-91800
115034	372	8	808	-43800	-5100	-92100
115088	312	48	1040	-42900	-4650	-92250
115173	296	4	1068	-43050	-4050	-93150
115189	344	32	960	-43200	-4200	-93300
115238	220	0	944	-42900	-3750	-93900
115286	288	-52	724	-41400	-2550	-94350
115334	256	0	840	-42000	-150	-95100
115388	444	-12	948	-42900	-900	-95700
115436	252	-128	1064	-43800	-900	-95400
115493	520	-328	748	-43500	-1950	-93600
115538	360	36	896	-43650	-3000	-93600
115587	372	-48	936	-44250	-2850	-93300
115634	360	8	924	-43650	-2700	-93300
115688	300	-8	964	-43350	-4050	-93300
115736	384	60	916	-42300	-2400	-93150
115793	380	48	952	-44400	-3000	-92550
115838	340	48	1020	-45300	-3150	-93150
115886	320	92	980	-43500	-3450	-92400
115934	316	36	884	-42900	-3600	-93450
115988	312	44	1096	-43050	-2850	-93900
116038	356	100	1060	-44400	-3900	-93150
116085	300	-48	872	-42450	-2550	-92850
116141	392	44	896	-42150	-2850	-94200
116186	368	16	864	-46500	-1650	-92250
116234	492	136	1108	-47250	-2250	-91950
116437	356	64	960	-46500	-1950	-91950
116452	412	48	920	-47100	-1500	-93000
116466	372	-20	1008	-47100	-1350	-93450
116482	364	-188	776	-47100	-1350	-93450
116586	348	-100	860	-43650	-750	-94350
116601	248	-24	1048	-43650	-750	-94350
116614	248	-24	1048	-44100	-600	-94050
116636	280	-52	1024	-44100	-900	-94500
116684	276	-108	948	-42900	-150	-94650
116739	200	-188	812	-42300	-600	-94950
116797	236	-332	816	-42600	-1350	-93300
116834	332	12	900	-43350	-1200	-93750
116888	400	-40	1072	-43800	-2250	-94200
116936	372	32	932	-42900	-2700	-93150
116984	332	48	1024	-43050	-2850	-93150
117038	336	32	940	-42600	-2700	-94800
117086	308	-88	908	-41700	-1950	-95400
117141	448	-16	848	-40950	-450	-96300
117189	300	-96	900	-40200	-150	-96300
117236	312	-56	972	-41550	-600	-95250
117285	384	-28	1004	-43050	-150	-94200
117338	284	-72	1020	-42600	-300	-94350
117386	288	192	1120	-44100	-1500	-94950
117441	400	-60	836	-42000	-2100	-94950
117488	300	-124	888	-42450	-1500	-96150
117536	208	20	1084	-43050	-1950	-94950
117584	296	56	872	-40950	-1350	-96600
117638	220	72	856	-40500	-2400	-96300
117686	72	48	1172	-40950	-3600	-96900
117734	72	84	1064	-41700	-3900	-95250
117817	268	60	996	-44550	-3450	-94050
117836	236	104	960	-45300	-3450	-93750
117884	140	108	968	-45000	-2700	-93750
117938	236	176	888	-44550	-3300	-94650
117986	72	164	936	-45600	-3300	-95250
118034	176	136	988	-44100	-4050	-95250
118088	136	124	972	-43950	-3600	-95100
118145	-44	-36	1044	-44100	-3600	-95100
118184	144	-28	992	-42000	-3000	-96300
118239	296	-20	1200	-39150	-5100	-95850
118286	188	92	884	-38850	-6000	-95550
118334	228	224	1012	-38850	-7200	-96000
118389	140	220	1020	-38550	-6600	-95700
118445	88	408	720	-37800	-7350	-95400
118484	-100	256	1044	-35400	-10800	-94350
118539	52	24	836	-28500	-13950	-94350
118587	52	436	952	-25350	-15150	-93450
118635	-104	512	852	-23550	-14250	-94200
118688	16	384	860	-21750	-10500	-95700
118737	28	196	1068	-19200	-9600	-96150
118794	44	380	736	-15900	-8400	-95550
118838	-44	176	868	-14700	-7650	-96000
118886	-132	440	1116	-12750	-5550	-96600
119029	-16	212	1040	-10950	-3450	-96450
119041	-16	212	1040	-10350	-3000	-95700
119053	-104	168	944	-10350	-3000	-95700
119137	-156	284	1060	-11850	-2700	-96300
119153	-48	224	952	-11850	-2700	-96300
119186	96	448	872	-12750	-4650	-95850
119235	-52	228	304	-15300	-6600	-95550
119288	-252	808	348	-18000	-3150	-97350
119336	184	-168	-36	-15600	-600	-98400
119384	8	176	1060	-16200	-1050	-98400
119441	28	176	960	-16500	-1050	-97800
119486	24	160	960	-16500	-900	-98550
119535	24	160	964	-16950	-750	-98850
119588	24	164	984	-17550	-900	-99000
119636	28	168	980	-17400	-1200	-99000
119684	24	168	984	-16650	-300	-98700
119742	24	156	980	-16500	-450	-98700
119786	24	240	1068	-17100	-600	-98850
119834	24	204	1012	-17250	-1350	-99000
119888	24	148	972	-16650	-750	-98400
119936	20	144	976	-16950	-1050	-98400
119984	28	172	992	-18000	-1500	-98850
120039	20	160	980	-16950	-450	-99450
120101	24	168	980	-16500	-1500	-98400
120134	20	164	984	-16650	-1050	-99300
120189	20	172	980	-16650	-900	-98250
120237	28	172	984	-17250	-300	-98700
120284	24	160	984	-17250	-600	-99600
120338	24	168	984	-16800	0	-98550
120386	28	172	988	-15450	-1200	-98700
120473	20	152	952	-16650	-1800	-98850
120488	32	144	936	-16650	-1800	-98850
120536	28	160	964	-17250	-450	-98700
120584	20	164	988	-17250	-1050	-97500
120638	60	140	980	-17250	-900	-98550
120686	20	168	996	-16950	0	-99150
120734	64	132	956	-16800	-450	-98850
120791	-8	156	1016	-16500	-750	-97650
120836	20	176	1000	-16500	-600	-98100
120884	24	172	988	-16950	-1200	-97200
120938	24	160	984	-16500	600	-97500
120986	32	164	1000	-16650	-1950	-97200
121034	4	188	996	-17400	-900	-96750
121089	120	136	1012	-18000	300	-96450
121145	100	192	816	-18000	-300	-95250
121184	16	252	1140	-17550	150	-94500
121238	60	212	1232	-18300	2100	-93750
121286	28	164	1044	-19500	2100	-92550
121334	32	132	936	-20550	2400	-89250
121389	24	136	928	-18450	150	-87000
121436	24	152	940	-16800	-1800	-87750
121494	32	172	988	-15750	-4500	-92400
121538	24	172	1016	-17100	-4500	-94650
121586	24	176	1000	-18300	-4950	-96450
121634	32	164	976	-18300	-4800	-97800
121688	20	164	984	-18450	-5100	-97050
121736	20	164	984	-18300	-4950	-97650
121821	32	176	980	-18300	-4800	-97650
121838	24	164	976	-19050	-4200	-97950
121887	16	168	984	-18750	-5100	-97200
121934	32	168	984	-19200	-4500	-97500
121988	16	160	988	-17700	-5100	-97800
122036	24	164	980	-18600	-4350	-97500
122085	20	172	976	-19200	-5100	-97950
122142	20	168	980	-18600	-4950	-97800
122186	24	176	984	-19500	-4500	-97950
122234	16	168	984	-18900	-4500	-97950
122288	20	160	988	-18000	-5250	-97500
122336	28	164	984	-18300	-4800	-97200
122385	28	172	980	-19050	-5550	-97350
122438	24	164	988	-18600	-4950	-97050
122493	24	172	972	-19800	-6150	-98250
122534	28	172	976	-18900	-4950	-97500
122588	24	160	980	-18150	-4650	-97500
122636	20	164	976	-18900	-4800	-97950
122684	28	164	980	-19650	-5250	-98400
122738	24	168	980	-19050	-4800	-97800
122786	32	176	980	-19050	-5400	-97500
122841	8	176	984	-18150	-4650	-98100
122888	24	160	988	-19050	-4800	-98250
122936	36	168	988	-18450	-5400	-97950
122984	24	164	988	-18750	-5400	-97650
123039	28	168	960	-18450	-5700	-98250
123086	24	168	976	-18300	-4350	-97800
123170	28	168	984	-19350	-5250	-97350
123188	20	172	996	-19500	-5550	-98550
123237	24	168	972	-19350	-5100	-97350
123284	20	176	976	-19200	-4200	-98100
123338	28	164	988	-18300	-5250	-97950
123386	32	168	980	-19050	-4500	-98250
123434	36	168	980	-19500	-4650	-97200
123489	24	172	980	-18450	-4500	-97200
123536	24	172	980	-18600	-4200	-98550
123584	24	168	980	-19050	-4500	-96600
123638	32	160	976	-18750	-4200	-97500
123687	28	168	984	-18750	-5250	-97800
123735	24	172	984	-18450	-4500	-98100
123788	28	176	984	-19200	-3300	-97950
123846	24	172	980	-18900	-4500	-97650
123884	28	164	992	-18300	-4950	-97050
123938	32	164	980	-18450	-4950	-97500
123986	20	168	984	-19200	-4800	-97650
124034	28	176	980	-18150	-4200	-97200
124089	28	176	996	-18600	-4950	-97650
124136	20	176	976	-18300	-5400	-97500
124193	32	164	984	-18000	-5250	-98550
124239	20	172	972	-18300	-5250	-98250
124286	28	168	980	-18000	-5250	-97950
124334	24	176	988	-18450	-5250	-97800
124389	20	164	996	-18000	-4350	-98250
124436	28	180	980	-18450	-5400	-97650
124521	28	164	972	-18750	-4500	-97650
124538	32	168	976	-18750	-4200	-97500
124586	28	164	980	-18750	-4800	-97350
124634	32	172	988	-18750	-5250	-97500
124688	24	172	980	-18300	-4650	-97050
124737	20	168	988	-17700	-4350	-97500
124786	32	176	984	-18000	-4800	-97350
124841	28	168	980	-18750	-5100	-97200
124887	24	160	984	-18150	-4800	-98100
124934	24	172	988	-19350	-5100	-98400
124988	28	164	984	-18900	-3900	-97950
125036	36	176	984	-19200	-5550	-97350
125084	24	164	984	-19350	-4350	-97500
125138	24	172	988	-18450	-4050	-97500
125194	12	180	988	-19800	-4950	-97650
125235	28	180	984	-18150	-3450	-96900
125288	32	176	984	-19500	-5850	-98100
125336	24	172	980	-18450	-4800	-98550
125384	24	172	980	-18900	-5100	-97350
125438	32	172	984	-19050	-4800	-97950
125486	28	172	984	-19350	-4950	-97350
125541	28	168	980	-18450	-4500	-97500
125588	24	164	980	-18450	-4200	-98100
125636	32	164	980	-18750	-4650	-98100
125684	24	164	972	-19050	-4950	-97500
125738	32	168	980	-19050	-4950	-97500
125786	28	168	984	-19050	-4800	-98250
125869	28	168	996	-18150	-4650	-98550
125888	24	168	972	-19350	-4950	-97950
125936	28	164	988	-18600	-4200	-97500
125984	24	164	988	-18450	-4200	-97500
126039	24	172	980	-19200	-4350	-97200
126086	32	176	988	-19050	-5100	-97350
126134	28	172	988	-18450	-5100	-97050
126189	24	172	984	-19350	-5550	-98400
126237	36	164	976	-19050	-5100	-97650
126284	32	168	984	-19350	-4050	-97200
126338	20	172	984	-19350	-4650	-98100
126386	24	172	976	-18600	-5700	-98250
126434	16	172	980	-19350	-4800	-97650
126488	20	168	980	-18600	-5100	-97950
126545	24	164	976	-18900	-5700	-98250
126584	28	168	980	-19650	-4800	-97500
126638	28	172	976	-19650	-4800	-97350
126686	24	172	976	-18900	-4950	-98250
126734	24	164	980	-19200	-5250	-98850
126789	32	172	980	-19650	-4650	-97500
126836	20	172	980	-19500	-5100	-98400
126885	28	172	964	-19350	-4950	-97350
126938	28	168	960	-19200	-5700	-97950
126986	24	176	992	-19050	-4200	-97800
127034	24	176	976	-18600	-4950	-97650
127088	28	168	992	-19350	-4950	-97500
127136	28	164	988	-19500	-5250	-97350
127269	20	168	980	-18300	-5700	-97050
127280	24	180	984	-18300	-5700	-97050
127293	24	180	988	-18750	-5100	-97800
127334	32	172	988	-18900	-4050	-97350
127389	20	188	976	-19050	-4950	-97050
127436	32	172	980	-18750	-4500	-97050
127484	24	160	976	-18150	-5550	-97800
127541	12	164	988	-19350	-4350	-97350
127587	24	172	980	-19500	-5250	-98100
127634	24	180	964	-19500	-5550	-97800
127688	28	168	988	-18600	-4350	-97350
127736	32	172	968	-18750	-4500	-96900
127784	24	172	984	-19200	-5100	-97950
127838	40	152	976	-19200	-4350	-97050
127894	24	164	980	-19500	-4800	-98250
127934	24	176	980	-18750	-4950	-97650
127988	28	176	984	-18750	-4800	-97800
128036	28	172	972	-19200	-4950	-98100
128085	32	168	980	-18900	-4350	-97350
128138	28	164	984	-18900	-4800	-98400
128197	24	164	964	-19050	-5550	-96900
128234	24	172	988	-19200	-4500	-97650
128288	28	180	980	-19050	-5100	-97650
128336	28	176	988	-18300	-5550	-97500
128384	24	164	980	-19050	-4950	-97500
128438	24	164	980	-18450	-5700	-97650
128486	24	164	980	-18750	-4650	-97800
